#Número registro,Nombre tercero,Descripción,Fecha contable,Importe bruto,Orgánica,Programa,Económica
2014.0000326,"COPISTERIA DE CASTELLON, S.L.",16/01/14. COPIAS PLANOS PARA ACTIVIDADES.,18/03/2014,"117,61 €",6,15124,22000
2014.0001438,THYSSENKRUPP ELEVADORES SL,1º TRIMESTRE/14. MANTENIMIENTO ASCENSOR SITO C.P. SERRANO SUÑER.,29/05/2014,"568,31 €",6,92030,21300
2014.0001439,THYSSENKRUPP ELEVADORES SL,1ºTRIMESTRE/14. MANTENIMIENTO ASCENSOR SITO C.P. ISABEL FERRER.,29/05/2014,"690,68 €",6,92030,21300
2014.0001440,THYSSENKRUPP ELEVADORES SL,1ºTRIMESTRE/14. MANTENIMIENTO ASCENSOR SITO C.P. JAIME I.,29/05/2014,"840,64 €",6,92030,21300
2014.0001441,THYSSENKRUPP ELEVADORES SL,1ºTRIMESTRE/14. MANTENIMIENTO ASCENSOR SITO C.P. BERNAT ARTOLA.,29/05/2014,"692,79 €",6,92030,21300
2014.0001442,THYSSENKRUPP ELEVADORES SL,1ºTRIMESTRE/14. MANTENIMIENTO ASCENSOR SITO C/LITUANIA.,29/05/2014,"466,71 €",6,92030,21300
2014.0001443,THYSSENKRUPP ELEVADORES SL,1ºTRIMESTRE/14. MANTENIMIENTO ASCENSOR SITO CENTRO ANDALUZ.,29/05/2014,"435,60 €",6,92030,21300
2014.0001506,"INDUSTRIAS DE ELEVACION, S.A",1º TRIMESTRE/14. MANTENIMIENTO ASCENSOR SITO C.P. TOMBATOSSALS.,29/05/2014,"415,42 €",6,92030,21300
2014.0001530,ORONA S COOP,1º TRIMESTRE/14. MANTENIMIENTO ASCENSOR SITO PALAU DE LA FESTA.,29/05/2014,"1.080,50 €",6,92030,21300
2014.0001533,ORONA S COOP,1º TRIMESTRE/14. SERVICIO MANTENIMIENTO ASCENSOR SITO DEPENDENCIAS MUNICIPALES.,29/05/2014,"6.021,78 €",6,92030,21300
2014.0001542,UTE TELEFONICA ESPAÑA SAU TELEFONICA MOVILES ESP,ENERO/14. SERVICIO DE TELEFONIA  FIJA Y DATOS DEL AYUNTAMIENTO. JGL. 18-05-12,02/05/2014,"25.558,06 €",6,92030,22200
2014.0001543,UTE TELEFONICA ESPAÑA SAU TELEFONICA MOVILES ESP,ENERO/14. SERVICIO DE TELEFONIA MOVIL DEL AYUNTAMIENTO. JGL. 18-05-12,24/04/2014,"6.667,79 €",6,92030,22200
2014.0001555,ZARDOYA OTIS SA,JUNIO/13. MANTENIMIENTO ASCENSOR SITO EDIF. QUATRE CANTONS.,29/05/2014,"665,11 €",6,92030,21300
2014.0001556,ZARDOYA OTIS SA,DEL 01/07 AL 31/12/13. MANTENIMIENTO ASCENSOR SITO EDIF. QUATRE CANTONS.,29/05/2014,"3.990,68 €",6,92030,21300
2014.0001557,ZARDOYA OTIS SA,15/11/13. REPARACIÓN CABLE DE ARRASTRE DE LA PUERTA DEL ASCENSOR SITO EDIF. NOBLE.,29/05/2014,"116,47 €",6,92030,21300
2014.0001558,ZARDOYA OTIS SA,16/12/13. SUSTITUCIÓN CORREA DE LAS PUERTAS DEL ASCENSOR SITO C.P. OBISPO CLIMENT.,29/05/2014,"103,59 €",6,92030,21300
2014.0001559,ZARDOYA OTIS SA,ENERO/14. MANTENIMIENTO ASCENSOR SITO EDIF. QUATRE CANTONS.,29/05/2014,"682,34 €",6,92030,21300
2014.0001560,ZARDOYA OTIS SA,FEBRERO/14. MANTENIMIENTO ASCENSOR SITO EDIF. QUATRE CANTONS.,29/05/2014,"682,34 €",6,92030,21300
2014.0001561,ZARDOYA OTIS SA,MARZO/14. MANTENIMIENTO ASCENSOR SITO EDIF. QUATRE CANTONS.,29/05/2014,"682,34 €",6,92030,21300
2014.0001633,COPISAT SISTEMAS DE OFICINA SL,"MARZO/14, ARRENDAMIENTO  FOTOCOPIADORAS AYUNTAMIENTO DE CASTELLON. DEC 08-04-09,  DEC. 10-05-12",24/04/2014,"8.312,52 €",6,92030,20300
2014.0001699,"KONE ELEVADORES, S.A.",26/01/14. REPARACIÓN AVERÍA DEL ASCENSOR SITO CASA DE LA CULTURA.,29/05/2014,"261,36 €",6,92030,21300
2014.0001729,LIMPIEZAS RASA SA,MARZO/14. TRABAJOS ORDINARIOS LIMPIEZA EDIFICIOS Y CENTROS MUNICIPALES.,29/05/2014,"74.855,94 €",6,92030,227000
2014.0001730,LIMPIEZAS RASA SA,"MARZO/14.  LIMPIEZA EXTRAORDINARIA EN ""ESPAI PUBLIC LECTURA- 1º P. MERCADO SAN PEDRO- GRAO""",29/05/2014,"111,38 €",6,92030,227000
2014.0001731,LIMPIEZAS RASA SA,"MARZO/14. IMPIEZA EXTRAORDINARIA EN ""SECCIÓN ARQUITECTURA URBANA""",29/05/2014,"509,20 €",6,92030,227000
2014.0001732,LIMPIEZAS RASA SA,"MARZO/14. LIMPIEZA EXTRAORDINARIA EN ""ASOCIACION DANZA DE CASTELLÓN"".",29/05/2014,"203,68 €",6,92030,227000
2014.0001733,LIMPIEZAS RASA SA,"MARZO/14.  LIMPIEZA EXTRAORDINARIA EN ""MUSEO DE LA MAR""",29/05/2014,"57,28 €",6,92030,227000
2014.0001741,LIMPIEZAS RASA SA,"MARZO/14. LIMPIEZA EXTRAORDINARIA EN ""ESCUELA VIAL TETUAN XIV""",29/05/2014,"553,74 €",6,92030,227000
2014.0001742,LIMPIEZAS RASA SA,"MARZO/14. LIMPIEZA EXTRAORDINARIA EN ""AULA 3º PISO- CASA DEL MAR DEL GRAO",29/05/2014,"63,65 €",6,92030,227000
2014.0001745,LIMPIEZAS RASA SA,"MARZO/14. LIMPIEZA EXTRAORDINARIA EN ""TALLER ELECTRICO Y MECÁNICO""",29/05/2014,"276,87 €",6,92030,227000
2014.0001747,LIMPIEZAS RASA SA,"MARZO/14.  LIMPIEZA EXTRAORDINARIA EN ""PARQUE DE BOMBEROS GRAO""",29/05/2014,"89,10 €",6,92030,227000
2014.0001749,LIMPIEZAS RASA SA,"MARZO/14. LIMPIEZA EXTRAORDINARIA EN ""TENENCIA ALCALDIA OESTE"".",29/05/2014,"140,03 €",6,92030,227000
2014.0001750,LIMPIEZAS RASA SA,MARZO/14. LIMPIEZA EXTRAORDINARIA   LIMPIEZA EN CASA ABADIA,29/05/2014,"82,74 €",6,92030,227000
2014.0001751,LIMPIEZAS RASA SA,"MARZO/14. LIMPIEZA EXTRAORDINARIA EN ""AULA PLAZA URBAN SAN LORENZO"" BUNGALOWS 16 Y 17",29/05/2014,"114,56 €",6,92030,227000
2014.0001755,LIMPIEZAS RASA SA,MARZO/14. LIMPIEZA EXTRAORDINARIA EN AULA SSOM-GPO. SAN LORENZO,29/05/2014,"82,74 €",6,92030,227000
2014.0001762,LIMPIEZAS RASA SA,MARZO/14. LIMPIEZA EXTRAORDINARIA EN URBAN. SAN LORENZO POR FUGA AGUAS,29/05/2014,"50,92 €",6,92030,227000
2014.0001763,LIMPIEZAS RASA SA,MARZO/14. LIMPIEZA EXTRAORDINARIA EN ERMITAS SAN ROC Y MAGDALENA,29/05/2014,"471,00 €",6,92030,227000
2014.0001764,LIMPIEZAS RASA SA,"MARZO/14. LIMPIEZA EXTRAORDINARIA EN PALCO/TRIBUNAS, PUERTA DEL SOL",29/05/2014,"127,29 €",6,92030,227000
2014.0001766,LIMPIEZAS RASA SA,MARZO/14. LIMPIEZA EXTRAORDINARIA DE LA CLARABOYA DEL EDIF. NOBLE,29/05/2014,"318,24 €",6,92030,227000
2014.0001767,LIMPIEZAS RASA SA,MARZO/14. LIMPIEZA EXTRAORDINARIA EN LA TERRAZA DEL EDIF. NOBLE DEL AYTO.,29/05/2014,"38,19 €",6,92030,227000
2014.0001768,LIMPIEZAS RASA SA,MARZO/14. LIMPIEZA EXTRAORDINARIA EN EDIFICIO NOBLE POR RECEPCION BANDAS A REINAS,29/05/2014,"31,82 €",6,92030,227000
2014.0001782,"CORPORACION EUROPEA DE SERVICIOS Y CAPITALES, SAU",MARZO/14. MANTENIMIENTO INTEGRAL DE EDIFICIOS E INSTALACIONES DEPENDIENTES DEL AYUNTAMIENTO DE CASTELLON. DEC. 09-03-12 *,23/05/2014,"31.594,65 €",6,92030,21200
2014.0001993,UTE TELEFONICA ESPAÑA SAU TELEFONICA MOVILES ESP,FEBRERO/14. SERVICIO DE TELEFONIA MOVIL DEL AYUNTAMIENTO. JGL. 18-05-12,14/05/2014,"6.129,08 €",6,92030,22200
2014.0001994,UTE TELEFONICA ESPAÑA SAU TELEFONICA MOVILES ESP,FEBRERO/14. SERVICIO DE TELEFONIA  FIJA Y DATOS DEL AYUNTAMIENTO. JGL. 18-05-12,23/05/2014,"25.690,41 €",6,92030,22200
2014.0002115,COPISAT SISTEMAS DE OFICINA SL,"ABRIL/14,  ARRENDAMIENTO  FOTOCOPIADORAS AYUNTAMIENTO DE CASTELLON. DEC 08-04-09, DEC. 10-05-12",29/05/2014,"8.312,52 €",6,92030,20300
2014.0002189,LIMPIEZAS RASA SA,ABRIL/14 .TRABAJOS ORDINARIOS LIMPIEZA EDIFICIOS Y CENTROS MUNICIPALES.,31/07/2014,"74.855,94 €",6,92030,227000
2014.0002190,LIMPIEZAS RASA SA,"ABRIL/14. LIMPIEZA EXTRAORDINARIA EN ""ESPAI PUBLIC LECTURA- 1º P. MERCADO SAN PEDRO- GRAO""",31/07/2014,"111,38 €",6,92030,227000
2014.0002191,LIMPIEZAS RASA SA,"ABRIL/14. IMPIEZA EXTRAORDINARIA EN ""SECCIÓN ARQUITECTURA URBANA""",31/07/2014,"509,20 €",6,92030,227000
2014.0002193,LIMPIEZAS RASA SA,"ABRIL/14.  LIMPIEZA EXTRAORDINARIA EN ""ASOCIACION DANZA DE CASTELLÓN"".",31/07/2014,"203,68 €",6,92030,227000
2014.0002194,LIMPIEZAS RASA SA,"ABRIL/14.  LIMPIEZA EXTRAORDINARIA EN ""MUSEO DE LA MAR""",31/07/2014,"57,28 €",6,92030,227000
2014.0002195,LIMPIEZAS RASA SA,"ABRIL/14.  LIMPIEZA EXTRAORDINARIA EN ""ESCUELA VIAL TETUAN XIV""",31/07/2014,"553,74 €",6,92030,227000
2014.0002196,LIMPIEZAS RASA SA,"ABRIL/14.  LIMPIEZA EXTRAORDINARIA EN ""AULA 3º PISO- CASA DEL MAR DEL GRAO",31/07/2014,"63,65 €",6,92030,227000
2014.0002202,LIMPIEZAS RASA SA,"ABRIL/14.  LIMPIEZA EXTRAORDINARIA EN ""TALLER ELECTRICO Y MECÁNICO""",31/07/2014,"276,87 €",6,92030,227000
2014.0002204,LIMPIEZAS RASA SA,"ABRIL/14.  LIMPIEZA EXTRAORDINARIA EN ""PARQUE DE BOMBEROS GRAO""",31/07/2014,"89,10 €",6,92030,227000
2014.0002209,LIMPIEZAS RASA SA,"ABRIL/14. LIMPIEZA EXTRAORDINARIA EN ""TENENCIA ALCALDIA OESTE"".",31/07/2014,"140,03 €",6,92030,227000
2014.0002211,LIMPIEZAS RASA SA,ABRIL/14.  LIMPIEZA EXTRAORDINARIA   LIMPIEZA EN CASA ABADIA,31/07/2014,"82,74 €",6,92030,227000
2014.0002216,LIMPIEZAS RASA SA,"ABRIL/14.  LIMPIEZA EXTRAORDINARIA EN ""AULA PLAZA URBAN SAN LORENZO"" BUNGALOWS 16 Y 17",31/07/2014,"114,56 €",6,92030,227000
2014.0002218,LIMPIEZAS RASA SA,ABRIL/14. . LIMPIEZA EXTRAORDINARIA EN AULA SSOM-GPO. SAN LORENZO,31/07/2014,"82,74 €",6,92030,227000
2014.0002231,LIMPIEZAS RASA SA,ABRIL/14. LIMPIEZA EXTRAORDINARIA EN ERMITAS SAN ROC Y MAGDALENA DIA 11/04/14,31/07/2014,"254,60 €",6,92030,227000
2014.0002232,LIMPIEZAS RASA SA,ABRIL/14. LIMPIEZA EXTRAORDINARIA EN BASILICA DE LLEDO,31/07/2014,"891,10 €",6,92030,227000
2014.0002233,LIMPIEZAS RASA SA,ABRIL/14. LIMPIEZA EXTRAORDINARIA EN EDIFICIO CULTURAL LA MARINA,31/07/2014,"63,65 €",6,92030,227000
2014.0002234,LIMPIEZAS RASA SA,ABRIL/14. LIMPIEZA EXTRAORDINARIA EN ERMITA MAGDALENA Y VIVIENDA EL 24/04/14,31/07/2014,"76,38 €",6,92030,227000
2014.0002308,"CORPORACION EUROPEA DE SERVICIOS Y CAPITALES, SAU","ABRIL/14, MANTENIMIENTO INTEGRAL DE EDIFICIOS E INSTALACIONES DEPENDIENTES DEL AYUNTAMIENTO DE CASTELLON. DEC. 09-03-12 *",06/06/2014,"29.826,86 €",6,92030,21200
2014.0002726,UTE TELEFONICA ESPAÑA SAU TELEFONICA MOVILES ESP,MARZO/14. SERVICIO DE TELEFONIA MOVIL DEL AYUNTAMIENTO. JGL. 18-05-12,24/06/2014,"6.027,24 €",6,92030,22200
2014.0002727,UTE TELEFONICA ESPAÑA SAU TELEFONICA MOVILES ESP,MARZO/14. SERVICIO DE TELEFONIA  FIJA Y DATOS DEL AYUNTAMIENTO. JGL. 18-05-12,04/07/2014,"25.320,06 €",6,92030,22200
2014.0002793,COPISAT SISTEMAS DE OFICINA SL,"MAYO/14,  ARRENDAMIENTO DE FOTOCOPIADORAS  AYUNTAMIENTO DE CASTELLON. DEC 08-04-09 MODIFICADO DEC. 10-05-12",23/06/2014,"8.312,52 €",6,92030,20300
2014.0002883,LIMPIEZAS RASA SA,MAYO/14.TRABAJOS ORDINARIOS LIMPIEZA EDIFICIOS Y CENTROS MUNICIPALES.,31/07/2014,"74.855,94 €",6,92030,227000
2014.0002884,LIMPIEZAS RASA SA,"MAYO/14. LIMPIEZA EXTRAORDINARIA EN ""ESPAI PUBLIC LECTURA- 1º P. MERCADO SAN PEDRO- GRAO""",31/07/2014,"111,38 €",6,92030,227000
2014.0002885,LIMPIEZAS RASA SA,"MAYO/14.  IMPIEZA EXTRAORDINARIA EN ""SECCIÓN ARQUITECTURA URBANA""",31/07/2014,"509,20 €",6,92030,227000
2014.0002886,LIMPIEZAS RASA SA,"MAYO/14.  LIMPIEZA EXTRAORDINARIA EN ""ASOCIACION DANZA DE CASTELLÓN"".",31/07/2014,"203,68 €",6,92030,227000
2014.0002887,LIMPIEZAS RASA SA,"MAYO/14.  LIMPIEZA EXTRAORDINARIA EN ""MUSEO DE LA MAR""",31/07/2014,"57,28 €",6,92030,227000
2014.0002888,LIMPIEZAS RASA SA,"MAYO/14. LIMPIEZA EXTRAORDINARIA EN ""ESCUELA VIAL TETUAN XIV""",31/07/2014,"553,74 €",6,92030,227000
2014.0002889,LIMPIEZAS RASA SA,"MAYO/14. LIMPIEZA EXTRAORDINARIA EN ""AULA 3º PISO- CASA DEL MAR DEL GRAO",31/07/2014,"63,65 €",6,92030,227000
2014.0002890,LIMPIEZAS RASA SA,"MAYO/14.  LIMPIEZA EXTRAORDINARIA EN ""TALLER ELECTRICO Y MECÁNICO""",31/07/2014,"276,87 €",6,92030,227000
2014.0002891,LIMPIEZAS RASA SA,"MAYO/14. LIMPIEZA EXTRAORDINARIA EN ""PARQUE DE BOMBEROS GRAO""",31/07/2014,"89,10 €",6,92030,227000
2014.0002892,LIMPIEZAS RASA SA,"MAYO/14.  LIMPIEZA EXTRAORDINARIA EN ""TENENCIA ALCALDIA OESTE"".",31/07/2014,"140,03 €",6,92030,227000
2014.0002893,LIMPIEZAS RASA SA,MAYO/14. LIMPIEZA EXTRAORDINARIA   LIMPIEZA EN CASA ABADIA,31/07/2014,"82,74 €",6,92030,227000
2014.0002944,LIMPIEZAS RASA SA,"MAYO/14. LIMPIEZA EXTRAORDINARIA EN ""AULA PLAZA URBAN SAN LORENZO"" BUNGALOWS 16 Y 17",31/07/2014,"114,56 €",6,92030,227000
2014.0002945,LIMPIEZAS RASA SA,MAYO/14.  LIMPIEZA EXTRAORDINARIA EN AULA SSOM-GPO. SAN LORENZO,31/07/2014,"82,74 €",6,92030,227000
2014.0002946,LIMPIEZAS RASA SA,"MAYO/14. LIMPIEZA EXTRAORDINARIA EN ""ASOCIACION VECIONOS VERGE DE LLEDO""",31/07/2014,"178,22 €",6,92030,227000
2014.0002947,LIMPIEZAS RASA SA,"MAYO/14. LIMPIEZA EXTRAORDINARIA EN GRAO ""TALLER ACTIVIDAD NIÑOS""",31/07/2014,"114,56 €",6,92030,227000
2014.0003205,"CORPORACION EUROPEA DE SERVICIOS Y CAPITALES, SAU","MAYO/14, MANTENIMIENTO INTEGRAL DE EDIFICIOS E INSTALACIONES DEPENDIENTES DEL AYUNTAMIENTO. DEC. 09-03-12",15/07/2014,"18.633,03 €",6,92030,21200
2014.0003422,COPISAT SISTEMAS DE OFICINA SL,"JUNIO/14,  ARRENDAMIENTO  FOTOCOPIADORAS  AYUNTAMIENTO DE CASTELLON. DEC 08-04-09.  DEC. 10-05-12",03/10/2014,"8.312,52 €",6,92030,20300
2014.0003652,"CORPORACION EUROPEA DE SERVICIOS Y CAPITALES, SAU",JUNIO/14. MANTENIMIENTO INTEGRAL DE EDIFICIOS E INSTALACIONES DEPENDIENTES DEL AYUNTAMIENTO. DEC. 09-03-12,26/09/2014,"78.061,21 €",6,92030,21200
2014.0003703,GRUPO CANO LOPERA SL,"FEBRERO-MARZO- ABRIIL/14,  MANTENIMIENTO INSTALACIONES PROTECCION CONTRA INCENDIOS EN COLEGIOS PUBLICOS, EDIFICIOS Y  AYUNTAMIENTO. DEC.30-03-12 Y DEC.11-07-12",24/09/2014,"12.857,47 €",6,92030,21301
2014.0003719,LIMPIEZAS RASA SA,JUNIO/14. TRABAJOS ORDINARIOS LIMPIEZA EDIFICIOS Y CENTROS MUNICIPALES.,30/10/2014,"74.855,94 €",6,92030,227000
2014.0003720,LIMPIEZAS RASA SA,JUNIO/14. TRABAJOS EXTRAORDINARIA LIMPIEZA EDIFICIOS Y CENTROS MUNICIPALES.,30/10/2014,"3.108,24 €",6,92030,227000
2014.0003824,UTE TELEFONICA ESPAÑA SAU TELEFONICA MOVILES ESP,ABRIL/14. SERVICIO DE TELEFONIA MOVIL DEL AYUNTAMIENTO. JGL. 18-05-12,24/09/2014,"6.281,38 €",6,92030,22200
2014.0003826,UTE TELEFONICA ESPAÑA SAU TELEFONICA MOVILES ESP,ABRIL/14. SERVICIO DE TELEFONIA  FIJA Y DATOS DEL AYUNTAMIENTO. JGL. 18-05-12,26/09/2014,"25.794,48 €",6,92030,22200
2014.0003827,UTE TELEFONICA ESPAÑA SAU TELEFONICA MOVILES ESP,MAYO/14. SERVICIO DE TELEFONIA MOVIL DEL AYUNTAMIENTO. JGL. 18-05-12,24/09/2014,"6.581,79 €",6,92030,22200
2014.0003828,UTE TELEFONICA ESPAÑA SAU TELEFONICA MOVILES ESP,MAYO/14. SERVICIO DE TELEFONIA  FIJA Y DATOS DEL AYUNTAMIENTO. JGL. 18-05-12.,26/09/2014,"25.790,18 €",6,92030,22200
2014.0003919,MANUEL SELVI MILLAN COMUNICACIONES SL,13/06/14. REPUESTOS MOVILES.,03/10/2014,"181,86 €",6,92030,227001
2014.0003999,ZARDOYA OTIS SA,"DEL 01/04 AL 30/06/14,  MANTENIMIENTO Y REPARACION DE APARATOS ELEVADORES EN EDIFICIOS MUNICIPALES. JGL 14-03-14",13/10/2014,"11.335,71 €",6,92030,21300
2014.0004199,COPISAT SISTEMAS DE OFICINA SL,"JULIO/14,  ARRENDAMIENTO DE FOTOCOPIADORAS AYUNTAMIENTO DE CASTELLON. DEC 08-04-09. DEC. 10-05-12",13/10/2014,"8.312,52 €",6,92030,20300
2014.0004258,CASTALIA NEUMATICOS SLU,DEL 11 AL 28/07/14. REPUESTOS PARA SU USO POR TALLER MECANICO.,03/10/2014,"1.828,15 €",6,92030,21300
2014.0004312,"CORPORACION EUROPEA DE SERVICIOS Y CAPITALES, SAU","JULIO/14, MANTENIMIENTO INTEGRAL DE EDIFICIOS E INSTALACIONES DEPENDIENTES DEL AYUNTAMIENTO DE CASTELLON. DEC. 09-03-12",03/10/2014,"39.154,55 €",6,92030,21200
2014.0004384,GRUPO CANO LOPERA SL,"MAYO-JUNIO-JULIO/14,  MANTENIMIENTO INSTALACIONES PROTECCION CONTRA INCENDIOS EN COLEGIOS PUBLICOS, EDIFICIOS Y  AYUNTAMIENTO DEC.30-03-12 Y DEC.11-07-12",31/10/2014,"12.857,44 €",6,92030,21301
2014.0004414,LIMPIEZAS RASA SA,JULIO/14. TRABAJOS ORDINARIOS LIMPIEZA EDIFICIOS Y CENTROS MUNICIPALES.,30/10/2014,"74.855,94 €",6,92030,227000
2014.0004415,LIMPIEZAS RASA SA,JULIO/14. TRABAJOS EXTRAORDINARIA LIMPIEZA EDIFICIOS Y CENTROS MUNICIPALES.,30/10/2014,"3.519,79 €",6,92030,227000
2014.0004888,ELECTRONICA MARTON SL,22/04/14. MATERIAL PARA SU USO EN REPARACIONES DEL SALÓN DE PLENOS.,13/11/2014,"1.466,52 €",6,92030,21302
2014.0004889,ELECTRONICA MARTON SL,01/05/14. INSTALACIÓN EQUIPO DE SONIDO EN LA IGLESIA DE LA SANGRE.,13/11/2014,"265,16 €",6,92030,21302
2014.0004890,ELECTRONICA MARTON SL,MONTAJE TARIMAS EN BASÍLICA LLEDÓ PARA OFRENDA DE FLORES,13/11/2014,"243,55 €",6,92030,21302
2014.0004896,ELECTRONICA MARTON SL,17/06/14. SUMINISTRO MATERIAL PARA PLENOS.,13/11/2014,"50,00 €",6,92030,21302
2014.0004897,ELECTRONICA MARTON SL,"30/01/14. MONTAJE Y  ASISTENCIA TÉNICA PARA PRESENTACIÓN DEL LIBRO ""FORO DE URBANISMO"" EN EL CASINO ANTIGUO.",13/11/2014,"423,50 €",6,92030,21302
2014.0004898,ELECTRONICA MARTON SL,REPARACIÓN DISTRIBUIDOR DE PRENSA PARA SALÓN DE PLENOS.,13/11/2014,"163,35 €",6,92030,21302
2014.0004899,ELECTRONICA MARTON SL,JULIO/14. REPARACIONES EXTENSIONES.,13/11/2014,"1.218,92 €",6,92030,21302
2014.0004900,ELECTRONICA MARTON SL,MAYO/14. REPARACIONES EXTENSIONES.,13/11/2014,"2.046,12 €",6,92030,21302
2014.0005173,INITIAL TEXTILES E HYGIENE SL,DICIEMBRE/13. GESTION DE RESIDUOS SANITARIOS DE HIGIENE INTIMA Y SERVICIO BACTERIOSTATICO. DEC. 11-09-12 ,30/12/2014,"473,50 €",6,92030,227001
2014.0005266,COPISAT SISTEMAS DE OFICINA SL,SEPTIEMBRE/14.ARRENDAMIENTO DE FOTOCOPIADORAS AYUNTAMIENTO DE CASTELLON. DEC 08-04-09. DEC. 10-05-12,12/11/2014,"8.312,52 €",6,92030,20300
2014.0005504,COPISAT SISTEMAS DE OFICINA SL,OCTUBRE/14. ARRENDAMIENTO DE FOTOCOPIADORAS AYUNTAMIENTO DE CASTELLON. DEC 08-04-09. DEC. 10-05-12,27/11/2014,"8.312,52 €",6,92030,20300
2014.0005544,ELECTRONICA MARTON SL,31/10/2014  REPARACIÒN  EXTENSIONES VARIOS NEGOCIADOS,23/12/2014,"1.359,54 €",6,92030,21302
2014.0005545,ELECTRONICA MARTON SL,31/10/2014 REPARACIÓN MICRO DEL SALÓN DE PLENOS,23/12/2014,"36,30 €",6,92030,21200
2014.0005546,ELECTRONICA MARTON SL,31/10/2014 REPASAR Y AJUSTAR PROYECTOR TEATRO RAVAL,23/12/2014,"99,22 €",6,92030,21200
2014.0005547,ELECTRONICA MARTON SL,31/10/2014 INSTALACIÓN EQUIPO DE SONIDO PARA ACTO EN BASÍLICA DE LIDÓN,23/12/2014,"667,92 €",6,92030,21200
2014.0005548,ELECTRONICA MARTON SL,31/10/2014 REPARACIÓN DVD ALCALDÍA Y SALÓN DE PLENOS,23/12/2014,"778,03 €",6,92030,21200
2014.0005551,ELECTRONICA MARTON SL,31/10/2014 INSTALACIÓN Y REPARACIÓN TELEFONOS,23/12/2014,"169,46 €",6,92030,21302
2014.0005552,ELECTRONICA MARTON SL,"27/08/2014 TRASLADO DE EXTENSIONES TELEFÓNICAS DEL REPARTIDOR DEL AYUNTAMIENTO, AL REPARTIDOR DEL EDIFICIO HUCHA",23/12/2014,"889,35 €",6,92030,21302
2014.0005557,LIMPIEZAS RASA SA,OCTUBRE/14 TRABAJOS ORDINARIOS LIMPIEZA EDIFICIOS Y CENTROS MUNICIPALES.,18/12/2014,"74.855,94 €",6,92030,227000
2014.0005558,LIMPIEZAS RASA SA,OCTUBRE/2014 LIMPIEZA EXTRAORDINARIA EN VARIAS DEPENDENCIAS MUNICIPALES,18/12/2014,"3.430,68 €",6,92030,227000
2014.0005607,"CORPORACION EUROPEA DE SERVICIOS Y CAPITALES, SAU",OCTUBRE/14. MANTENIMIENTO INTEGRAL DE EDIFICIOS E INSTALACIONES DEPENDIENTES DEL AYUNTAMIENTO. DEC. 09-03-12,28/11/2014,"39.836,47 €",6,92030,21200
2014.0005612,ZARDOYA OTIS SA,DEL 01-07/30-09-14 MANTENIMIENTO Y REPARACION DE APARATOS ELEVADORES EN EDIFICIOS MUNICIPALES. JGL 14-03-14,30/12/2014,"11.335,71 €",6,92030,21300
2014.0005742,GRUPO CANO LOPERA SL,"SEPTIEMBRE/14.  MANTENIMIENTO INSTALACIONES PROTECCION CONTRA INCENDIOS EN COLEGIOS PUBLICOS, EDIFICIOS Y  AYUNTAMIENTO",29/12/2014,"4.285,22 €",6,92030,21301
2014.0006026,ELECTRONICA MARTON SL,10/11/14. REPARACIÓN APARATOS TELEFONICOS Y FAX.,30/12/2014,"571,83 €",6,92030,21302
2014.0006028,ELECTRONICA MARTON SL,10/11/14. REPARAR TELÉFONO OPERADORA PREVENCIÓN RIESGOS LABORALES.,23/12/2014,"87,12 €",6,92030,21302
2014.0006030,ELECTRONICA MARTON SL,10/11/14. REPARACIÓN EQUIPO DE SONIDO CASAL JOVE.,23/12/2014,"1.047,86 €",6,92030,21300
2014.0006031,ELECTRONICA MARTON SL,10/11/14. REPARACIÓN FAX EN CENTRO SOCIAL GRAO.,23/12/2014,"76,23 €",6,92030,21302
2014.0006032,ELECTRONICA MARTON SL,10/11/14. TRASLADAR FAX SIO.,23/12/2014,"264,14 €",6,92030,21302
2014.0006281,LIMPIEZAS RASA SA,DEL 27/12/11 AL 31/08/12. (IVA AL 18 %) REVISIÓN DE PRECIOS POR EL SERVICIO DE LIMPIEZA DE TODOS LOS EDIFICIOS Y DEPENDENCIAS DEL AYUNTAMIENTO.,30/12/2014,"12.780,64 €",6,92030,227000
2014.0006282,LIMPIEZAS RASA SA,DEL 01/09/12 AL 26/12/12. (IVA AL 21 %) REVISIÓN DE PRECIOS POR EL SERVICIO DE LIMPIEZA DE TODOS LOS EDIFICIOS Y DEPENDENCIAS DEL AYUNTAMIENTO.,30/12/2014,"6.062,72 €",6,92030,227000
2014.0006297,UTE TELEFONICA ESPAÑA SAU TELEFONICA MOVILES ESP,AGOSTO/14.SERVICIO DE TELEFONIA  FIJA Y DATOS DEL AYUNTAMIENTO. DEC 24-02-14,26/12/2014,"24.110,53 €",6,92030,22200
2014.0006298,UTE TELEFONICA ESPAÑA SAU TELEFONICA MOVILES ESP,AGOSTO/14. SERVICIO DE TELEFONIA MOVIL DEL AYUNTAMIENTO. DEC 24-02-14,30/12/2014,"5.225,81 €",6,92030,22200
2014.0006302,UTE TELEFONICA ESPAÑA SAU TELEFONICA MOVILES ESP,SEPTIEMBRE/14. SERVICIO DE TELEFONIA MOVIL DEL AYUNTAMIENTO. DEC 24-02-14,30/12/2014,"6.474,31 €",6,92030,22200
