Número registro,Nombre tercero,Descripción,Fecha contable,Importe factura,Orgánica,Programa,Económica
2018.0002666,"SERFOMAC, S.L.",7/5/18.  TRABAJOS DE ACTUALIZACION Y MANTENIMIENTO CATASTRAL DEL TERMINO MUNICIPAL DE CASTELLON. JGL 04-09-15 (FORMALIZADO 23-09-15) PRORROGA JGL 21/04/17 (70% PPTO MAXIMO ANUAL).,08/06/18,"4.574,25 €",3,92054,227060
2018.0002635,JUAN JOSE SANCHEZ LOPEZ SA,7/5/18. OBRAS QUE EJECUTA  EL AYUNTAMIENTO SUBSIDIARIAMENTE PARA LIMPIEZA DE PARCELAS Y SU VALLADO DEC.21/11/14 (FORMALIZ. 11/12/14) PRORROGA DEC 9/12/16. (LIMPIEZA SOLAR SITUADO EN CALLE ROSELL 16),18/05/18,"805,40 €",5,15121,22700
2018.0002636,JUAN JOSE SANCHEZ LOPEZ SA,7/5/18. OBRAS QUE EJECUTA  EL AYUNTAMIENTO SUBSIDIARIAMENTE PARA LIMPIEZA DE PARCELAS Y SU VALLADO DEC.21/11/14 (FORMALIZ. 11/12/14) PRORROGA DEC 9/12/16. (LIMPIEZA SOLAR SITUADO EN PINTOR PORCAR 13),18/05/18,"3.579,72 €",5,15121,22700
2018.0002353,"DOSSOM LA PRODUCTORA, S.L.","8 Y 22/04/18. ""JOCS DE FUSTA"" CELEBRACIÓN CAMPAÑA SENTIM ELS PARCS.",31/05/18,"701,80 €",4,32000,226994
2018.0001350,COMUNICACIONES LA PLANA SL,8 Y 9/03/18. INSERCIÓN PUBLICITARIA S/FESTES DE LA MAGDALENA EN DIARI MILLARS.,25/04/18,"605,00 €",1,92070,22602
2018.0001608,"MATERIALES DE CONSTRUCCION FADRELL, S.L.L",9 Y 21/02/18. MATERIAL DE CONSTRUCCIÓN PARA SU USO POR BRIGADAS.,11/05/18,"116,40 €",5,15350,221990
2018.0001799,"SOLUCIONES Y SERVICIOS INFORMÁTICOS GALANOA, S.L.",A15/03/18. ALOJAMIENTO WEB BASICO PATISOBERTS CASTELLO,09/06/18,"90,75 €",3,92053,21690
2018.0002552,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18  ARRENDAMIENTO LOCAL SITO EN C/ RIO PALANCIA 17 1º-1 CON DESTINO A VIVIENDA.,25/05/18,"548,70 €",5,23100,20200
2018.0003071,MEDITERRANEA GESTION SOCIAL Y CULTURAL SA,ABRIL 18 (BIS). SERVICIO MUNICIPAL DE AYUDA A DOMICILIO POLIVALENTE ORDINARAIO (SAD) DEL AYUNTAMIENTO DE CASTELLON. JGL 18/12/15 (FORMALIZADO 21/1/16).(DIFERENCIA HORAS MES ABRIL NO FACTURADAS).,15/06/18,"1.850,16 €",5,23107,227992
2018.0002953,COMUNIDAD DE EXPLOTACION FAMILIA CERVERA CB,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN AV BENICASSIM 8 CON DESTINO A ALBERGUE DE TRANSEUNTES Y ASC. GITANA.,15/06/18,"6.381,70 €",5,23100,20200
2018.0002528,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN AV TOMBATOSSALS 56 CON DESTINO A CENTRO 3º EDAD SAN JUAN BAUTISTA.,25/05/18,"596,45 €",5,23100,20200
2018.0002527,P-4 SL,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN AVDA CASALDUCH 84 BAJO CON DESTINO ESPAI PUBLIC DE LECTURA.,25/05/18,"1.903,11 €",4,33210,20200
2018.0002549,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN BUL BLASCO IBAÑEZ 3 ESQ FED AICA CON DESTINO A AA.VV BULEVAR BLASCO IBAÑEZ.,25/05/18,"1.071,54 €",3,92400,20200
2018.0002485,"FABRA ESCRIG, C.B.","ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ ALZIRA S/N GPO.SAN ARTURO CON DESTINO A A.VV. ""SAN ARTURO"".",25/05/18,"282,28 €",3,92400,20200
2018.0002529,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ AMALIO GIMENO 4 CON DESTINO A AS.PROVIDA Y CENTRO CIVICO CONSTITUCION.,25/05/18,"854,84 €",5,23100,20200
2018.0002525,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ CANONIGO SEGARRA 14 BAJO CON DESTINO A FEDEREACION DE ASOCIACIONES CIUDAD.,25/05/18,"484,65 €",3,92400,20200
2018.0002497,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ CARCAGENTE 13 CON DESTINO A CENTRO 3 EDAD AZAHAR (TALLERES).,25/05/18,"843,83 €",5,23100,20200
2018.0002481,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ CARCAGENTE 35 BAJO CON DESTINO A AS.AMAS DE CASA LLEDO.,25/05/18,"761,76 €",3,92400,20200
2018.0002526,PI CUATRO CB,"ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ CARCAGENTE S/N CON DESTINO A AS. DE JUBILADOS ""AZAHAR"".",25/05/18,"820,54 €",5,23100,20200
2018.0002523,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ CAUDIEL 7 GPO STA TERESA CON DESTINO A A.VV ""SANTA TERESA"".",25/05/18,"386,97 €",3,92400,20200
2018.0002533,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ CHILCHES 5 GPO SAN ENRIQUE CON DESTINO A A.VV SAN ENRIQUE Y SAN BARTOLOME.,25/05/18,"429,94 €",3,92400,20200
2018.0002478,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ CISCAR 4 CON DESTINO A FEDERACION DE DISMINUIDOS FISICOS COCEMFE.,25/05/18,"3.903,93 €",5,23100,20200
2018.0002558,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ CRONISTA MUNTANER 6 CON DESTINO A.VV.""CREMOR"".",25/05/18,"773,78 €",3,92400,20200
2018.0002550,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ CRONISTA REVEST 14-B CON DESTINO A A.V.V PERI 18,25/05/18,"534,49 €",3,92400,20200
2018.0002949,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ DOCTOR FERRAN, 24 BAJO CON DESTINO A A.VV RAFALAFENA.",15/06/18,"1.051,72 €",3,92400,20200
2018.0002475,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ DOCTOR FLEMING 19 CON DESTINO A ASOCIACION MADRES SOLTERAS UNIDAS.,25/05/18,"1.425,57 €",5,23100,20200
2018.0002951,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ ENSEÑANZA 9 CON DESTINO A A.VV DE LA ZONA CENTRO.,15/06/18,"947,62 €",3,92400,20200
2018.0002519,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ HISTORIADOR ESCOLANO 28 CON DESTINO A CENTRO DE SERVICIOS SOCIALES.,25/05/18,"2.010,39 €",5,23100,20200
2018.0002530,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ LEPANTO 42 2º-2 CON DESTINO A VIVIENDA.,25/05/18,"339,14 €",5,23100,20200
2018.0002491,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ MADRE VEDRUNA 2 CON DESTINO A AS. MAYORES VEDRUNA.,25/05/18,"544,50 €",3,92400,20200
2018.0002518,MOLINA Y POZO SL,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ MANUEL AZAÑA 8 CON DESTINO A ESPAI PUBLIC DE LECTURA.,25/05/18,"794,24 €",4,33210,20200
2018.0002493,HNOS. ADELL ANGLES CB,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ MARQUES DE LA ENSENADA 10 CON DESTINO A CENTRO MUNICIPAL DE SERVICIOS SOCIALES.,25/05/18,"987,18 €",5,23100,20200
2018.0002532,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ MAYOR 100-1º PLANTA.LOCALES Nº6 Y 7 CON DESTINO A AS.DE JUBILADOS Y PENSIONISTAS.,25/05/18,"885,50 €",5,23100,20200
2018.0002492,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ MAYOR 76 CON DESTINO A UNION DE CONSUMIDORES DE ESPAÑA.,25/05/18,"491,09 €",4,49320,20200
2018.0002517,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ MONCADA 12 CON DESTINO A FEDERACION VECINOS CASTELLON.,25/05/18,"493,51 €",3,92400,20200
2018.0002489,FERRER LABERNIA CB,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ MONCADA 13 CON DESTINO A AA.VV DOCTOR MARAÑON.,25/05/18,"780,76 €",3,92400,20200
2018.0002479,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ OBISPO SALINAS, CHAFAN C/ CISCAR CON DESTINO FEDERACION DE DISMINUIDOS FISICOS COCEMFE.",25/05/18,"1.697,52 €",5,23100,20200
2018.0002554,TRANSPORTES MONFORT SA,"ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ PINTOR SOROLLA ESQ PINTOR OLIET CON DESTINO A AS 3º EDAD ""SAN JOSE OBRERO"".",25/05/18,"1.917,45 €",5,23100,20200
2018.0002553,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ RIO PALANCIA 17 1º-3 CON DESTINO A VIVIENDA.,25/05/18,"548,70 €",5,23100,20200
2018.0002494,LA MURALLA DE BALAGUER SL,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ SAN FRANCISCO 95 CON DESTINO A A.VV RAVAL DE LA TRINIDAD.,25/05/18,"1.562,58 €",3,92400,20200
2018.0002531,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ TIRANT LO BLANCH Nº8 BAJO CON DESTINO A AAVV PINAR DEL GRAO.,25/05/18,"407,95 €",3,92400,20200
2018.0002480,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ TORAS 1 BAJO GPO.PPTUO SOCORRO CON DESTINO A AS. DE MUJERES 8 DE MARZO.,25/05/18,"812,50 €",3,92400,20200
2018.0002476,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ TORRECHIVA 4 GPO LOURDES CON DESTINO A A.VV LA ADUANA.,25/05/18,"649,44 €",3,92400,20200
2018.0002483,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/CANET LO ROIG, 49 GPO.ROSARIO CON DESTINO A  A.VV ""SABONER"".",25/05/18,"541,66 €",3,92400,20200
2018.0002486,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/MARTINEZ DE TENA Nº19 CON DESTINO A BARRIO DE LA GUINEA.,25/05/18,"1.429,12 €",3,92400,20200
2018.0002516,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/OBISPO SALINAS 81 CON DESTINO A A.VV.GUMBAU.,25/05/18,"969,94 €",3,92400,20200
2018.0002534,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ABRIL 18 ARRENDAMIENTO LOCAL SITO EN CAMINO SAN JOSE 5 CON DESTINO A GRUPO SCOUT ""SANT FRANCESC"".",25/05/18,"124,68 €",3,92400,20200
2018.0002551,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ABRIL 18 ARRENDAMIENTO LOCAL SITO EN CAMINO SAN JOSE 5 CON DESTINO A GRUPO SCOUT ""SANT FRANCESC"".",25/05/18,"124,68 €",3,92400,20200
2018.0002522,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN CTRA ALCORA KM 9 51-A CON DESTINO A AA.VV VENTA NOVA.,25/05/18,"517,92 €",3,92400,20200
2018.0002484,"COMUNIDAD LORETO, S.L.","ABRIL 18 ARRENDAMIENTO LOCAL SITO EN CTRA NACIONAL 340, KM 68.5 CON DESTINO A ALMACEN BRIGADAS MUNICIPALES.",25/05/18,"2.790,73 €",3,92020,20200
2018.0002487,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN CUADRA BORRIOLENCH 56 1º CON DESTINO A A.VV.TOMBATOSSALS.,25/05/18,"956,54 €",3,92400,20200
2018.0002488,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ABRIL 18 ARRENDAMIENTO LOCAL SITO EN CUADRA BORRIOLENCH, 56 BAJO CON DESTINO AS ASPERGER CASTELLÓ",25/05/18,"456,50 €",3,92400,20200
2018.0002490,FUNDACION CAJA CASTELLON,"ABRIL 18 ARRENDAMIENTO LOCAL SITO EN EDIFICIO HUCHA Y CASA ABADIA CON DESTINO A OFICINAS SERV.SOCIALES,ETC.",25/05/18,"14.116,67 €",5,23100,20200
2018.0002515,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN GRAN VIA TARREGA MONTEBLANCO Nº 1 CON DESTINO A AS.COLUMBIA NOS UNE.,25/05/18,"706,65 €",3,92400,20200
2018.0002520,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ABRIL 18 ARRENDAMIENTO LOCAL SITO EN PASEO MORELLA 44 ENTRESUELO CON DESTINO A A.VV ""SAN JOSE OBRERO"".",25/05/18,"486,81 €",3,92400,20200
2018.0002521,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ABRIL 18 ARRENDAMIENTO LOCAL SITO EN PASEO MORELLA 44 PLANTA BAJA CON DESTINO A AS.JUB Y PENS ""CREMOR"".",25/05/18,"996,52 €",5,23100,20200
2018.0002482,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN PASEO RIBALTA 21 CON DESTINO A DEPENDENCIAS DEL SERVICIO DE IGUALDAD.,25/05/18,"1.024,70 €",5,23100,20200
2018.0002524,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN PDA BOVALAR 42 100 CON DESTINO A AVV PENYETA ROJA.,25/05/18,"654,63 €",3,92400,20200
2018.0002496,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN PL PESCADERIA 8 BIS 1º CON DESTINO A AS.MUJERES EN IGUALDAD.,25/05/18,"368,05 €",3,92400,20200
2018.0002473,ABALPA ESTADIO SL,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN POL. ESTADIO NAVE 16 CON DESTINO A ARCHIVO ALMACEN BRIGADAS.,25/05/18,"3.645,91 €",3,92020,20200
2018.0002556,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN POLIGONO ESTADIO NAVE 10 CON DESTINO A ALMACEN BRIGADAS MUNICIPALES.,25/05/18,"783,12 €",3,92020,20200
2018.0002557,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN POLIGONO ESTADIO NAVE 10 CON DESTINO ALMACEN BRIGADAS MUNICIPALES.,25/05/18,"783,12 €",3,92020,20200
2018.0002555,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN POLIGONO ESTADIO NAVE 47 CON DESTINO A ALMACEN BRIGADAS MUNICIPALES.,25/05/18,"1.305,23 €",3,92020,20200
2018.0002536,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN PSO UNIVERSITAT 27-29 CON DESTINO A AMBULATORIO UNIVERSITAT.,25/05/18,"2.219,38 €",3,92020,20200
2018.0002954,JOAQUIN LLANSOLA SL,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN RD MIJARES 32 CON DESTINO A ARCHIVO ADMINISTRATIVO MUNICIPAL.,15/06/18,"3.586,49 €",4,33210,20200
2018.0002477,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN RONDA VINATEA 12 CON DESTINO A AS. ESCLEROSIS MULTIPLE.,25/05/18,"3.862,45 €",3,92400,20200
2018.0002499,TRANSTEL SA,ABRIL 18.  ARRENDAMIENTO SIN OPCION DE COMPRA DE UN VEHICULO DE MANDO Y COORDINACION CON DESTINO AL SERVICIO DE BOMBEROS.  JGL 14/10/16 (FORMALIZADO 19/10/16) ACTA DE ENTREGA 25/11/16.,15/06/18,"975,70 €",5,13600,20401
2018.0002569,LA HISPANO DEL CID SA,"ABRIL 18.  CONVENIO ENTRE HICID Y EL AYUNTAMIENTO DE CASTELLON PARA SUBVENCION DE TARIFAS A COBRAR AL PUBLICO USUARIO TTE VIAJEROS AREA METROPOLITANA DE CS, CONCESION NºCVCS-107. JGL 24/11/17 Y REAJUSTE ANUALIDADES JGL 23/3/2018.",01/06/18,"53.567,35 €",5,44110,227993
2018.0002929,BBVA RENTING SA,ABRIL 18.  RENTING DE UN VEHICULO AUTOBOMBA POLISOCORRO DE PRIMERA INSTANCIA CON DESTINO AL PARQUE DE BOMBEROS. JGL 28-11-08 (ACTA RECEPCION 04-09-09).,15/06/18,"3.152,32 €",5,13600,20403
2018.0002508,SALZILLO SERVICIOS INTEGRALES SLU,ABRIL 18.  SERVICIOS DE SALA DEL TEATRE DEL RAVAL. JGL 23/02/18 (FORMALIZADO 28/02/18).,01/06/18,"9.152,31 €",4,33400,227994
2018.0002661,GRUPO CANO LOPERA SL,ABRIL 18.  TRABAJOS ORDINARIOS CONTRATO SERVICIO DE MANTENIMIENTO INSTALACIONES DE FIBRA OPTICA DEL AYUNTAMIENTO DE CASTELLON. JGL 28-09-15 (FORMALIZADO 06-10-15) Y PRORROGA JGL 2/06/17.,01/06/18,"937,63 €",5,15360,21600
2018.0002390,AUTOS IGLESIAS SL,"ABRIL 18. ARRENDAMIENTO DE DOS VEHICULOS ELECTRICOS CON DESTINO AL AREA DE GOBIERNO DE DESARROLLO DE LA CIUDAD, MEDIO AMBIENTE Y SERVICIOS PUBLICOS. JGL 04-07-14.(FORMALIZADO 18-7-14) Y ACTA DE RECEPCIÓN 31-7-14.",25/05/18,"1.316,70 €",5,92040,20400
2018.0002500,TRANSTEL SA,ABRIL 18. ARRENDAMIENTO DE UN FURGÓN DE ATESTADOS TOTALMENTE EQUIPADO PARA LA POLICIA LOCAL. JGL 21-11-14.,18/05/18,"2.316,85 €",5,13250,20401
2018.0002391,AUTOS IGLESIAS SL,"ABRIL 18. ARRENDAMIENTO DOS VEHICULOS ELECTRICOS (RENAULT KANGOO Z.E FLEXI, 6100-KJK Y RENAULT ZOE LIFE 40 R90 FLEXI,  9484-KJJ) CON DESTINO AREA GOBIERNO DERECHOS Y SERVICIOS DEL AYTO. JGL 29/12/17 (FORMALIZ. 22/1/18) ENTREGA 27/03/18.",25/05/18,"1.293,86 €",5,92040,20400
2018.0002498,TEKNOSERVICE SL,"ABRIL 18. ARRENDAMIENTO INSTAL.Y MANT. 48 ORDENADORES PERSONALES Y MAT.PROYECCION AULA FORM.CTRO.SOCIAL GRAO, AULA FORM.INTERNA, BIBLIOTECAS Y SALAS LECTURA. DEC 27/11/17 (FORM.13/12/17) ACTA RECEP. 26/02/18.(1ª OP.CONTABLE S/ BASE 6ª)",18/05/18,"990,18 €",3,92053,20604
2018.0002511,DOS RODES RENT SL,"ABRIL 18. ARRENDAMIENTO SIN OPCION DE COMPRA DE DOS MOTOCICLETAS TOTALMENTE EQUIPADAS PARA LA AGENCIA DE MOVILIDAD URBANA, SEGUN DECRETO 28-07-16.",18/05/18,"940,60 €",5,13250,20402
2018.0002588,NOSTRAVANT SLL,ABRIL 18. ARRENDAMIENTO SIN OPCION DE COMPRA DE EQUIPOS INFORMATICOS(65 ORDENADORES) PARA LAS AULAS DE INFORMATICA DEL AYUNTAMIENTO. DEC 24-09-15 (ACTA RECEPCION 27-10-15).,18/05/18,"998,25 €",3,92053,20600
2018.0002509,DOS RODES RENT SL,"ABRIL 18. ARRENDAMIENTO SIN OPCION DE COMPRA DE OCHO MOTOCICLETAS MODALIDAD CARRETERA TOTALMENTE EQUIPADAS PARA LA POLICIA LOCAL, SEGUN JGL 23-10-14 (FORMALIZADO 17-11-14) ACTA ENTREGA 18-12-14.",25/05/18,"5.676,03 €",5,13250,20404
2018.0002510,DOS RODES RENT SL,ABRIL 18. ARRENDAMIENTO SIN OPCION DE COMPRA DE SEIS MOTOCICLETAS MARCA HONDA FORZA NSS300 ABS TOTALMENTE EQUIPADAS PARA LA POLICIA LOCAL. JGL 13-06-14 (FORMALIZADO 17-06-14) ACTA ENTREGA 13-07-14 REAJUSTE ANUALIDADES JGL 06/04/18.,25/05/18,"2.995,80 €",5,13240,20400
2018.0002652,TRANSPORTES ALEGRE MONFERRER SL,"ABRIL 18. ARRENDAMIENTO, CON OPCIÓN DE COMPRA, DE UNA PALA CARGADORA CON DESTINO A BRIGADAS MUNICIPALES. JGL 09-05-14 (FORMALIZADO 15-05-14 Y ACTA ENTREGA 19-05-14).",01/06/18,"2.635,38 €",5,92040,20300
2018.0002334,MEDITERRANEA GESTION SOCIAL Y CULTURAL SA,ABRIL 18. CONCESION ADMINISTRATIVA DEL SERVICIO DE GESTION INTEGRAL DEL CENTRO PARA MAYORES COLUMBRETES JGL 19/10/12 (FORMALIZADO 24/10/12) PRORROGAS JGL 22/4/16 Y 31/3/17.,25/05/18,"20.129,87 €",5,23105,227995
2018.0002654,ANDACAR 2000 SA,ABRIL 18. CONTRATACION DEL ARRENDAMIENTO DE UN FURGON DE ATESTADOS TOTALMENTE EQUIPADO PARA LA POLICIA LOCAL. JGL 7/07/17 (FORMALIZADO 19/7/17) ACTA ENTREGA 28/08/17.,01/06/18,"1.783,50 €",5,13250,20400
2018.0002578,SOLRED SA,"ABRIL 18. CONTRATACION DEL SUMINISTRO DE COMBUSTIBLE DE AUTOMOCION Y ACEITE LUBRICANTE DE MOTORES PARA LOS VEHICULOS DEL AYTO DE CS, JGL 5-9/14 (FORMALIZADO 30/9/14) ",08/06/18,"15.940,37 €",5,13230,22103
2018.0002571,"UTE VIVERS CENTRE VERD, SAU TELECSO, SL (UTE JARDINES DE CASTELLÓN)","ABRIL 18. CONTRATO CONSERVACION, MANTENIMIENTO Y SUMINISTRO DE VEGETALES Y MATERIALES DE PARQUES Y JARDINES",21/06/18,"445.559,41 €",5,17100,227990
2018.0002655,ANDACAR 2000 SA,"ABRIL 18. CONTRATO MENOR PARA EL ARRENDAMIENTO DE UN VEHICULO PARA LA ALCALDIA DEL AYUNTAMIENTO DE CASTELLON, DEC 30/01/2018",31/05/18,"713,90 €",1,91201,20400
2018.0002413,"VIA RESERVADA, S.A",ABRIL 18. CONVENIO ENTRE VIA RESERVADA Y EL AYUNTAMIENTO DE CASTELLON PARA SUBVENCION TARIFAS A COBRAR AL PUBLICO USUARIO TTE VIAJEROS LINEA 1 DEL TRAM. JGL 24/11/17 Y REAJUSTE ANUALIDADES JGL 23/3/2018.,18/05/18,"52.317,72 €",5,44110,227993
2018.0002621,AUDIO GIL SL,ABRIL 18. EJECUCION DEL PROGRAMA DE GESTION DE LA DIVERSIDAD CULTURAL EN EL AMBITO EDUCATIVO DEC 07/09/16 FORMALIZADO 27-09-16 REAJUSTE ANUALIDADES DEC 03/11/16.,18/05/18,"1.914,00 €",5,23111,227991
2018.0002606,ASOCIACION DE TECNICOS Y TECNICAS DE LA MEDIACION,ABRIL 18. EJECUCION PROYECTO JÓVENES POR LA CONVIVENCIA Y LA INTERCULTURALIDAD: GRUPOS DE AUTOGESTION DE JOVENES. DEC. 14/09/16 (FORMALIZADO 3/10/16) REAJUSTE ANUALIDADES DEC 03/11/16.,18/05/18,"1.900,00 €",5,23111,226990
2018.0002603,ASOCIACION DE TECNICOS Y TECNICAS DE LA MEDIACION,ABRIL 18. ELABORACIÓN Y EJECUCIÓN DEL PROYECTO ACERCANDO DEC. 17-08-2015  (FORMALIZADO 27-08-15) Y PRORROGA DEC 26/05/17.,18/05/18,"1.657,91 €",5,23111,226994
2018.0002601,ASOCIACION DE TECNICOS Y TECNICAS DE LA MEDIACION,ABRIL 18. ELABORACIÓN Y EJECUCIÓN DEL PROYECTO STOP RUMORES (RED ANTI RUMORES CASTELLÓN) DEC. 12/08/15 (FORMALIZADO 27/08/15) Y PRORROGA DEC 26/05/17.,18/05/18,"1.374,58 €",5,23111,227993
