#ORG.,PROG.,ECON.,DESCRIPCION, CREDITOS             INICIALES,MODIFIC.,    CREDITOS             DEFINITIVOS, OBLIGACIONES       RECONOCIDAS
6.0,15530.0,6110113.0,CONSERVACIÓN.-GEST. Y EMBELLECIMIENTO CASCO URBANO,,180957.42,180957.42,60258.0
6.0,15530.0,61102.0,CONSERVACIÓN.-REMOD.URBANA Y MEJORA INFRAESTRUCT.,480000.0,,480000.0,
6.0,15540.0,12001.0,BRIGADAS.- SUELDOS DEL GRUPO A2,12906.52,,12906.52,12905.96
6.0,15540.0,12004.0,BRIGADAS.-SUELDOS DEL GRUPO C2,310007.46,,310007.46,227324.66
6.0,15540.0,12005.0,BRIGADAS.-SUELDOS DEL GRUPO E,276428.88,,276428.88,251745.85
6.0,15540.0,12006.0,BRIGADAS.-TRIENIOS,45571.36,,45571.36,45907.05
6.0,15540.0,12009.0,BRIGADAS.-OTRAS RETRIB.BÁSICAS (I.T.),,,,1211.93
6.0,15540.0,12100.0,BRIGADAS.-COMPLEMENTO DE DESTINO,371835.38,,371835.38,293478.96
6.0,15540.0,12101.0,BRIGADAS.-COMPLEMENTO ESPECÍFICO,695317.71,,695317.71,572792.77
6.0,15540.0,12103.0,BRIGADAS.-OTROS COMPLEMENTOS(ATR.FUN.I.T.),,,,6732.39
6.0,15540.0,150.0,BRIGADAS.- PRODUCTIVIDAD,990.14,,990.14,1367.5
6.0,15540.0,151.0,BRIGADAS.- GRATIFICACIONES,10564.0,,10564.0,52142.39
6.0,15540.0,16000.0,BRIGADAS.-SEGURIDAD SOCIAL,586998.22,-93838.88,493159.34,493159.34
6.0,15540.0,20200.0,ARRENDAMIENTOS DE EDIFICIOS Y OTRAS CONSTRUCCIONES,,,,2625.27
6.0,15540.0,20300.0,BRIGADAS.- ARRENDAMIENTOS ANDAMIOS Y VALLAS,10910.51,,10910.51,
6.0,15540.0,21002.0,BRIGADAS.- SUMINISTRO ASFALTO EN FRIO,60000.0,,60000.0,15316.3
6.0,15540.0,21300.0,BRIGADAS - REP.MANT.CONS.DE MAQUINARIA,,,,2483.2
6.0,15540.0,22104.0,BRIGADAS.- VESTUARIO,19152.0,,19152.0,25231.63
6.0,15540.0,221990.0,BRIGADAS.- SUMINISTRO MATERIAL,290678.17,30000.0,320678.17,371536.38
6.0,15540.0,221991.0,BRIGADAS.- SUMINISTROS ARIDOS,30000.0,,30000.0,
6.0,15540.0,22300.0,BRIGADAS.- TRANSPORTE MATERIAL,243936.0,,243936.0,265662.88
6.0,15540.0,22500.0,BRIGADAS.-TASA DOMINIO PUB.RADIOELECTRICO ANALOGIC,1000.0,,1000.0,
6.0,15540.0,62300.0,BRIGADAS.-MAQUINARIA CARRETILLA ELEVADORA,16000.0,,16000.0,14459.5
6.0,16100.0,22700.0,SANEAMIENTO.- LIMPIEZA ALCANTARILLADOS Y ACEQUIAS,492031.52,,492031.52,481933.6
,16100.0,2270012.0,SANEAMIENTO.- LIMPIEZA ALCANT.Y ACEQUIAS (CTA.413),42307.06,,42307.06,
6.0,16100.0,227990.0,SANEAMIENTO.- CONTROL CALIDAD AGUA,8000.0,,8000.0,7966.61
6.0,16100.0,227991.0,SANEAMIENTO.- CLORACION ACEQUIAS,19840.0,,19840.0,16145.15
6.0,16100.0,6010213.0,SANEAMIENTO.-INFRA.REUTILIZ.AGUA DE EDAR A R.ESTE,,,,
6.0,16100.0,60200.0,SANEAMIENTO.-ALCANTARILLADO LOS ANGELES-LOS OLIVOS,734805.02,,734805.02,
6.0,16100.0,61200.0,SANEAMIENTO.-MEJORA ENCAMISADOS Y ALCANTARILLADOS,9000.0,,9000.0,
6.0,16100.0,6120113.0,SANEAMIENTO.-REMODELACIÓN ALCANTARILLADO,,,,
6.0,16100.0,6220013.0,SANEAMIENTO.-COLECTORES JUNTO RIO SECO,,,,
6.0,16100.0,62300.0,SANEAMIENTO.-MEDIDAS CONTRA INUNDACIONES MARJALE.,120000.0,,120000.0,
6.0,16100.0,6230013.0,SANEAMIENTO.-MEDIDAS CONTRA INUNDACIONES MARJALE.,,528988.5,528988.5,199973.77
6.0,16100.0,62301.0,"SANEAMIENTO.- ALIVIO DE ACEQUIAS ""OBRA Y RATLA""",180000.0,,180000.0,
6.0,16100.0,6330013.0,"SANEAMIENTO.-I.REPOS.MAQUINARIA,INSTALAC.",,8367.26,8367.26,
6.0,16200.0,12001.0,RECOG.RESIDUOS.- SUELDOS DEL GRUPO A2,12906.52,,12906.52,13641.67
6.0,16200.0,12004.0,RECOG.RESIDUOS.- SUELDOS DEL GRUPO C2,16757.16,,16757.16,17396.82
6.0,16200.0,12005.0,RECOG.RESIDUOS.- SUELDOS DEL GRUPO E,46071.48,,46071.48,45593.53
6.0,16200.0,12006.0,RECOG.RESIDUOS.- TRIENIOS,10484.21,1090.82,11575.03,12631.08
6.0,16200.0,12100.0,RECOG.RESIDUOS.- COMPLEMENTO DE DESTINO,44891.28,,44891.28,43423.25
6.0,16200.0,12101.0,RECOG.RESIDUOS.- COMPLEMENTO ESPECÍFICO,90908.53,1394.04,92302.57,89761.33
6.0,16200.0,12103.0,"RECOGIDA, ELIM.Y TRAT.RES.- OT.COMP.(ATRIB.FUN-IT)",,,,2500.49
6.0,16200.0,150.0,RECOGIDA RESIDUOS.- PRODUCTIVIDAD,18.46,,18.46,
6.0,16200.0,151.0,RECOGIDA RESIDUOS.- GRATIFICACIONES,3602.46,,3602.46,4122.74
6.0,16200.0,16000.0,RECOG.RESIDUOS.- SEGURIDAD SOCIAL,73250.7,-2353.43,70897.27,69951.32
6.0,16200.0,21500.0,RECOGIDA RESIDUOS.- MANT.Y REP.EQUIPAMIENTO URBANO,29889.06,,29889.06,29602.65
6.0,16200.0,22104.0,RECOGIDA RESIDUOS.- VESTUARIO,1500.0,,1500.0,458.7
6.0,16200.0,227000.0,RECOGIDA RESIDUOS.- REC. BASURAS Y LIMPIEZA VIARIA,14040576.4,427933.98,14468510.38,14533791.73
6.0,16200.0,227001.0,RECOGIDA RESIDUOS.- TRANSPORTE Y ELIMINACION RSU,5188621.57,165462.19,5354083.76,5286267.58
6.0,16200.0,227002.0,RECOGIDA RESIDUOS.- ELIMINACION INERTES,16500.0,,16500.0,6907.89
6.0,16200.0,227003.0,RECOGIDA RESIDUOS.- ELIMINACION DE PILAS,26369.16,,26369.16,28246.59
6.0,16200.0,48900.0,"CUOTA CONSORCIO PLAN ZONAL RESIDUOS II, IV Y V.",21442.87,-755.69,20687.18,20687.18
6.0,16500.0,21300.0,ALUMBRADO.- SUMINISTRO  MATERIAL ELECTRICO,173214.58,,173214.58,216526.37
6.0,16500.0,21301.0,ALUMBRADO.- MANTENIMIENTO ALUMBRADO PUBLICO,991690.32,,991690.32,991690.29
,16500.0,2130112.0,ALUMBRADO.- MANT.ALUMBRADO PUBLICO (CTA.413),123079.42,-123079.42,,
6.0,16500.0,21302.0,ALUMBRADO.- MANTENIMIENTO CENTROS TRANSFORMACION,19100.0,,19100.0,25722.19
6.0,16500.0,21303.0,ALUMBRADO.-MANT.INSTALACIONES PUBLIC.CONCURRENCIA,62656.05,,62656.05,62629.84
6.0,16500.0,22100.0,ALUMBRADO.- SUMINISTRO ENERGIA ELECTRICA,5662763.08,-195462.19,5467300.89,4994616.12
,16500.0,2210012.0,ALUMBRADO.- SUMINISTRO ENERGIA ELECTRICA (CTA.413),3337243.26,-304854.56,3032388.7,3032388.7
6.0,16500.0,227990.0,ALUMBRADO.- LUCES EXTRAORDINARIAS,183412.21,,183412.21,183412.2
6.0,17000.0,12000.0,MED.AMB. AGRIC.-- SUELDOS DEL GRUPO A1,29354.64,,29354.64,18381.16
6.0,17000.0,12004.0,MED.AMB. AGRIC.--SUELDOS DEL GRUPO C2,25135.74,,25135.74,28466.97
6.0,17000.0,12005.0,MED.AMB. AGRIC.--SUELDOS DEL GRUPO E,61428.64,,61428.64,55319.32
6.0,17000.0,12006.0,MED.AMB. AGRIC.--TRIENIOS,10717.34,,10717.34,13482.88
6.0,17000.0,12009.0,AGR.MED.AMB.-OTRAS RETRIB.BÁSICAS (I.T.),,,,226.7
6.0,17000.0,12100.0,MED.AMB. AGRIC.--COMPLEMENTO DE DESTINO,66967.88,,66967.88,57369.23
6.0,17000.0,12101.0,MED.AMB. AGRIC.--COMPLEMENTO ESPECÍFICO,135183.49,,135183.49,124701.08
6.0,17000.0,12103.0,AGRI.MED.AMB.-OTROS COMPLEMENTOS(ATR.FUN.I.T.),,,,8489.05
6.0,17000.0,13000.0,MED.AMB. AGRIC.--RETR.P.LAB.FIJO,170613.48,,170613.48,153914.46
6.0,17000.0,150.0,MED. AMB. Y AGRIC. .- PRODUCTIVIDAD,18.46,,18.46,
6.0,17000.0,151.0,MED. AMB. Y AGRIC. .- GRATIFICACIONES,24.07,,24.07,
6.0,17000.0,16000.0,MED.AMB. AGRIC.--SEGURIDAD SOCIAL,87205.92,50069.53,137275.45,129683.58
6.0,17000.0,20400.0,MED. AMB. Y AGRIC.- ARRENDAMIENTO TRANSPORTE AGRIC,15000.0,,15000.0,9873.6
6.0,17000.0,20900.0,MED. AMB. Y AGRIC.- CANON MOLI LA FONT,56169.0,,56169.0,59930.0
6.0,17000.0,21300.0,MED. AMB. Y AGRIC.- REPARACION DE MAQUINARIA,5521.52,,5521.52,5521.5
6.0,17000.0,22000.0,MED. AMB. Y AGRIC. .- MATERIAL DIDACTICO,4830.0,,4830.0,1336.18
6.0,17000.0,22101.0,MEDIO AMBIENTE Y AGRICULTURA-AGUA,,,,1196.09
6.0,17000.0,22104.0,MED. AMB. Y AGRIC. .- VESTUARIO,8000.0,,8000.0,3074.08
6.0,17000.0,221990.0,MED. AMB. Y AGRIC.-  SUMIN.PRODUCTOS RODENTICIDAS,4000.0,,4000.0,3993.0
6.0,17000.0,221991.0,MED. AMB. Y AGRIC. .- SUMINISTROS VARIOS,3600.0,,3600.0,3326.99
6.0,17000.0,221992.0,MED. AMB. Y AGRIC.- SUMINISTROS CAMARA AGRARIA,14017.15,,14017.15,14015.57
6.0,17000.0,22300.0,MED. AMB. Y AGRIC.- SERVICIOS DE TRANSPORTE,15000.0,,15000.0,4967.1
6.0,17000.0,226050.0,MED. AMB. Y AGRIC.- CAMPAÑAS CIUDAD MAS SOSTENIBLE,40500.0,,40500.0,43745.47
6.0,17000.0,226051.0,MED.AMB.Y AGRIC.-  GASTOS DIVERSOS,,,,3791.54
6.0,17000.0,22606.0,MED. AMB. Y AGRIC.-  CONGRESOS Y JORNADAS,11500.0,,11500.0,11498.63
6.0,17000.0,22699.0,MED.AMB.Y AGRIC.- HUERTOS URBANOS,15000.0,,15000.0,15376.18
6.0,17000.0,226991.0,MED.AMB.Y AGRIC.- OTROS GASTOS DIVERSOS,,,,562.8
6.0,17000.0,22700.0,MED.AMB.Y AGRIC.- LIMPIEZA  ACEQUIAS,75103.44,,75103.44,76425.78
6.0,17000.0,227060.0,MED. AMB. Y AGRIC.- PUBLICACIONES Y EDICIONES,5000.0,,5000.0,4999.99
6.0,17000.0,227061.0,MED. AMB. Y AGRIC.- ASISTENCIA TECNCA MARJALERIA,68000.0,,68000.0,16405.0
6.0,17000.0,227062.0,MED.AMB.AGRICULTURA - ASISTENCIAS TECNICAS,,,,5130.4
6.0,17000.0,227990.0,MED. AMB. Y AGRIC.-  CONTROL POBLACIÓN DE PALOMAS,21349.32,,21349.32,21349.32
6.0,17000.0,227991.0,MED. AMB. Y AGRIC.-  RECOGIDA DE ANIMALES MUERTOS,22215.34,,22215.34,8892.64
6.0,17000.0,227992.0,MED. AMB. Y AGRIC.- PLAN VIGILANCIA MARJALERIA,30080.0,,30080.0,28916.64
6.0,17000.0,227993.0,MED. AMB. Y AGRIC.-  SERVICIO AUTOBUSES,,,,1220.0
6.0,17000.0,48100.0,PREMIOS CONCURSO TEMATICO MEDIOAMBIENTAL,2000.0,,2000.0,4350.0
6.0,17000.0,48900.0,CUOTA RED ESPAÑOLA DE CIUDADES POR EL CLIMA,500.0,,500.0,300.0
6.0,17000.0,48901.0,ORGANIZACION CONCURSO TIRO Y ARRASTRE(AS.TIRO Y AR,2500.0,,2500.0,
6.0,17000.0,60105.0,MED. AMB.Y AGRIC.-PARAJE NATURAL MAL. LA MAGDALENA,100000.0,,100000.0,
6.0,17000.0,6010513.0,MED. AMB.Y AGRIC.-PARAJE NATURAL MAL. LA MAGDALENA,,125000.0,125000.0,
6.0,17100.0,12000.0,PARQUES.- SUELDOS DEL GRUPO A1,14677.32,,14677.32,10870.53
6.0,17100.0,12004.0,PARQUES.-SUELDOS DEL GRUPO C2,33514.32,,33514.32,12174.06
6.0,17100.0,12006.0,PARQUES.-TRIENIOS,5731.02,,5731.02,4643.39
6.0,17100.0,12100.0,PARQUES.-COMPLEMENTO DE DESTINO,29246.0,,29246.0,12994.2
6.0,17100.0,12101.0,PARQUES.-COMPLEMENTO ESPECÍFICO,54349.52,,54349.52,25513.7
6.0,17100.0,150.0,PARQUES.- PRODUCTIVIDAD,18.46,,18.46,
6.0,17100.0,151.0,PARQUES.- GRATIFICACIONES,24.07,,24.07,
6.0,17100.0,16000.0,PARQUES.-SEGURIDAD SOCIAL,33550.2,-5280.92,28269.28,23812.46
6.0,17100.0,227990.0,PARQUES.- MANTENIMIENTO JARDINES,4733296.96,,4733296.96,4694650.06
6.0,17100.0,227991.0,PARQUES.- CAMPAÑA CONTRA EL PICUDO ROJO,26550.0,,26550.0,26550.0
6.0,17100.0,60102.0,PARQUES.-PARQUE DE LOS NIÑOS,120000.0,,120000.0,
6.0,17100.0,6010213.0,PARQUES.-PARQUE DE LOS NIÑOS,,10614.1,10614.1,
6.0,17100.0,60103.0,PARQUES.-PARAJE MOLI LA FONT,40000.0,,40000.0,
6.0,17100.0,6010413.0,PARQUES.-PLANTACIÓN ARBOLADO PLAN VERDE,,,,
4.0,22100.0,16008.0,PRESTACIONES.- ASISTENCIA MEDICO FARMACEUTICA,350000.0,,350000.0,306473.33
4.0,22100.0,16104.0,PRESTACIONES.- INDEMNIZACION JUBILACION ANTICIPADA,27000.0,,27000.0,45032.0
4.0,22100.0,16206.0,PRESTACIONES.- AYUDA ESTUDIOS Y SOCIAL,187096.15,,187096.15,194959.57
4.0,22100.0,16208.0,PRESTACIONES.- AYUDA SEPELIO / INCINERACION,1512.58,,1512.58,2268.87
4.0,22100.0,16299.0,OTRAS PRESTACIONES (P.CONST. Y RENOV. LIC.COND.),25672.54,,25672.54,18614.0
4.0,22100.0,164.0,PRESTACIONES.- COMPLEMENTO FAMILIAR,41000.0,,41000.0,49527.97
4.0,22100.0,83000.0,PRESTACIONES.- ANTICIPOS REINTEGRABLES,175000.0,,175000.0,156103.72
5.0,23000.0,12000.0,S.SERV.SOC.CULT.- SUELDOS DEL GRUPO A1,29354.64,,29354.64,29010.67
5.0,23000.0,12004.0,S.SERV.SOC.CULT.-SUELDOS DEL GRUPO C2,8378.58,,8378.58,8645.22
5.0,23000.0,12006.0,S.SERV.SOC.CULT.-TRIENIOS,7378.43,1138.55,8516.98,8459.34
5.0,23000.0,12100.0,S.SERV.SOC.CULT.-COMPLEMENTO DE DESTINO,25341.54,,25341.54,24815.03
5.0,23000.0,12101.0,S.SERV.SOC.CULT.-COMPLEMENTO ESPECÍFICO,80291.39,1489.38,81780.77,81369.87
5.0,23000.0,150.0,SERVICIOS SOCIALES.- PRODUCTIVIDAD,816.8,,816.8,1102.5
5.0,23000.0,151.0,SERVICIOS SOCIALES.- GRATIFICACIONES,24.07,,24.07,
5.0,23000.0,16000.0,S.SERV.SOC.CULT.-SEGURIDAD SOCIAL,36570.39,-5158.8,31411.59,31811.96
5.0,23000.0,20200.0,SERVICIOS SOCIALES.- ARRENDAMIENTO INMUEBLES,501957.95,-50655.0,451302.95,418097.73
5.0,23010.0,12000.0,CONTR.S.SERV.SOC.CULT.-SUELDOS DEL GRUPO A1,29354.64,,29354.64,24154.78
5.0,23010.0,12003.0,CONTR.S.SERV.SOC.CULT.-SUELDOS DEL GRUPO C1,9884.84,,9884.84,10001.22
5.0,23010.0,12004.0,CONTR.S.SERV.SOC.CULT.-SUELDOS DEL GRUPO C2,8378.58,,8378.58,8520.42
5.0,23010.0,12006.0,CONTR.S.SERV.SOC.CULT.-TRIENIOS,3322.04,276.67,3598.71,3735.74
5.0,23010.0,12100.0,CONTR.S.SERV.SOC.CULT.-COMPLEMENTO DE DESTINO,26156.06,,26156.06,23644.69
5.0,23010.0,12101.0,CONTR.S.SERV.SOC.CULT.-COMPLEMENTO ESPECÍFICO,51270.49,,51270.49,59610.33
5.0,23010.0,150.0,CONTRAT. SERV.SOC.- PRODUCTIVIDAD,18.46,,18.46,
5.0,23010.0,151.0,CONTRAT. SERV.SOC.- GRATIFICACIONES,24.07,,24.07,
5.0,23010.0,16000.0,CONTR.S.SERV.SOC.CULT.-SEGURIDAD SOCIAL,41727.72,-5737.35,35990.37,35419.42
5.0,23110.0,12001.0,EMERG.SOCIAL.- SUELDOS DEL GRUPO A2,12906.52,,12906.52,13058.62
5.0,23110.0,12003.0,EMERG.SOCIAL.- SUELDOS DEL GRUPO C1,9884.84,,9884.84,5816.24
5.0,23110.0,12004.0,EMERG.SOCIAL.- SUELDOS DEL GRUPO C2,16757.16,,16757.16,16845.81
5.0,23110.0,12006.0,EMERG.SOCIAL.- TRIENIOS,2277.45,,2277.45,2747.13
5.0,23110.0,12100.0,EMERG.SOCIAL.- COMPLEMENTO DE DESTINO,24033.38,,24033.38,21570.26
5.0,23110.0,12101.0,EMERG.SOCIAL.- COMPLEMENTO ESPECÍFICO,45999.87,,45999.87,52464.82
5.0,23110.0,150.0,EMERG.SOC.- PRODUCTIVIDAD,18.46,,18.46,
5.0,23110.0,151.0,EMERG.SOC.- GRATIFICACIONES,24.07,,24.07,
5.0,23110.0,16000.0,EMERG.SOCIAL.- SEGURIDAD SOCIAL,36994.4,-6170.62,30823.78,30326.86
5.0,23110.0,227990.0,EMERG.SOC.- GEST.PREST. EMERG.EN ESPECIE (TC 2/13),,18000.0,18000.0,
5.0,23110.0,48000.0,EMERG.SOC.- PRESTACIONES ECONOMICAS INDIVIDUALIZAD,1815590.42,-21064.0,1794526.42,1767787.21
5.0,23110.0,48001.0,EMERG.SOC./PIO.-PRESTACIONES ECONOMICAS PIO,30000.0,,30000.0,19598.48
5.0,23110.0,48002.0,EMERG.SOC.-PRESTACIONES ACOGIMIENTO FAMILIAR,83997.0,,83997.0,64987.5
5.0,23120.0,12000.0,FAM. INFANCIA.- SUELDOS DEL GRUPO A1,29354.64,,29354.64,23643.29
5.0,23120.0,12001.0,FAM. INFANCIA.-SUELDOS DEL GRUPO A2,38719.56,,38719.56,35841.34
5.0,23120.0,12004.0,FAM. INFANCIA.-SUELDOS DEL GRUPO C2,8378.58,,8378.58,8431.77
5.0,23120.0,12006.0,FAM. INFANCIA.-TRIENIOS,4354.36,,4354.36,5176.14
5.0,23120.0,12009.0,FAM.E INFANC.- OTRAS RETRIB.BÁSICAS (I.T.),,,,192.48
5.0,23120.0,12100.0,FAM. INFANCIA.-COMPLEMENTO DE DESTINO,39251.94,,39251.94,34723.51
5.0,23120.0,12101.0,FAM. INFANCIA.-COMPLEMENTO ESPECÍFICO,77114.46,,77114.46,78872.76
5.0,23120.0,12103.0,FAMI.E INFANC.- OTROS COMPLEMENTOS(ATR.FUNC.I.T.),,,,922.78
5.0,23120.0,150.0,FAMILIA.- PRODUCTIVIDAD,816.79,,816.79,4813.44
5.0,23120.0,151.0,FAMILIA.- GRATIFICACIONES,24.07,,24.07,
5.0,23120.0,16000.0,FAM. INFANCIA.-SEGURIDAD SOCIAL,53251.44,1304.58,54556.02,54650.21
5.0,23120.0,22000.0,FAMILIA.- INTERVENCION SEAFI (1.2.1),1092.0,,1092.0,
5.0,23120.0,227990.0,FAMILIA.- ATENCION A MENORES (1.1.1),18000.0,,18000.0,16200.0
5.0,23120.0,227991.0,FAMILIA.- ORIENTACION A MENORES (1.1.2),18000.0,9000.0,27000.0,27000.0
5.0,23120.0,227992.0,FAMILIA/PIO.- ESCUELA MUN.INFANTIL LOS DUENDES,92385.43,,92385.43,87392.06
5.0,23120.0,227993.0,FAMILIA.- ANIMACION Y PROMOCION DEL VERANO,65553.9,,65553.9,65553.9
5.0,23120.0,227994.0,FAMILIA.- SERVICIO AYUDA A DOMICILIO SOCIAL Y EDUC,109079.86,,109079.86,102838.58
5.0,23120.0,227995.0,FAMILIA.- CAMPAÑA ANIMACION VERANO (TC 4/13),,9000.0,9000.0,8800.0
5.0,23120.0,227996.0,FAMILIA.-TRABAJOS ESCUELAS MUN.INFANTILES(TC 5/13),,4820.0,4820.0,4820.0
5.0,23120.0,48900.0,AULAS FORMACION FAMILIAR(CARITAS INTERPARROQUIAL),140000.0,,140000.0,136182.19
5.0,23120.0,48901.0,PROYECTO ARCO IRIS(FUNDACION PUNJAB),6330.0,,6330.0,6330.0
5.0,23210.0,12001.0,COORD.PROGRAM.- SUELDOS DEL GRUPO A2,296849.96,,296849.96,293696.53
5.0,23210.0,12003.0,COORD.PROGRAM.- SUELDOS DEL GRUPO C1,9884.84,,9884.84,10112.14
5.0,23210.0,12004.0,COORD.PROGRAM.- SUELDOS DEL GRUPO C2,16757.16,,16757.16,15945.54
5.0,23210.0,12006.0,COORD.PROGRAM.- TRIENIOS,39907.74,,39907.74,47019.06
5.0,23210.0,12009.0,COORD.PROGR.- OTRAS RETRIB.BÁSICAS (I.T.),,,,30.16
5.0,23210.0,12100.0,COORD.PROGRAM.- COMPLEMENTO DE DESTINO,159972.96,,159972.96,155420.08
5.0,23210.0,12101.0,COORD.PROGRAM.- COMPLEMENTO ESPECÍFICO,324697.15,,324697.15,322254.37
5.0,23210.0,12103.0,SERV.CIUDAD. O.COM.(ATRIB.FUN.- I.T.),,,,2927.89
5.0,23210.0,150.0,COORD. PROG.- PRODUCTIVIDAD,816.8,,816.8,1032.5
5.0,23210.0,151.0,COORD. PROG.- GRATIFICACIONES,24.07,,24.07,
5.0,23210.0,16000.0,COORD.PROGRAM.- SEGURIDAD SOCIAL,253549.12,-22065.4,231483.72,235443.51
5.0,23210.0,21200.0,COORD. PROG.- VIVIENDAS SOCIALES,920.0,,920.0,
5.0,23210.0,227990.0,COORD. PROG.- SERVICIO MUNICIPAL TRANSP. ADAPTADO,518403.61,,518403.61,518403.6
5.0,23210.0,227991.0,COORD.PROG.-MEDIACIÓN RECLAMACIONES HIPOTECARIAS,3500.0,,3500.0,4490.0
5.0,23210.0,48100.0,COORD.PROG.-BECA TRABAJADOR/A SOCIAL,9000.0,3064.0,12064.0,12779.0
5.0,23210.0,48101.0,COORD.PROGRAM.- BECAS FORMACIÓN PRACT.DEPEND.,,,,4000.0
5.0,23210.0,48900.0,ESCOLA D'ESTIU(AS.PADRES-MADRES COL.PENYETA ROJA),9097.2,,9097.2,
5.0,23210.0,48901.0,CTRO.SOCIOCUL.SAN AGUSTIN(FUND.PUNJAB),41040.0,15960.0,57000.0,57000.0
5.0,23210.0,48902.0,ALBERGUE MUN.TRANS.(CARITAS DIOCESANA DE SEGORBE),544496.44,,544496.44,544496.34
5.0,23210.0,48903.0,COMEDOR SOCIAL  (OSIM),26172.5,,26172.5,26172.5
5.0,23210.0,48906.0,HOGAR VIRGEN DE LIDON(HNAS.ANCIANOS DESAMPARADOS),94740.4,,94740.4,94740.4
5.0,23210.0,48907.0,FUNDACION PADRE RICARDO,12825.0,,12825.0,12825.0
5.0,23210.0,48909.0,CTRO.DIA LA PINEDA(AS.FAM.EMFER.ALZEIMER),9176.79,,9176.79,9176.79
5.0,23210.0,48910.0,ACTIVID.DE OCIO (ASPROPACE),8869.77,,8869.77,8869.77
5.0,23210.0,48911.0,PROY.RESPIRO FAMIL.(AS.PADRES NIÑOS AUTISTAS),21367.51,,21367.51,21367.51
5.0,23210.0,48912.0,PROY.VIVIENDAS TUTELADAS(CONG.HIJAS CARIDAD S.VTE.,40937.35,,40937.35,40937.35
5.0,23210.0,48915.0,PROY.SOCIOSANITARIO CTRO.S.MARILLACH(CIA.HIJAS CAR,7147.8,,7147.8,7147.8
5.0,23210.0,48916.0,SUBV.FUNDA.PADRE RICARDO(REP.Y EQUI.FREGA.C.SOC.),,6000.0,6000.0,6000.0
5.0,23210.0,7500013.0,COORD.PROGRAM.-REFORMA HOSPITAL GRAN VIA,,63190.26,63190.26,63190.26
5.0,23211.0,12001.0,OF.MAYOR.- SUELDOS DEL GRUPO A2,12906.52,,12906.52,13189.76
5.0,23211.0,12003.0,OF.MAYOR.- SUELDOS DEL GRUPO C1,9884.84,,9884.84,8796.03
5.0,23211.0,12006.0,OF.MAYOR.- TRIENIOS,3989.12,,3989.12,5094.41
5.0,23211.0,12009.0,UN.MAYOR.- OTRAS RETRIB.BÁSICAS (I.T.),,,,522.96
5.0,23211.0,12100.0,OF.MAYOR.- COMPLEMENTO DE DESTINO,11997.3,,11997.3,11195.1
5.0,23211.0,12101.0,OF.MAYOR.- COMPLEMENTO ESPECÍFICO,25232.78,,25232.78,25248.39
5.0,23211.0,12103.0,UNI.MAYOR.-OTROS COMPLEMENTOS(ATR.FUN.I.T.),,,,786.69
5.0,23211.0,150.0,OFI. MAYOR.- PRODUCTIVIDAD,816.79,,816.79,588.0
5.0,23211.0,151.0,OFI. MAYOR.- GRATIFICACIONES,24.07,,24.07,
5.0,23211.0,16000.0,OF.MAYOR.- SEGURIDAD SOCIAL,17100.08,1941.2,19041.28,18733.77
5.0,23211.0,22000.0,OFI. MAYOR.- MATERIAL PARA LABORES VOLUNTARIADO,500.0,,500.0,
5.0,23211.0,221990.0,OFI. MAYOR.- SUMINISTROS HUERTOS URBANOS,2350.0,,2350.0,3539.95
5.0,23211.0,226050.0,OFI. MAYOR.- ACTIVIDADES PROMOCION VOLUNTARIADO,11500.0,,11500.0,11018.7
5.0,23211.0,226051.0,OFI. MAYOR.- ACTIVIDADES OCIO Y TIEMPO LIBRE,6490.0,,6490.0,4987.56
5.0,23211.0,226052.0,OFI. MAYOR.- ACTIVIDADES DE SENSIBILIZACION,7750.0,,7750.0,7602.73
5.0,23211.0,226060.0,OFI. MAYOR.- PROYECTOS VOLUNTARIADO,1000.0,,1000.0,698.25
5.0,23211.0,227991.0,OFI. MAYOR.- CAMPAÑAS DEPORTIVAS Y TALLERES SOCIOC,211297.8,,211297.8,187118.68
5.0,23211.0,227992.0,OFI. MAYOR.- AULAS DE LA 3º EDAD,101896.47,,101896.47,98417.13
5.0,23211.0,227995.0,OFI. MAYOR.- GESTION CENTRO MAYORES COLUMBRETES,208890.0,,208890.0,208890.0
5.0,23211.0,48900.0,OFI.MAYOR.-SUBVENCIONES MUNICIPALES,29000.0,,29000.0,29000.0
5.0,23211.0,48901.0,OFI.MAYOR.-  SUBV. CLUBS DE CONVIVENCIA,47854.45,14785.55,62640.0,62640.0
5.0,23211.0,48902.0,CUOTA ANUAL FED.VALENCIANA AULAS 3A. EDAD,80.0,,80.0,
5.0,23220.0,12000.0,DINAMIZ.- SUELDOS DEL GRUPO A1,14677.32,,14677.32,15012.19
5.0,23220.0,12004.0,DINAMIZ.- SUELDOS DEL GRUPO C2,8378.58,,8378.58,8593.51
5.0,23220.0,12006.0,DINAMIZ.- TRIENIOS,4025.11,,4025.11,4467.27
5.0,23220.0,12100.0,DINAMIZ.- COMPLEMENTO DE DESTINO,12664.82,,12664.82,12664.82
5.0,23220.0,12101.0,DINAMIZ.- COMPLEMENTO ESPECÍFICO,26403.94,,26403.94,26404.0
5.0,23220.0,150.0,DINAMIZ.- PRODUCTIVIDAD,18.46,,18.46,
5.0,23220.0,151.0,DINAMIZ.- GRATIFICACIONES,24.07,,24.07,
5.0,23220.0,16000.0,DINAMIZ.- SEGURIDAD SOCIAL,21303.76,-136.09,21167.67,20483.42
