Número registro,Nombre tercero,Descripción,Fecha contable,Importe factura,Orgánica,Programa,Económica
2018.0004520,ESPUBLICO SERVICIOS PARA LA ADMINISTRACION SA,DEL 14/06 AL 13/07/18. SUSCRIPCIÓN AL MANTENIMIENTO DE SERVICIOS TECNOLOGIA GESTIONA.,25/10/18,"8.369,17 ¤",1,91201,226010
2018.0004533,"CESPED ARTIFICIAL CASTELLON, S.L",27/07/18. MATERIAL PARA SU USO POR JORNALS DE VILA.,13/09/18,"369,05 ¤",4,33210,220010
2018.0004534,GIMECONS CONSTRUCCIONES Y CONTRATAS SL,"JULIO 18. SERVICIO DE EJECUCION SUBSIDIARIA DE OBRAS PARA RESTABLECER LA LEGALIDAD URBANISTICA, CUMPLIR EL DEBER DE CONSERVACION Y DEMOLER EDIFICACIONES EN SITUACION DE RUINA JGL 11/11/16 (FORMALIZADO 23/12/16).(REPARACION FACHADA GRUPO LA PAZ Nº 3)",07/09/18,"2.293,54 ¤",5,23106,226999
2018.0004535,DEMOLICIONES Y SERVICIOS MENGUILLO SL,"25/07/18. TRABAJOS REALIZADOS EN ""CAMÍ DE LA TRAVESSERA"", ""CAMÍ CAMINÀS"", ""CUADRA CUARTA"", ""CUADRA SEGUNDA"", ""CAMÍ DONACIÓ-MERIDIANO"" Y ""CAMÍ FONDO"".",11/09/18,"2.631,75 ¤",5,23106,226999
2018.0004536,EL CORTE INGLES SA,"03/07/18. MATERIAL DE PAPELERIA, MOCHILAS Y TOALLAS PARA REGALO A LOS NIÑOS SAHARAUIS Y UCRANIANOS 2018.",10/10/18,"303,01 ¤",4,33700,226090
2018.0004537,"UNIDAD EDITORIAL, S.A.",2018. 8 SUSCRIPCIONES DIARIO EL MUNDO PARA BIBLIOTECAS Y ESPACIOS DE LECTURA.,21/08/18,"4.318,88 ¤",5,13230,20301
2018.0004538,VIAJES TRANSVIA TOURS SL,DEL 2 AL 4/07/18. BILLETES DE TREN CON MOTIVO DE LA ASISTENCIA DEL CONCEJAL DE BIENESTAR SOCIAL AL PROGRAMA DE DESARROLLO PARA ALCALDES Y CARGOS ELECTOS DE GOBIERNOS LOCALES DE LA FEMP EN MADRID.,02/10/18,"127,90 ¤",4,24121,22699
2018.0004539,VIAJES TRANSVIA TOURS SL,DEL 2 AL 4/07/18. ALOJAMIENTO DEL CONCEJAL DE BIENESTAR CON MOTIVO DE LA ASISTENCIA AL PROGRAMA DE DESARROLLO PARA ALCALDES Y CARGOS ELECTOS DE GOBIERNOS LOCALES DE LA FEMP EN MADRID.,02/10/18,"220,00 ¤",5,31100,226992
2018.0004540,ASOC CULTURAL ACCENT,DEL 13/04 AL 23/06/18. REALIZACIÓN CURSO DE MONITOR/A DE TIEMPO LIBRE EDUCATIVO INFANTIL Y JUVENIL.,28/08/18,"3.697,64 ¤",5,15350,221990
2018.0004541,"BOXI CASTELLON, S.L.",JUNIO/18.  SANITARIOS CASETA POLICIAL PLAYA PINAR Y PLAYA SERRADAL,28/08/18,"363,00 ¤",4,33400,226092
2018.0004542,AUTOCARES MESEGUER SL,23/07/18 DESPLAZAMIENTO  AUTOBUS GRAO A CASTELLON  VISITA INSTALACIONES  PORT CASTELLO Y GRPO. LOURDES (VISITA CENTRO PROVINCIAL ENERGICAS RENOVABLES DE DIPUTACION CASTELLON) FORMACION ALUMNADO  CIUDAD SOLIDARIDAD VIII. SUBVENCION SERVEF.DEC 17/07/18,17/08/18,"125,00 ¤",4,33400,226092
2018.0004543,ASOC PROV SDAD CANINA DE CASTELLON SAN ANTONIO,JUNIO 2018 ORGANIZACION CAMPEONATO DE ESPAÑA DE BELLEZA CANINA DEC 8/06/2018,17/08/18,"1.199,72 ¤",4,33400,226092
2018.0004544,VIROSMA SL,01/06/18. MATERIAL PARA SU USO POR BRIGADAS.,11/09/18,"76,23 ¤",4,33400,226092
2018.0004545,"VIVAS RAPALO, S.A.",11 Y 12/05/18. SERVICIO DE ALOJAMIENTO Y MANUTENCION PARA LOS GRUPOS PARTICIPANTES EN EL 35É FESTIVAL INTERNACIONAL DE DANSES DE L'ANTIGA CORONA D'ARAGÓ.DEC 4/04/2508,23/08/18,"3.277,50 ¤",5,15350,22101
2018.0004546,"VIVAS RAPALO, S.A.",11 Y 12/05/18. SERVICIO DE ALOJAMIENTO Y MANUTENCION PARA LOS GRUPOS PARTICIPANTES EN EL 35É FESTIVAL INTERNACIONAL DE DANSES DE L'ANTIGA CORONA D'ARAGÓ.DEC 4/04/2508,23/08/18,"1.879,00 ¤",1,91201,226991
2018.0004547,"VIVAS RAPALO, S.A.",11 Y 12/05/18. SERVICIO DE ALOJAMIENTO Y MANUTENCION PARA LOS GRUPOS PARTICIPANTES EN EL 35É FESTIVAL INTERNACIONAL DE DANSES DE L'ANTIGA CORONA D'ARAGÓ.DEC 4/04/2508,23/08/18,"3.320,00 ¤",5,15350,21002
2018.0004548,"VIVAS RAPALO, S.A.",DEL 10 AL 12/05/18. SERVICIO DE ALOJAMIENTO Y MANUTENCION PARA LOS GRUPOS PARTICIPANTES EN EL 35É FESTIVAL INTERNACIONAL DE DANSES DE L'ANTIGA CORONA D'ARAGÓ.DEC 4/04/2508,23/08/18,"4.910,00 ¤",4,33400,226090
2018.0004550,"DISTRIBUCION DE AGUAS MINEROMEDICINALES, S.L.",27/07/18. SUMINISTRO PACKS DE AGUA PARA BRIGADAS.,11/09/18,"1.430,35 ¤",5,92031,21303
2018.0004551,"AND MAGAZINE, S.L",30/07/18. REALIZACIÓN REVISTA TALENTO.,27/09/18,"13.854,50 ¤",5,15350,221990
2018.0004552,CANTERA LA TORRETA SAU,JUNIO 18. SUMINISTRO DE MATERIALES ASFALTICOS PARA EL SERVICIO MUNICIPAL DE BRIGADA,27/09/18,"3.487,51 ¤",5,16220,227990
2018.0004553,ALVEX MUSIC SL,"30/07/18. ALQUILER DE UN PIANO DE COLA PARA LA CELEBRACIÓN DEL CICLE DE MUSICA CLASICA ""DILLUNS AL RAS""",21/08/18,"1.331,00 ¤",5,13300,227993
2018.0004554,"ECA, ENTIDAD COLABORADORA DE LA ADMINISTRACION SL",27/07/18. INSPECCION SEGUNDA VISITA DE INSTALACIONES ELECTRICAS EN DEPENDENCIAS MUNICIPALES.,03/10/18,"1.118,04 ¤",5,13500,227991
2018.0004555,CANTERA LA TORRETA SAU,30/06/18. SUMINISTRO SACOS DE DE CEMENTO DE 35 KG PARA SU USO POR BRIGADAS.,11/09/18,"717,58 ¤",4,33300,22609
2018.0004556,ORIGEN MATERIALES SL,JUNIO 18. SERVICIO VERTIDOS INERTES,11/09/18,"1.086,58 ¤",5,13600,221992
2018.0004559,MAQUIVER SL,JUNIO 18. SERVICIO REPARTO Y SUMINISTRO DE VALLAS Y SEÑALIZACION PORTATIL EN LA VIA PUBLICA.,27/09/18,"5.010,55 ¤",5,13600,221991
2018.0004560,"SERVICIOS DE EMERGENCIAS MEDICAS DE CASTELLON,SL",27/07/18. SERVICIO DE AMBULANCIA CON MOTIVO DE LA CELEBRACIÓN DEL FESTIVAL ARRANKAPINS.,31/08/18,"800,00 ¤",5,13600,221041
2018.0004561,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DEL 5 AL 26/07/18. REALIZACIÓN DE TALLERES DE VERANO CELEBRADOS EN EL PLANETARIO.,21/08/18,"1.100,00 ¤",4,33400,226090
2018.0004562,IBERDYC SL,09/07/18. SUMINISTRO DE MANGUERAS DE VARIOS CALIBRES PARA BOMBEROS.,17/08/18,"3.142,78 ¤",3,92065,220001
2018.0004563,IBERDYC SL,09/07/18. SUMINISTRO LANZAS CAUDAL PARA BOMBEROS.,17/08/18,"2.906,54 ¤",4,24125,22000
2018.0004564,IBERDYC SL,09/07/18. SUMINISTRO DE BOLSAS PORTA-TRAJES DE INTERVENCION PARA BOMBEROS DE NUEVO INGRESO.,17/08/18,"556,42 ¤",5,16500,21301
2018.0004565,UNION MUSICAL DEL GRAO,06/07/18. CONCIERTO EN EL TEMPLETE DEL GRAO 2018.,21/08/18,"800,00 ¤",1,92070,22602
2018.0004566,ABACUS SOCIEDAD COPP CATALANA LIMITADA,"JUNIO 18. 30,37% LOTE 1.- MATERIAL DE ESCRITURA, CORRECCION Y CORTE, CONTRATO DEL SUMINISTRO DE MATERIAL DE OFICINA. DEC 25-07-16 (FORMALIZADO 27-07-16) Y PRORROGA DEC 9/05/17.",28/08/18,"161,20 ¤",5,15300,221040
2018.0004567,LLIBRERIA CASTELLO SL,MANUALES DIDACTICOS PARA LAS DISTINTAS MATERIAS DEL PROYECTO T'AVALEM CASTELLO ENCLAU JOVE II.  DEC 11/07/2018,17/08/18,"2.723,22 ¤",4,33700,2279917
2018.0004568,ACEINSA MOVILIDAD SA,"DEL 14  AL 30 DE JUNIO 2018. DEL 14/06 AL 30/11/18, CONTRATACION DEL SERVICIO DE CONSERVACION Y MANTENIMIENTO DEL ALUMBRADO PUBLICO DE LA CIUDAD DE CASTELLON. JGL 27/04/18 (FORMALIZADO 13/06/18).",21/09/18,"37.900,47 ¤",3,92064,227060
2018.0004569,AGENCIA EFE SAU,31/07/18. INSERCIÓN PUBLICITARIA S/NOTICIAS COMUNIDAD VALENCIANA Y ALERTAS MAIL ESPAÑA EN AGENCIA EFE.,03/10/18,"774,40 ¤",4,33400,227996
2018.0004570,METALCO SA,"JULIO/18.  LOTE 2: SUMINISTRO DE CALZADO Y EPIS, CONTRATO SUMINISTRO DE VESTUARIO PARA EL PERSONAL MUNICIPAL DEPENDIENTE DE LA DIRECCION DE SERVICIOS URBANOS, INFRAEST. Y SOSTENIBILIDAD. JGL 03/11/17 (FORMALIZADO 15/11/17).",21/09/18,"147,63 ¤",5,23110,227990
2018.0004571,IRELA LLEURESPORT SL,JUNIO 18. DEL 1/12/17 AL 30/06/18 (CTO EN VIGOR) Y DEL 1/7 AL 30/11/18 (JGL 27/4/18) PRORROGA CONTRATO DEL SERVICIO DE DISEÑO Y GESTION DEL PROGRAMA DE OCIO ALTERNATIVO #RUTACATORCE35. JGL 25/11/16 (FORMALIZADO 30/11/16).,07/09/18,"10.695,59 ¤",5,23105,227995
2018.0004572,CONSULTORES DE SEGURIDAD E HIGIENE CASTELLON SA,"JULIO 18. 90% EJECUCION CONTRATO SERVICIO DE PREVENCION AJENO, ESPECIALIDAD EN MEDICINA DEL TRABAJO, HIGIENE INDUSTRIAL Y APOYO EN ERGONOMIA Y PSICOSOCIOLOGIA DEL AYTO DE CASTELLON, JGL 15/12/17 (FORMALIZADO 27/12/17)",07/09/18,"4.385,76 ¤",3,92052,21610
2018.0004573,"CORP EUROPEA DE SERVICIOS Y CAPITALES, SAU",31/07/18. SUMINISTRO E INSTALACIÓN DE MATERIAL DE ILUMINACIÓN PARA EL REFUGIO ANTIAÉREO PLAZA TETUAN Y EL CENTRO DE INTERPRETACIÓN DEL CASTELL VELL.,21/08/18,"2.388,53 ¤",1,91202,226991
2018.0004574,MEDITERRANEA GESTION SOCIAL Y CULTURAL SA,"JULIO 2018. SERV.DE GESTION CENTRO ESPECIALIZADO ATENCION A MAYORES ""URBAN CASTELLO"" Y DE LOS SERVICIOS DE CONSERJERIA, LIMPIEZA Y SALA MULTIFUNCIONAL DEL CENTRO POLIF. ""URBAN CASTELLO"" JGL 02/06/17 (FORMALIZADO 27/06/17). ",07/09/18,"25.942,93 ¤",4,33430,226991
2018.0004575,MEDITERRANEA GESTION SOCIAL Y CULTURAL SA,1 A 15 DE JULIO 18. CONCESION ADMINISTRATIVA DEL SERVICIO DE GESTION INTEGRAL DEL CENTRO PARA MAYORES COLUMBRETES JGL 19/10/12 (FORMALIZADO 24/10/12) PRORROGAS JGL 22/4/16 Y 31/3/17.,07/09/18,"10.064,93 ¤",5,13230,226991
2018.0004576,VIRTUAL REALITY SOLUTIONS SL,2018. MANTENIMIENTO DE LA APLICACIÓN DENOMINADA ACTA DIGITAL,02/10/18,"2.147,75 ¤",4,33700,226090
2018.0004577,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,31/07/18. SERVICIO DE CATERING CON MOTIVO DE LA JORNADA DE CONSULTA PUBLICA PARTICIPATIVA PROYECTO EUROPEO CEPPI,31/08/18,"181,15 ¤",5,13230,226991
2018.0004578,"CASTELLON DIGITAL, S.L.",25/07/18. ADAPTACION DISEÑO E IMPRESIÓN FOLLETOS DE LA FESTIVIDAD DE SANT JAUME.,21/08/18,"156,09 ¤",5,23109,227992
2018.0004579,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,25/07/18. MATERIAL PARA SU USO POR LA UNIDAD CANINA POLICIA LOCAL.,28/08/18,"469,50 ¤",4,24130,221990
2018.0004580,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,02/06/18. ACTUACIÓN MÓNICA X DENTRO DE LA CELEBRACIÓN DEL DIA DEL ORGULLO LGTBI.,17/08/18,"1.815,00 ¤",5,15350,221990
2018.0004581,COMPLEJO CANINO ARGOS SL,JUNIO Y JULIO/18. ADIESTRAMIENTO CAN FRIDA Y WANDA DE LA POLICIA LOCAL.,28/08/18,"999,94 ¤",5,15350,221990
2018.0004582,MEDITERRANEA GESTION SOCIAL Y CULTURAL SA,"JULIO 18. CONCESION ADMINISTRATIVA PARA LA GESTION DE LA ESCUELA MUNICIPAL INCOMPLETA  DE PRIMER CICLO DE EDUCACION INFANTIL ""LOS DUENDES"".JGL 10-7-15 (FORMALIZADO 21-07-15) PRORROGA JGL 24-2-17.",28/09/18,"8.541,94 ¤",5,15350,221990
2018.0004583,METALCO SA,31/07/18. ADQUISICIÓN VESTUARIO PARA JORNALS DE VILA.,13/09/18,"669,86 ¤",5,15350,22104
2018.0004584,METALCO SA,31/07/18. MATERIAL PARA SU USO POR BRIGADAS.,11/09/18,"18,10 ¤",5,13230,20400
2018.0004585,METALCO SA,31/07/18. MATERIAL PARA SU USO POR BRIGADAS.,11/09/18,"5,83 ¤",5,23107,227992
2018.0004586,METALCO SA,31/07/18. MATERIAL DE FONTANERIA PARA SU USO POR TALLER DE BRIGADAS.,11/09/18,"13,70 ¤",5,23107,227992
2018.0004587,METALCO SA,31/07/18. ADQUISICIÓN VESTUARIO PARA COLABORADORES DE BRIGADAS.,11/09/18,"341,61 ¤",5,23109,227994
2018.0004588,BANCO DE SANTANDER SA,JULIO 18. LOTE 3.-CONTRATACION ARRENDAMIENTO SIN OPCION DE COMPRA DE 6 VEHICULOS TIPO TODO TERRENO PATRULLERO 5 PLAZAS TOTALMENTE EQUIPADOS CON DESTINO POLICIA LOCAL DE CASTELLON JGL 26/01/18 (FORMALIZADO 01/03/18) ACTA ENTREGA 24/5/18.,07/09/18,"3.983,92 ¤",5,92040,20400
2018.0004589,MEDITERRANEA GESTION SOCIAL Y CULTURAL SA,JULIO 18. SERVICIO MUNICIPAL DE AYUDA A DOMICILIO POLIVALENTE ORDINARIO(SAD) DEL AYUNTAMIENTO DE CASTELLON. JGL 18/12/15 (FORMALIZADO 21/1/16).,07/09/18,"98.002,99 ¤",5,92040,20400
2018.0004590,MEDITERRANEA GESTION SOCIAL Y CULTURAL SA,JULIO 18. SERVICIO MUNICIPAL DE AYUDA A DOMICILIO POLIVALENTE EXTRAORDINARIO(SAD) DEL AYUNTAMIENTO DE CASTELLON. JGL 18/12/15 (FORMALIZADO 21/1/16).,07/09/18,"3.443,97 ¤",5,31100,227992
2018.0004591,MEDITERRANEA GESTION SOCIAL Y CULTURAL SA,JULIO 18. SERVICIO MUNICIPAL DE AYUDA A DOMICILIO DE APOYO EDUCATIVO (SADE) JGL 11-12-15 (FORMALIZADO 21/1/16).,28/09/18,"5.684,83 ¤",5,31100,227993
2018.0004592,AUTOS IGLESIAS SL,"JULIO 18. ARRENDAMIENTO DE DOS VEHICULOS ELECTRICOS CON DESTINO AL AREA DE GOBIERNO DE DESARROLLO DE LA CIUDAD, MEDIO AMBIENTE Y SERVICIOS PUBLICOS. JGL 04-07-14.(FORMALIZADO 18-7-14) Y ACTA DE RECEPCIÓN 31-7-14.",21/09/18,"1.316,70 ¤",5,44110,227991
2018.0004593,AUTOS IGLESIAS SL,"JULIO/18. ARRENDAMIENTO DOS VEHICULOS ELECTRICOS (RENAULT KANGOO Z.E FLEXI, 6100-KJK Y RENAULT ZOE LIFE 40 R90 FLEXI,  9484-KJJ) CON DESTINO AREA GOBIERNO DERECHOS Y SERVICIOS DEL AYTO. JGL 29/12/17 (FORMALIZ. 22/1/18) ENTREGA 27/03/18.",21/09/18,"1.293,86 ¤",5,13250,20404
2018.0004594,GPM SERVI SL,JULIO 18. SERVICIOS DE CONTROL POBLACIONES DE MOSQUITOS Y OTROS INSECTOS EN CASO DE PLAGA EN EL TERMINO MUNICIPAL DE CASTELLON DE LA PLANA. JGL 24-06-16.,21/09/18,"4.516,33 ¤",5,13240,20400
2018.0004595,GPM SERVI SL,JULIO 18. SERVICIO DESRATIZACION Y LUCHA CONTRA CUCARACHAS EN TERMINO MUNICIPAL DE CASTELLON DE LA PLANA.  JGL 18/11/16  (FORMALIZADO 14/12/16).,21/09/18,"4.312,55 ¤",5,13250,20402
2018.0004596,"VIA RESERVADA, S.A",JULIO 18. CONVENIO ENTRE VIA RESERVADA Y EL AYUNTAMIENTO DE CASTELLON PARA SUBVENCION TARIFAS A COBRAR AL PUBLICO USUARIO TTE VIAJEROS LINEA 1 DEL TRAM. JGL 24/11/17 Y REAJUSTE ANUALIDADES JGL 23/3/2018.,07/09/18,"47.197,71 ¤",5,13250,20405
2018.0004597,DOS RODES RENT SL,"JULIO/18. ARRENDAMIENTO SIN OPCION DE COMPRA DE OCHO MOTOCICLETAS MODALIDAD CARRETERA TOTALMENTE EQUIPADAS PARA LA POLICIA LOCAL, SEGUN JGL 23-10-14 (FORMALIZADO 17-11-14) ACTA ENTREGA 18-12-14 Y REAJUSTE ANUALIDADES JGL 18/5/18.",07/09/18,"5.676,03 ¤",1,92070,22602
2018.0004598,DOS RODES RENT SL,DEL 15 AL 31 JULIO 18. ARRENDAMIENTO SIN OPCIÓN DE COMPRA DE 6 MOTOCICLETAS EQUIPADAS CON DESTINO POLICIA LOCAL (HONDA FORZA NSS300 ABS MATRICULAS HYJ). ,27/09/18,"1.497,90 ¤",1,92070,22602
2018.0004599,DOS RODES RENT SL,"JULIO 18. ARRENDAMIENTO SIN OPCION DE COMPRA DE DOS MOTOCICLETAS TOTALMENTE EQUIPADAS PARA LA AGENCIA DE MOVILIDAD URBANA, SEGUN DECRETO 28-07-16.",29/08/18,"940,60 ¤",1,92070,22602
2018.0004601,DOS RODES RENT SL,DEL 28/06 AL 29/07. ARRENDAMIENTO DE DOS MOTOCICLETAS TOTALMENTE EQUIPADAS PARA LA AGENCIA DE MOVILIDAD URBANA.  DEC 12/06/17 (FORMALIZADO 19/6/17) ACTA RECEPCION 28/7/17.(5695KBX Y 5884KBX),29/08/18,"940,60 ¤",4,33400,226090
2018.0004602,"GESTION DE MEDIOS DE COMUNICACION DE CASTELLON, S.L.",30/07/18. INSERCIÓN PUBLICITARIA S/NOTICIAS CASTELLÓN EN WEB JULIO RADIO CASTELLON,03/10/18,"462,83 ¤",1,92070,22602
2018.0004603,MEDIOS DE AZAHAR SA,07/07/2018. INSERCION PUBLICITARIA S/CAMPAÑA REFUGIO ANTI AEREO EN DIARIO EL MUNDO.,03/10/18,"748,99 ¤",1,92070,22602
2018.0004604,"GESTION DE MEDIOS DE COMUNICACION DE CASTELLON, S.L.",30/07/18. INSERCIÓN PUBLICITARIA S/NOTICIAS DE CASTELLON EN REVISTA JULIO RADIO CASTELLON,03/10/18,"1.815,00 ¤",3,92056,227060
2018.0004605,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,29/06/18. ALQUILER SILLAS CON MOTIVO DE LA CELEBRACIÓN DE LOS CONCIERTOS EN EL TEMPLETE DEL GRAO 2018.,21/08/18,"726,00 ¤",4,33400,226090
2018.0004606,MEDIOS DE AZAHAR SA,26/07/2018. INSERCION PUBLICITARIA S/CAMPAÑA ARRANKAPINS EN DIARIO EL MUNDO.,03/10/18,"748,99 ¤",3,92400,226061
2018.0004607,MEDIOS DE AZAHAR SA,28/07/2018. INSERCION PUBLICITARIA S/CAMPAÑA CASTELL VELL EN DIARIO EL MUNDO.,03/10/18,"748,99 ¤",5,13500,227992
2018.0004608,UTE TWELFHUNDRED SL Y DELABLA COMUNICACION SL,JULIO 2018. SERVICIO RESPONSABLE DE LA GESTION Y DINAMIZACIÓN DE REDES SOCIALES EN INTERNET COMUNITY MANAGEMENT. JGL 02/02/18 (FORMALIZADO 19/02/18) Y REAJUSTE ANUALIDADES JGL 11/05/18.,07/09/18,"3.958,33 ¤",3,92053,227060
2018.0004609,ACEINSA MOVILIDAD SA,"DEL 9 AL 30/07/18. INSTALACIONES CUADROS DE LUZ PARA LA CELEBRACIÓN DE LA CAMPAÑA CICLE DE MUSICA CLASICA ""DILLUNS AL RAS""",28/08/18,"380,35 ¤",5,13600,20402
2018.0004610,"LOGINLE, S.L.",JULIO/18. IMPRESIÓN OCTAVILLAS PARA PARTICIPACIÓN CIUDADANA.,13/09/18,"338,05 ¤",5,13600,20400
2018.0004612,"INTUR ESPORT, S.L.",JULIO 2018. SERVICIO DE SALVAMENTO Y SOCORRISMO EN LAS PLAYAS DE CASTELLON. CESION CONTRATO JGL 12/04/17.,07/09/18,"81.009,19 ¤",4,33400,227992
2018.0004613,INFORATGE SC,JULIO/18. SERVICIOS METEOROLOGICOS PERSONALIZADOS PARA 3 ESTACIONES METEOROLOGICAS,31/08/18,"1.754,50 ¤",4,33300,22706
2018.0004614,ITURRI SA,JULIO 2018. RENTING AUTOBOMBA RURAL PESADA (BRP) CON DESTINO SERVICIO EXTINCION DE INCENDIOS JGL 23/12/11 (FORMALIZADO 30/1/12) ACTA ENTREGA 01/10/12.,07/09/18,"4.327,81 ¤",5,44120,227990
2018.0004615,ITURRI SA,JULIO 2018. RENTING FURGON SALVAMENTOS VARIOS (FSV) CON DESTINO SERVICIO EXTINCION DE INCENDIOS JGL 2/03/12 (FORMALIZADO 2/04/12) ACTA ENTREGA 12/11/12.,07/09/18,"4.717,67 ¤",3,92063,226990
2018.0004616,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"JULIO 2018. SERVICIO GESTION COLECCION MUSEOGRAFICA PERMANENTE MUNICIPAL EDIFICIO C/CABALLEROS, 25 Y REDACCION PLAN MUSEOLOGICO MUNICIPAL. JGL 21/10/16 (FORMALIZADO 31/10/16) JGL 28/7/17.",07/09/18,"3.000,80 ¤",3,92063,226990
2018.0004617,SEGUROS BILBAO ( GPO CATALANA OCCIDENTE),"DEL 10/01 AL 15/03/18.  SEGURO PARA LA EXPOSICION ""LOS INVENTOS DE LEONARDO"" CELEBRADO EN EL PLANETARIO.",02/10/18,"160,00 ¤",1,91202,226991
2018.0004618,MAQUIVER SL,JULIO 18. PRESTAMO DE BICICLETAS DE USO PUBLICO EN EL TERMINO MUNICIPAL DE CASTELLON. JGL 05-12-14 (FORMALIZADO 16/12/14) MODIFICACION CONTRATO JGL 30/06/17 Y JGL 1/5/18,21/09/18,"53.973,18 ¤",3,92063,226990
2018.0004619,FUNDACIO UNIVERSITAT JAUME I-EMPRESA,DEL 3 AL 31/07/18. BECA PARTICIPACIÓN EN EL PROGRAMA DE FORMACIÓN PRÁCTICA DE TITULADOS DEL BECARIO PEDRO FELIU SULLER (SECC. INFRAESTRUCTURAS) CONVENIOS 16/6,17/08/18,"411,42 ¤",3,92063,226990
2018.0004620,FUNDACIO UNIVERSITAT JAUME I-EMPRESA,DEL 12 AL 31/07/18. BECA PARTICIPACIÓN EN EL PROGRAMA DE FORMACIÓN PRÁCTICA DE TITULADOS DEL BECARIA GEMMA RIBÉS GARCIA (ASESORÍA JURIDICA) CONVENIOS 16/6,17/08/18,"260,23 ¤",3,92063,226990
2018.0004621,"BETTERGY,S.L.",31/07/18. CONSULTORÍA ANÁLISIS MODELO DE IMPLEMENTACIÓN DE CAMBIO DE MODELO ENERGÉTICO DE LA CIUDAD Y FINANCIACIÓN EUROPEA Y NACIONAL DISPONIBLE.,31/08/18,"4.631,88 ¤",3,92400,20200
2018.0004623,FUNDACIO UNIVERSITAT JAUME I-EMPRESA,DEL 1 AL 20/07/18. BECA PARTICIPACION EN EL PROGRAMA DE FORMACION PRACTICA DE TITULADOS DE BECARIA ELISA ESPINOS (URBANISMO). CONVENIOS 16/6,17/08/18,"525,34 ¤",3,92400,20200
2018.0004624,FUNDACIO UNIVERSITAT JAUME I-EMPRESA,JULIO/18. BECA PARTICIPACION EN EL PROGRAMA DE FORMACION PRACTICA DE TITULADOS DE BECARIO JOSÉ LUIS SAN BLAS SABATER (COMUNICACION). CONVENIOS 16/6,17/08/18,"768,23 ¤",5,23100,20200
2018.0004625,FUNDACIO UNIVERSITAT JAUME I-EMPRESA,DEL 1 AL 20/07/18. BECA PARTICIPACION EN EL PROGRAMA DE FORMACION PRACTICA DE TITULADOS DE BECARIA SARA CAMPOS AROCAS (ALCALDÍA). CONVENIOS 16/6,17/08/18,"525,34 ¤",5,23100,20200
2018.0004626,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,JUNIO 18 ARRENDAMIENTO LOCAL SITO EN BUL BLASCO IBAÑEZ 3 ESQ FED AICA CON DESTINO A AA.VV BULEVAR BLASCO IBAÑEZ.,12/09/18,"1.071,54 ¤",5,23100,20200
2018.0004627,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"JUNIO 18 ARRENDAMIENTO LOCAL SITO EN CAMINO SAN JOSE 5 CON DESTINO A GRUPO SCOUT ""SANT FRANCESC"".",12/09/18,"124,68 ¤",3,92020,20200
2018.0004628,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,JUNIO 18  ARRENDAMIENTO LOCAL SITO EN C/ RIO PALANCIA 17 1º-1 CON DESTINO A VIVIENDA.,12/09/18,"548,70 ¤",3,92020,20200
2018.0004629,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,JUNIO 18  ARRENDAMIENTO LOCAL SITO EN C/ RIO PALANCIA 17 1º-2 CON DESTINO A VIVIENDA.,12/09/18,"534,21 ¤",3,92020,20200
2018.0004630,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,JUNIO 18  ARRENDAMIENTO LOCAL SITO EN C/ RIO PALANCIA 17 1º-3 CON DESTINO A VIVIENDA.,12/09/18,"548,70 ¤",3,92400,20200
2018.0004632,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,JUNIO 18 ARRENDAMIENTO LOCAL SITO EN POLIGONO ESTADIO NAVE 47 CON DESTINO A ALMACEN BRIGADAS MUNICIPALES.,12/09/18,"1.305,23 ¤",3,92065,22001
2018.0004633,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,JUNIO 18 ARRENDAMIENTO LOCAL SITO EN POLIGONO ESTADIO NAVE 10 CON DESTINO A ALMACEN BRIGADAS MUNICIPALES.,12/09/18,"783,12 ¤",4,33210,220010
2018.0004634,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,JUNIO 18 ARRENDAMIENTO LOCAL SITO EN POLIGONO ESTADIO NAVE 10 CON DESTINO ALMACEN BRIGADAS MUNICIPALES.,12/09/18,"783,12 ¤",5,92040,21400
