Factura,Nombre o razón social (Tercero),Descripción,Fecha contabilización,Importe factura,Orgánica,Programa,Económica
2019.0002807,ACEINSA MOVILIDAD SA,"29/04/19. INSTALACIÓN DEL CUADRO ELÉCTRICO PARA LA CELEBRACIÓN DEL ""DÍA INTERNACIONAL DE LA DANZA"".",23/05/2019,"98,07 €",4,33400,226090
2019.0000301,ACEINSA MOVILIDAD SA,3 Y 4/01/19. INSTALACIÓN CUADROS ELECTRICOS PARA CELEBRACIÓN CAMPAÑA NADAL DE CIRC EN LA PLAZA MAYOR.,19/02/2019,"98,07 €",4,33400,226090
2019.0000302,ACEINSA MOVILIDAD SA,3 Y 4/01/19. MATERIAL NECESARIO PARA EL DESARROLLO DE LA CAMPAÑA NADAL DE CIRC CELEBRADA EN LA PLAZA MAYOR.,19/02/2019,"158,56 €",4,33400,226090
2019.0003305,ACEINSA MOVILIDAD SA,ABRIL 2019.  SERVICIO DE CONSERVACION Y MANTENIMIENTO DEL ALUMBRADO PUBLICO DE LA CIUDAD DE CASTELLON. JGL 27/04/18 (FORMALIZADO 13/06/18).,07/06/2019,"79.005,47 €",5,16500,21301
2019.0000356,ACEINSA MOVILIDAD SA,DICIEMBRE 18. SERVICIO DE CONSERVACION Y MANTENIMIENTO DEL ALUMBRADO PUBLICO DE LA CIUDAD DE CASTELLON. JGL 27/04/18 (FORMALIZADO 13/06/18).,08/02/2019,"68.754,54 €",5,16500,21301
2019.0000951,ACEINSA MOVILIDAD SA,ENERO 19. SERVICIO DE CONSERVACION Y MANTENIMIENTO DEL ALUMBRADO PUBLICO DE LA CIUDAD DE CASTELLON. JGL 27/04/18 (FORMALIZADO 13/06/18).,22/02/2019,"90.327,11 €",5,16500,21301
2019.0001705,ACEINSA MOVILIDAD SA,FEBRERO 19. SERVICIO DE CONSERVACION Y MANTENIMIENTO DEL ALUMBRADO PUBLICO DE LA CIUDAD DE CASTELLON. JGL 27/04/18 (FORMALIZADO 13/06/18).,05/04/2019,"77.862,90 €",5,16500,21301
2019.0002448,ACEINSA MOVILIDAD SA,"MARZO/19 CERTIF.UNICA INSTALACIÓN BALIZAMIENTO EN VARIOS CAMINOS Y ENTRADORES DE LA MARJALERÍA 2018 LOTE 1""INSTALACIONES UBICADAS A PARTIR DEL MARGEN IZQUIERDO DEL RIO"" DEC.28/12/2018.",13/05/2019,"29.758,62 €",5,15300,6190719
2019.0002289,ACEINSA MOVILIDAD SA,"MARZO/19 CERTIFICACIÓN ÚNICA INSTALACIÓN BALIZAMIENTO EN VARIOS CAMINOS Y ENTRADORES DE LA MARJALERÍA 2018 LOTE 2""INSTALACIONES UBICADAS A PARTIR DEL MARGEN DERECHO DEL RIO"" DEC.28/12/2018.",09/05/2019,"51.695,19 €",5,15300,6190719
2019.0002288,ACEINSA MOVILIDAD SA,MARZO/19 CERTIFICACIÓN ÚNICA INSTALACIÓN DE ALUMBRADO PUBLICO EN CUADRA SEGUNDA DEC. 28/12/2018.,09/05/2019,"58.220,82 €",3,15341,6090219
2019.0002579,HISPANIA RISK BROKER CORREDURIA DE SEGUROS SA,"POLIZA SEGURO DE CONTINGENCIAS, CANCELACION Y SUSPENSION DEL CONCIERTO DE TARQUE EL DIA 26/1/2019  (PERIODO DE COBERTURA DESDE EL 15 AL 27 DE ENERO 2019).",22/01/2019,"1.147,45 €",4,33400,226090
2019.0000256,VIVERS CENTRE VERD SAU,"DICIEMBRE 18. LOTE 4 (RESTO DE ZONAS VERDES) CONTRATO CONSERVACION, SUMINISTRO Y MANTENIMIENTO  VEGETALES Y MATERIALES PARQUES Y JARDINES DE CASTELLON. JGL 27/04/18 (FORMALIZADO 31/05/18).",01/02/2019,"476.302,10 €",5,17100,227990
2019.0000926,VIVERS CENTRE VERD SAU,"ENERO 19. LOTE 4 (RESTO DE ZONAS VERDES) CONTRATO CONSERVACION, SUMINISTRO Y MANTENIMIENTO  VEGETALES Y MATERIALES PARQUES Y JARDINES DE CASTELLON. JGL 27/04/18 (FORMALIZADO 31/05/18).",22/02/2019,"461.206,11 €",5,17100,227990
2019.0001966,VIVERS CENTRE VERD SAU,"FEBRERO 19. LOTE 4 (RESTO DE ZONAS VERDES) CONTRATO CONSERVACION, SUMINISTRO Y MANTENIMIENTO  VEGETALES Y MATERIALES PARQUES Y JARDINES DE CASTELLON. JGL 27/04/18 (FORMALIZADO 31/05/18).",26/04/2019,"484.659,29 €",5,17100,227990
2019.0002265,VIVERS CENTRE VERD SAU,"MARZO 19. LOTE 4 (RESTO DE ZONAS VERDES) CONTRATO CONSERVACION, SUMINISTRO Y MANTENIMIENTO  VEGETALES Y MATERIALES PARQUES Y JARDINES DE CASTELLON. JGL 27/04/18 (FORMALIZADO 31/05/18).",26/04/2019,"456.341,92 €",5,17100,227990
2018.0008755,"RECA HISPANIA, S.A.U",05/12/18. MATERIAL PARA SU USO POR BRIGADAS.,25/01/2019,"354,41 €",5,15350,221990
2019.000118,"RECA HISPANIA, S.A.U",13/02/19. MATERIAL PARA SU USO POR BRIGADAS.,08/04/2019,"45,98 €",5,15350,221990
2019.0001276,"RECA HISPANIA, S.A.U",13/02/19. MATERIAL PARA SU USO POR BRIGADAS.,15/04/2019,"2.085,80 €",5,15350,221990
2019.0001972,"RECA HISPANIA, S.A.U",18/03/19. MATERIAL PARA SU USO POR BRIGADAS.,09/05/2019,"1.162,08 €",5,15350,221990
2019.0001275,"RECA HISPANIA, S.A.U",22/02/19. MATERIAL PARA SU USO POR BRIGADAS.,15/04/2019,"47,19 €",5,15350,221990
2019.0002896,"RECA HISPANIA, S.A.U",23/04/19. MATERIAL PARA SU USO POR BRIGADAS.,13/06/2019,"862,49 €",5,15350,221990
2019.0002392,SOCIETAT ANÒNIMA DE MITJANS DE COMUNICACIÓ,DEL 23 AL 31/03/19. CUÑAS PUBLICITARIAS S/FIESTAS DE LA MAGDALENA EN À PUNT RADIO.,29/05/2019,"1.210,00 €",1,92070,22602
2019.0002393,SOCIETAT ANÒNIMA DE MITJANS DE COMUNICACIÓ,DEL 28 AL 31/03/19. CUÑAS PUBLICITARIAS S/FIESTAS DE LA MAGDALENA EN À PUNT TELEVISIÓN.,29/05/2019,"1.210,00 €",1,92070,22602
2019.0003438,CRAZY CROSS SL,2019. PATROCINIO PUBLICITARIO DE LA CARRERA CRAZY CROSS DEC 17/03/2019,13/06/2019,"17.545,00 €",4,33700,227999
2019.0000956,TRAMA DE GASLLAR SA,07/02/19. TALONARIOS DE BOLETINES DE DENUNCIAS PARA PDA'S POLICIA,04/03/2019,"371,71 €",3,92053,21690
2019.0000723,LAIETANA DE LLIBRETERIA SL,"06/12/18 AL 31/12/18. LOTE 2 (LIBROS DE NARRATIVA) SUMINISTRO DE LIBROS CON DESTINO A BIBLIOTECAS Y AGENCIAS DE LECTURA DEL AYUNTAMIENTO DE CASTELLÓN DE LA PLANA. JGL 16/11/18 FORMALIZACION (05/12/18)
",22/02/2019,"698,46 €",4,33210,220011
2019.0000801,LAIETANA DE LLIBRETERIA SL,ENERO 19. LOTE 2 (LIBROS DE NARRATIVA) SUMINISTRO DE LIBROS CON DESTINO A BIBLIOTECAS Y AGENCIAS DE LECTURA DEL AYUNTAMIENTO DE CASTELLÓN DE LA PLANA. JGL 16/11/18 FORMALIZACION (05/12/18),22/02/2019,"696,54 €",4,33210,220011
2019.0001614,LAIETANA DE LLIBRETERIA SL,FEBRERO 19. LOTE 2 (LIBROS DE NARRATIVA) SUMINISTRO DE LIBROS CON DESTINO A BIBLIOTECAS Y AGENCIAS DE LECTURA DEL AYUNTAMIENTO DE CASTELLÓN DE LA PLANA. JGL 16/11/18 FORMALIZACION (05/12/18),22/03/2019,"687,81 €",4,33210,220011
2019.0002503,LAIETANA DE LLIBRETERIA SL,MARZO 19. LOTE 2 (LIBROS DE NARRATIVA) SUMINISTRO DE LIBROS CON DESTINO A BIBLIOTECAS Y AGENCIAS DE LECTURA DEL AYUNTAMIENTO DE CASTELLÓN DE LA PLANA. JGL 16/11/18 FORMALIZACION (05/12/18),03/05/2019,"682,99 €",4,33210,220011
2018.0008689,LIMAC MATERIALES DE CONSTRUCCION SL,14/12/18. MATERIAL DE FONTANERIA PARA SU USO POR JORNALS DE VILA.,25/01/2019,"163,64 €",4,24130,221990
2019.0000388,LIMAC MATERIALES DE CONSTRUCCION SL,15/01/19. MATERIAL DE FONTANERIA PARA SU USO POR JORNALS DE VILA.,19/02/2019,"283,74 €",4,24130,221990
2019.0002573,LIMAC MATERIALES DE CONSTRUCCION SL,15/04/19. MATERIAL DE FONTANERIA PARA SU USO POR BRIGADAS.,12/06/2019,"398,97 €",5,15350,221990
2019.000182,LIMAC MATERIALES DE CONSTRUCCION SL,18/03/19. MATERIAL PARA SU USO POR BRIGADAS.,09/05/2019,"440,57 €",5,15350,221990
2019.000296,LIMAC MATERIALES DE CONSTRUCCION SL,30/04/19. MATERIAL DE FONTANERIA PARA SU USO POR BRIGADAS.,13/06/2019,"121,24 €",5,15350,221990
2019.000068,LIMAC MATERIALES DE CONSTRUCCION SL,31/01/19. MATERIAL DE FONTANERIA PARA SU USO POR JORNALS DE VILA.,20/03/2019,"436,85 €",4,24130,221990
2019.0000063,LIMAC MATERIALES DE CONSTRUCCION SL,31/12/18. MATERIAL DE FONTANERIA PARA SU USO POR JORNALS DE VILA.,19/02/2019,"748,63 €",4,24130,221990
2019.0000455,"AUTOBUSES FURIO, S.L.",16/01/19. SERVICIO DISCRECIONAL DE AUTOBUS CON MOTIVO DE LAS VISITAS AL CASTELL VELL,04/03/2019,"55,00 €",1,91201,226990
2019.0002791,"AUTOBUSES FURIO, S.L.",DEL 29/01 AL 06/03/19. SERVICIO DISCRECIONAL DE AUTOBUS DE ASOCIACIONES DE GENTE MAYOR PARA VISITAS GUIADAS EDIFICIOS MUNICIPALES.,03/06/2019,"550,00 €",1,91201,226990
2019.000279,"AUTOBUSES FURIO, S.L.",DEL 3 AL 23/04/19. SERVICIO DISCRECIONAL DE AUTOBUS DE ASOCIACIONES DE GENTE MAYOR PARA VISITAS GUIADAS EDIFICIOS MUNICIPALES.,03/06/2019,"165,00 €",1,91201,226990
2019.0003261,GIMECONS CONSTRUCCIONES Y CONTRATAS SL,"ABRIL 2019. SERVICIO DE EJECUCION SUBSIDIARIA DE OBRAS PARA RESTABLECER LA LEGALIDAD URBANISTICA, CUMPLIR EL DEBER DE CONSERVACION Y DEMOLER EDIFICACIONES EN SITUACION DE RUINA JGL 11/11/16 (FORMALIZADO 23/12/16).",24/05/2019,"66.474,52 €",5,15121,227990
2019.0003345,GIMECONS CONSTRUCCIONES Y CONTRATAS SL,"ABRIL/19 CERTIF. 5 OBRAS DE MEJORA,MODERNIZACION Y DOTACIÓN DE INFRAESTRUCTURAS Y SERVICIOS EN EL ÁREA INDUSTRIAL AUTOPISTA SUR-PULLMAN JGL 14/12/2018.",24/05/2019,"155.677,40 €",5,16000,6090119
2019.000301,GIMECONS CONSTRUCCIONES Y CONTRATAS SL,ABRIL/19 CERTIFICACIÓN 2 CONSTRUCCIÓN ALCANTARILLADO EN URBANIZACIÓN LOS ANGELES JGL 28/12/2018.,17/05/2019,"93.884,58 €",5,16000,6090119
2019.0003334,GIMECONS CONSTRUCCIONES Y CONTRATAS SL,"ABRIL/19 CERTIFICADIÓN 3 PROYECTO OBRAS DE ""AMPLIACIÓN DEL EDIFICIO PARA CENTRO DE DIA LA PINEDA"" JGL 21/12/2018.",24/05/2019,"70.641,36 €",5,16000,6090119
2019.0001272,GIMECONS CONSTRUCCIONES Y CONTRATAS SL,"ENERO 19.SERVICIO DE EJECUCION SUBSIDIARIA DE OBRAS PARA RESTABLECER LA LEGALIDAD URBANISTICA, CUMPLIR EL DEBER DE CONSERVACION Y DEMOLER EDIFICACIONES EN SITUACION DE RUINA JGL 11/11/16 (FORMALIZADO 23/12/16).",22/03/2019,"1.174,38 €",5,15121,227990
2019.000172,GIMECONS CONSTRUCCIONES Y CONTRATAS SL,"FEB./19 CERTIF. 3 OBRAS DE MEJORA,MODERNIZACION Y DOTACIÓN DE INFRAESTRUCTURAS Y SERVICIOS EN EL ÁREA INDUSTRIAL AUTOPISTA SUR-PULLMAN JGL 14/12/2018.",26/04/2019,"20.011,89 €",5,16000,6090119
2019.0001697,GIMECONS CONSTRUCCIONES Y CONTRATAS SL,"FEB./19 CERTIFICADIÓN 1 PROYECTO OBRAS DE ""AMPLIACIÓN DEL EDIFICIO PARA CENTRO DE DIA LA PINEDA"" JGL 21/12/2018.",18/04/2019,"15.373,27 €",5,16000,6090119
2019.0001341,GIMECONS CONSTRUCCIONES Y CONTRATAS SL,"FEBRERO 2019. .SERVICIO DE EJECUCION SUBSIDIARIA DE OBRAS PARA RESTABLECER LA LEGALIDAD URBANISTICA, CUMPLIR EL DEBER DE CONSERVACION Y DEMOLER EDIFICACIONES EN SITUACION DE RUINA JGL 11/11/16 (FORMALIZADO 23/12/16).",22/03/2019,"1.547,60 €",5,15121,227990
2019.0002121,GIMECONS CONSTRUCCIONES Y CONTRATAS SL,"MARZO 2019. SERVICIO DE EJECUCION SUBSIDIARIA DE OBRAS PARA RESTABLECER LA LEGALIDAD URBANISTICA, CUMPLIR EL DEBER DE CONSERVACION Y DEMOLER EDIFICACIONES EN SITUACION DE RUINA JGL 11/11/16 (FORMALIZADO 23/12/16).",18/04/2019,"2.024,52 €",5,15121,227990
2019.0002262,GIMECONS CONSTRUCCIONES Y CONTRATAS SL,"MARZO/19 CERTIF. 4 OBRAS DE MEJORA,MODERNIZACION Y DOTACIÓN DE INFRAESTRUCTURAS Y SERVICIOS EN EL ÁREA INDUSTRIAL AUTOPISTA SUR-PULLMAN JGL 14/12/2018.",10/05/2019,"60.032,46 €",5,16000,6090119
2019.0002331,GIMECONS CONSTRUCCIONES Y CONTRATAS SL,MARZO/19 CERTIFICACIÓN 1 CONSTRUCCIÓN ALCANTARILLADO EN URBANIZACIÓN LOS ANGELES JGL 28/12/2018.,17/05/2019,"19.603,35 €",5,16000,6090119
2019.0002386,GIMECONS CONSTRUCCIONES Y CONTRATAS SL,"MARZO/19 CERTIFICADIÓN 2 PROYECTO OBRAS DE ""AMPLIACIÓN DEL EDIFICIO PARA CENTRO DE DIA LA PINEDA"" JGL 21/12/2018.",17/05/2019,"66.494,79 €",5,16000,6090119
2019.0001994,MAQUIVER SL,"28/03/19. SUMINISTRO DE PLACAS ""PROHIBIDO PERROS SUELTOS"" Y ""RECOGE LOS EXCREMENTOS DE TU MASCOTA"" PARA SU POSTERIOR COLOCACIÓN EN CALLES.",15/05/2019,"656,30 €",5,15350,221990
2019.0003208,MAQUIVER SL,"30/04/19. 12 ABONOS SEMANALES DEL SERVICIO BICICAS PARA LOS ARTISTAS PARTICIPANTES EN EL PROYECTO ""12 ARTISTES, 12 ESCOLES"".",29/05/2019,"79,86 €",4,32300,227990
2019.0002891,MAQUIVER SL,ABRIL 2019.  CONTRATO SERVICIO PRESTAMO DE BICICLETAS DE USO PUBLICO EN EL TERMINO MUNICIPAL DE CASTELLON. JGL 05-12-14 (FORMALIZADO 16/12/14) MODIFI.CONTRATO JGL 30/06/17 Y 01/06/18.,17/05/2019,"62.350,19 €",5,44120,227990
2019.0003361,MAQUIVER SL,ABRIL/19. CERTIF.1 (LOTE 3) ADECUACIÓN DE ZONAS DE JUEGOS INFANTILES PARA NIÑOS Y NIÑAS CON DIVERSIDAD FUNCIONAL EN DTRO.ESTE Y GRAO. PL.DEL ESPIGOL Y JARDINES DEL PUERTO DEC. 28/12/2018.,13/06/2019,"1.868,76 €",3,15341,6190219
2019.0000018,MAQUIVER SL,DICIEMBRE 18.  CONTRATO SERVICIO PRESTAMO DE BICICLETAS DE USO PUBLICO EN EL TERMINO MUNICIPAL DE CASTELLON. JGL 05-12-14 (FORMALIZADO 16/12/14) MODIFI.CONTRATO JGL 30/06/17 Y 01/06/18.,25/01/2019,"54.994,09 €",5,44120,227990
2019.0000269,MAQUIVER SL,DICIEMBRE 18. SERVICIO DE REPARTO Y SUMINISTRO DE VALLAS Y SEÑALIZACION PORTATIL EN LA VIA PUBLICA DEL TERMINO MUNICIPAL DE CASTELLON. JGL 04-08-16 (FORMALIZADO 2/09/16).,01/02/2019,"4.668,72 €",5,13300,227993
2019.0001095,MAQUIVER SL,ENERO 19. CONTRATO SERVICIO PRESTAMO DE BICICLETAS DE USO PUBLICO EN EL TERMINO MUNICIPAL DE CASTELLON. JGL 05-12-14 (FORMALIZADO 16/12/14) MODIFI.CONTRATO JGL 30/06/17 Y 01/06/18.,15/03/2019,"14.651,35 €",5,44120,227990
2019.0001116,MAQUIVER SL,ENERO 19. SERVICIO DE REPARTO Y SUMINISTRO DE VALLAS Y SEÑALIZACION PORTATIL EN LA VIA PUBLICA DEL TERMINO MUNICIPAL DE CASTELLON. JGL 04-08-16 (FORMALIZADO 2/09/16).,15/03/2019,"10.680,08 €",5,13300,227993
2019.0001749,MAQUIVER SL,FEBRERO 19.  SERVICIO DE REPARTO Y SUMINISTRO DE VALLAS Y SEÑALIZACION PORTATIL EN LA VIA PUBLICA DEL TERMINO MUNICIPAL DE CASTELLON. JGL 04-08-16 (FORMALIZADO 2/09/16).,05/04/2019,"3.633,80 €",5,13300,227993
2019.0001616,MAQUIVER SL,FEBRERO 19. CONTRATO SERVICIO PRESTAMO DE BICICLETAS DE USO PUBLICO EN EL TERMINO MUNICIPAL DE CASTELLON. JGL 05-12-14 (FORMALIZADO 16/12/14) MODIFI.CONTRATO JGL 30/06/17 Y 01/06/18.,22/03/2019,"54.994,09 €",5,44120,227990
2019.0002675,MAQUIVER SL,MARZO 19. CONTRATACION DEL MANTENIMIENTO DE ZONAS DE JUEGO DE LA CIUDAD DE CASTELLÓN. JGL 1/02/2019 (FORMALIZADO 25/02/19).,10/05/2019,"11.641,35 €",5,17000,227994
2019.0002084,MAQUIVER SL,MARZO 2019. CONTRATO SERVICIO PRESTAMO DE BICICLETAS DE USO PUBLICO EN EL TERMINO MUNICIPAL DE CASTELLON. JGL 05-12-14 (FORMALIZADO 16/12/14) MODIFI.CONTRATO JGL 30/06/17 Y 01/06/18.,18/04/2019,"54.994,09 €",5,44120,227990
2019.00025,JOAQUIN LLANSOLA SL,12/04/19. SUMINISTRO CORTINA DE LAMA PARA POLICIA LOCAL.,15/05/2019,"287,98 €",5,13230,221990
2019.000204,JOAQUIN LLANSOLA SL,"ABRIL 2019
ARRENDAMIENTO LOCAL SITO RDA MIJARES, 32 CON DESTINO ARCHIVO ADMINISTRATIVO MUNICIPAL",17/05/2019,"3.635,98 €",4,33210,20200
2019.0000843,JOAQUIN LLANSOLA SL,"DICIEMBRE 2018  ARRENDAMIENTO LOCAL SITO RDA MIJARES, 32 CON DESTINO ARCHIVO ADMINISTRATIVO MUNICIPAL",22/02/2019,"3.635,98 €",4,33210,20200
2019.0000863,JOAQUIN LLANSOLA SL,"ENERO 2019
ARRENDAMIENTO LOCAL SITO RDA MIJARES, 32 CON DESTINO ARCHIVO ADMINISTRATIVO MUNICIPAL",22/02/2019,"3.635,98 €",4,33210,20200
2019.0001754,JOAQUIN LLANSOLA SL,"FEBRERO 2019
ARRENDAMIENTO LOCAL SITO RDA MIJARES, 32 CON DESTINO ARCHIVO ADMINISTRATIVO MUNICIPAL",05/04/2019,"3.635,98 €",4,33210,20200
2019.0001692,JOAQUIN LLANSOLA SL,"MARZO 2019
ARRENDAMIENTO LOCAL SITO RDA MIJARES, 32 CON DESTINO ARCHIVO ADMINISTRATIVO MUNICIPAL",10/05/2019,"3.635,98 €",4,33210,20200
2019.00029,TRANSPORTES ALEGRE MONFERRER SL,"ABRIL 2019.  ARRENDAMIENTO, CON OPCIÓN DE COMPRA, DE UNA PALA CARGADORA CON DESTINO A BRIGADAS MUNICIPALES. JGL 09-05-14 (FORMALIZADO 15-05-14 Y ACTA ENTREGA 19-05-14).",07/06/2019,"2.635,38 €",5,92040,20300
2019.0000168,TRANSPORTES ALEGRE MONFERRER SL,"DICIEMBRE 18.  ARRENDAMIENTO, CON OPCIÓN DE COMPRA, DE UNA PALA CARGADORA CON DESTINO A BRIGADAS MUNICIPALES. JGL 09-05-14 (FORMALIZADO 15-05-14 Y ACTA ENTREGA 19-05-14).",01/02/2019,"2.635,38 €",5,92040,20300
2019.0000151,TRANSPORTES ALEGRE MONFERRER SL,"DICIEMBRE 18.  TRANSPORTE MATERIALES, UTILIZACION MAQUIN. INDUSTRIAL, RETIRADA MATERIALES ACT.MUNICIPALES, VACIADO Y LIMP.ENCAUZAMIENTOS.",28/02/2019,"17.150,00 €",5,15350,22300
2019.0000169,TRANSPORTES ALEGRE MONFERRER SL,DICIEMBRE 18. SERVICIO DE LIMPIEZA Y MANTENIMIENTO DE ACEQUIAS EN EL TERMINO MUNICIPAL DE CASTELLON.,28/02/2019,"5.615,89 €",5,17000,22700
2019.0000474,TRANSPORTES ALEGRE MONFERRER SL,DICIEMBRE/18. SERVICIO GESTION DE RESIDUOS PELIGROSOS Y NEUMATICOS PROCEDENTES LIMPIEZA TERMINO CS DEC 13/12/18 (ACEPTACION CTO 17/12/18).,19/02/2019,"956,34 €",5,16210,227992
2019.000066,TRANSPORTES ALEGRE MONFERRER SL,"ENERO 19.  ARRENDAMIENTO, CON OPCIÓN DE COMPRA, DE UNA PALA CARGADORA CON DESTINO A BRIGADAS MUNICIPALES. JGL 09-05-14 (FORMALIZADO 15-05-14 Y ACTA ENTREGA 19-05-14).",15/02/2019,"2.635,38 €",5,92040,20300
2019.0000756,TRANSPORTES ALEGRE MONFERRER SL,ENERO 19. SERVICIO DE LIMPIEZA Y MANTENIMIENTO DE ACEQUIAS EN EL TERMINO MUNICIPAL DE CASTELLON.,21/03/2019,"5.615,86 €",5,17000,22700
2019.0000932,TRANSPORTES ALEGRE MONFERRER SL,"ENERO 19. TRANSPORTE MATERIALES, UTILIZACION MAQUIN. INDUSTRIAL, RETIRADA MATERIALES ACT.MUNICIPALES, VACIADO Y LIMP.ENCAUZAMIENTOS.",18/04/2019,"17.594,71 €",5,15350,22300
2019.000151,TRANSPORTES ALEGRE MONFERRER SL,"FEBRERO 19. ARRENDAMIENTO, CON OPCIÓN DE COMPRA, DE UNA PALA CARGADORA CON DESTINO A BRIGADAS MUNICIPALES. JGL 09-05-14 (FORMALIZADO 15-05-14 Y ACTA ENTREGA 19-05-14).",22/03/2019,"2.635,38 €",5,92040,20300
2019.0001509,TRANSPORTES ALEGRE MONFERRER SL,FEBRERO 19. SERVICIO DE LIMPIEZA Y MANTENIMIENTO DE ACEQUIAS EN EL TERMINO MUNICIPAL DE CASTELLON.,18/04/2019,"5.627,07 €",5,17000,22700
2019.00023,TRANSPORTES ALEGRE MONFERRER SL,FEBRERO 19. SERVICIO GESTION DE RESIDUOS PELIGROSOS Y NEUMATICOS PROCEDENTES LIMPIEZA TERMINO CS DEC 13/12/18 (ACEPTACION CTO 17/12/18).,19/04/2019,"639,01 €",5,16210,227992
2019.0001531,TRANSPORTES ALEGRE MONFERRER SL,"FEBRERO 19. TRANSPORTE MATERIALES, UTILIZACION MAQUIN. INDUSTRIAL, RETIRADA MATERIALES ACT.MUNICIPALES, VACIADO Y LIMP.ENCAUZAMIENTOS.",18/04/2019,"16.937,70 €",5,15350,22300
2019.0002299,TRANSPORTES ALEGRE MONFERRER SL,"MARZO 19. ARRENDAMIENTO, CON OPCIÓN DE COMPRA, DE UNA PALA CARGADORA CON DESTINO A BRIGADAS MUNICIPALES. JGL 09-05-14 (FORMALIZADO 15-05-14 Y ACTA ENTREGA 19-05-14).",26/04/2019,"2.635,38 €",5,92040,20300
2019.0002302,TRANSPORTES ALEGRE MONFERRER SL,MARZO 19. SERVICIO GESTION DE RESIDUOS PELIGROSOS Y NEUMATICOS PROCEDENTES LIMPIEZA TERMINO CS DEC 13/12/18 (ACEPTACION CTO 17/12/18).,19/04/2019,"428,90 €",5,16210,227992
2019.0003181,VOLQUETES IBAÑEZ SL,"15/04/19. TRABAJOS DE REPARACIÓN Y CONSERVACIÓN DIVERSOS DE LA MAQUINARIA ADSCRITA AL NEGOCIADO DE GESTIÓN MEDIOAMBIENTAL  (TRACTOR, DESBROZADORA, ETC.).",13/06/2019,"1.816,82 €",5,17000,21300
2019.0002978,VIROSMA SL,"09/04/19. HIERRO, ALUMINIO Y ACERO INOXIDABLE PARA PRACTICAR SOLDADURAS EN EL MÓDULO DE SOLDADURA CON ELECTRODO REVESTIDO Y TIG DEL PROYECTO TE 10. CENTRO MUNICIPAL DE FORMACIÓN TETUÁN XIV. SUBVENCIÓN LABORA.DEC 20/03/19",23/05/2019,"5.976,27 €",4,24121,22199
2019.0002113,AUTOCARES MESEGUER SL,30/01/19. DESPLAZAMIENTO EN AUTOBÚS A VALENCIA DE UN GRUPO DE 13 PERSONAS (ALUMNADO Y PERSONAL ) PARA VISITA A FERIA CEVISAMA PROYECTO ET FORMEM CASTELLÓ II. DEC 22/01/2019,26/04/2019,"250,00 €",4,24123,22799
2019.0002114,AUTOCARES MESEGUER SL,"DEL 21 AL 29/03/19. SERVICIO DISCRECIONAL DE AUTOBUS IDA Y VUELTA AL AEROPUERTO DE VALENCIA, PARA EL VIAJE DE VOLUNTARIOS A GHANA QUE TENDRÁ LUGAR EN COLABORACIÓN CON EL INSTITUTO FRANCESC RIBALTA.
",30/04/2019,"350,00 €",5,23106,226990
2019.0002479,FULVIO NAVARRO E HIJOS SL,"15/03/19. MATERIALES DE OFICINA (BOLÍGRAFOS, ROTULADORES, ARCHIVADORES,..) ACTIVIDAD DOCENTE CON EL ALUMNADO PROYECTO TALLER EMPLEO CIUDAD DE LA SOLIDARIDAD X. DEC 1/03/2019",21/05/2019,"1.918,34 €",4,24121,22199
2019.0003298,FULVIO NAVARRO E HIJOS SL,"24/04/19. SUMINISTRO MATERIAL PARA LA  REALIZACIÓN DE DINÁMICAS INFORMATIVAS, FORMATIVAS Y PARTICIPATIVAS EN MATERIA DE INTERCULTURALIDAD.",03/06/2019,"633,69 €",5,23111,226990
2019.0002874,PLACIDO GOMEZ SL,"05/04/19. PREMIOS XI EDICION CONCURSO DE DIBUJO AL AIRE LIBRE ""VEN A PINTAR A LLEDO"". (SUMINISTRO DE MATERIAL ESCOLAR).",29/05/2019,"760,00 €",4,32000,48101
2019.0003343,PLACIDO GOMEZ SL,10/05/19. ADQUISICIÓN LIBROS PARA LA 2ª MOSTRA DE COETS D'AIGUA AL PLANETARIO.,03/06/2019,"629,10 €",4,33300,22609
2019.0001375,PLACIDO GOMEZ SL,25/02/18. SUMINISTRO MANUAL G.PRACTICA EN RECURSOS HUMANOS,27/03/2019,"36,85 €",3,92065,220001
2019.0001373,PLACIDO GOMEZ SL,28/02/19. MATERIAL DE PAPELERIA PARA SU USO POR POLICIA LOCAL.,08/04/2019,"226,75 €",3,92065,220001
2019.0001382,PLACIDO GOMEZ SL,"28/02/19. MATERIALES DE OFICINA (BOLÍGRAFOS, CARPETAS, ROTULADORES, GOMAS...) PARA LA ACTIVIDAD FORMATIVA DEL NIVEL 2 DEL PROYECTO T'AVALEM CASTELLÓ ENCLAU JOVE II. SUBV. SERVEF.",27/03/2019,"2.116,91 €",4,24122,22000
2019.0002835,PLACIDO GOMEZ SL,"30/04/19. SUMINISTRO MATERIAL DE DIBUJO GANADORES DEL XXIV CONCURS DE DIBUIX I PINTURA ""VICENT CASTELL DOMENECH""",29/05/2019,"250,00 €",4,32000,48102
2019.0000046,PLACIDO GOMEZ SL,31/12/18. ADQUISICIÓN AGENDAS PARA CONCEJALIA BIENESTAR SOCIAL.,25/02/2019,"167,31 €",3,92065,220001
