#ORG.,PROG.,ECON.,DESCRIPCIÓN,PRESUPUESTO INICIAL,MODIFIC.,PREVISIONES DEFINITIVAS
5.0,15360.0,21600.0,INFRAESTRUCT.-  MANTENIMIENTO FIBRA ÓPTICA,22950.0,,22950.0
5.0,15360.0,22706.0,INFRAESTRUCT.- ASIST TÉCNICA MARJAL,65620.0,,65620.0
5.0,15360.0,227991.0,INFRAESTRUCT.- REVISIÓN Y REPARACIÓN OBRAS FÁBRICA,20000.0,,20000.0
5.0,16000.0,21000.0,ALCANTARILLADO.- CONSERVACIÓN DE BOMBEOS,497500.0,,497500.0
5.0,16000.0,22700.0,ALCANTARILLADO.- LIMPIEZA ALCANTARILLADO,180000.0,,180000.0
5.0,16000.0,227060.0,ALCANTARILLADO.- ASISTENCIA TECNICA DEPURADORA,15000.0,,15000.0
5.0,16000.0,227061.0,ALCANTARILLADO.- PLAN VIGILANCIA EMISARIO SUBMARIN,36006.0,,36006.0
5.0,16000.0,227992.0,ALCANTARILLADO.- GESTIÓN FUNC MATEN. EXPL. EDAR,3157500.0,,3157500.0
5.0,16000.0,60900.0,ALCANTARILLADO 1ª TRAVESSERA MARJALERIA (2ª FASE),709439.5,,709439.5
5.0,16000.0,60901.0,ALCANTARILLADO LOS ANGELES-LOS OLIVOS,73431.0,,73431.0
5.0,16000.0,61901.0,MEJORA ENCAMISADOS Y ALCANTARILLADOS,100000.0,,100000.0
5.0,16000.0,63300.0,AMPLIAC.Y MEJORAS ESTACIONES BOMBEO ALCANTARILLADO,15000.0,,15000.0
5.0,16000.0,63301.0,MEJORAS INFRAESTRUCTURAS DE SANEAMIENTO,60000.0,,60000.0
5.0,16100.0,227993.0,ABAST.AGUA POTABLE.- CONTROL CALIDAD AGUA,12000.0,,12000.0
5.0,16210.0,227990.0,RECOGIDA RESIDUOS.- RECOGIDA BASURAS,8419322.62,,8419322.62
5.0,16220.0,227990.0,GESTIÓN RESIDUOS.- GESTIÓN RESIDUOS INERTES,17490.0,,17490.0
5.0,16220.0,227991.0,GESTIÓN RESIDUOS.- ELIMINACIÓN PILAS,25366.55,,25366.55
5.0,16230.0,227990.0,TRATAMIENTO RESIDUOS.- TRAT. Y ELIMINACIÓN RSU,5379292.0,,5379292.0
5.0,16230.0,46700.0,"CUOTA CONSORCIO PLAN ZONAL RESIDUOS II, IV Y V",17031.93,,17031.93
5.0,16300.0,22700.0,LIMPIEZA VIARIA.- LIMPIEZA VIARIA,9352606.09,,9352606.09
5.0,16500.0,21301.0,ALUMBRADO.- MANTENIMIENTO ALUMBRADO PUBLICO,1051690.32,,1051690.32
5.0,16500.0,221001.0,ALUMBRADO.- SUMINISTRO ENERGIA ELECTR. ALUMBRADO,3658426.0,,3658426.0
5.0,16500.0,221002.0,ALUMBRADO.- SUMINISTRO ENERGIA ELECTR. DEPENDENCIA,2007971.0,,2007971.0
5.0,16500.0,221990.0,ALUMBRADO.- SUMINISTRO DE MATERIAL ELÉCTRICO,231237.53,,231237.53
5.0,16500.0,227990.0,ALUMBRADO.- LUCES EXTRAORDINARIAS,183412.21,,183412.21
5.0,16500.0,48900.0,CUOTA COMITE ESPAÑOL DE ILUMINACI0N,500.0,,500.0
5.0,16500.0,61900.0,BALIZAMIENTO ALUMBRADO PÚBLICO,18000.0,,18000.0
5.0,16500.0,63301.0,MEJORA EFICIENCIA ENERGETICA EN ALUMBRADO PUBLICO,100000.0,,100000.0
5.0,17000.0,12000.0,GEST.MEDIO AMBIENTAL.- SUELDOS DEL GRUPO A1,29648.18,,29648.18
5.0,17000.0,12004.0,GEST.MEDIO AMBIENTAL.- SUELDOS DEL GRUPO C2,42311.85,,42311.85
5.0,17000.0,12005.0,GEST.MEDIO AMBIENTAL.- SUELDOS DEL GRUPO E,62042.96,,62042.96
5.0,17000.0,12006.0,GEST.MEDIO AMBIENTAL.- TRIENIOS,16460.14,,16460.14
5.0,17000.0,12009.0,GEST.MEDIO AMBIENTAL.- I.T.BASICAS,100.0,,100.0
5.0,17000.0,12100.0,GEST.MEDIO AMBIENTAL.- COMPLEMENTO DE DESTINO,78285.12,,78285.12
5.0,17000.0,12101.0,GEST.MEDIO AMBIENTAL.- COMPLEMENTO ESPECÍFICO,157879.97,,157879.97
5.0,17000.0,12103.0,GEST.MEDIO AMBIENTAL.- I.T.COMPLEM.,100.0,,100.0
5.0,17000.0,12104.0,GEST. MEDIO AMBIENTAL.- 49.73% EXTRA 2012,18798.91,,18798.91
5.0,17000.0,13000.0,GEST.MEDIO AMBIENTAL.- RETR.P.LAB.FIJO,172319.61,,172319.61
5.0,17000.0,15000.0,GEST.MEDIO AMBIENTAL.- PRODUCTIVIDADES,100.0,,100.0
5.0,17000.0,15100.0,GEST.MEDIO AMBIENTAL.- GRATIFICACIONES,1000.8,,1000.8
5.0,17000.0,16000.0,GEST.MEDIO AMBIENTAL.- SEGURIDAD SOCIAL,166525.3,,166525.3
5.0,17000.0,20400.0,GEST.MEDIO AMBIENTAL.- ARRENDAMIENTO TRANSP. AGRIC,15000.0,,15000.0
5.0,17000.0,20900.0,GEST.MEDIO AMBIENTAL.- CANON MOLI LA FONT,64890.0,,64890.0
5.0,17000.0,21000.0,GEST.MEDIO AMBIENTAL.- MANT. PARAJE MOLI LA FONT,30000.0,,30000.0
5.0,17000.0,21300.0,GEST.MEDIO AMBIENTAL.- REPARACION DE MAQUINARIA,8000.0,,8000.0
5.0,17000.0,22000.0,GEST.MEDIO AMBIENTAL.- MATERIAL DIDACTICO,3387.24,,3387.24
5.0,17000.0,22102.0,GEST.MEDIO AMBIENTAL.- CONSUMO AGUA,3000.0,,3000.0
5.0,17000.0,221990.0,GEST.MEDIO AMBIENTAL.-  SUMIN.PRODUC. RODENTICIDAS,4000.0,,4000.0
5.0,17000.0,221991.0,GEST.MEDIO AMBIENTAL.- SUMINISTROS VARIOS,15988.67,,15988.67
5.0,17000.0,22300.0,GEST.MEDIO AMBIENTAL.- SERVICIOS DE TRANSPORTE,15000.0,,15000.0
5.0,17000.0,22602.0,GEST.MEDIO AMBIENTAL.- PUBLICIDAD CAMPAÑAS,3000.0,,3000.0
5.0,17000.0,22606.0,GEST.MEDIO AMBIENTAL.-  CONGRESOS Y JORNADAS,10800.0,,10800.0
5.0,17000.0,226990.0,GEST.MEDIO AMBIENTAL.- CAMPAÑAS CIUDAD SOSTENIBLE,38500.0,,38500.0
5.0,17000.0,226991.0,GEST.MEDIO AMBIENTAL.- HUERTOS URBANOS,45000.0,,45000.0
5.0,17000.0,226992.0,GEST.  MEDIO AMBIENTAL.- BANCO DE TIERRAS,15000.0,,15000.0
5.0,17000.0,22700.0,GEST.MEDIO AMBIENTAL.- LIMP.  ALCANTAR. Y ACEQUIAS,79722.0,,79722.0
5.0,17000.0,227060.0,GEST.MEDIO AMBIENTAL.- PUBLICACIONES Y EDICIONES,4850.0,,4850.0
5.0,17000.0,227990.0,GEST.MEDIO AMBIENTAL-  CONTR POBLACIÓN DE PALOMAS,22500.0,,22500.0
5.0,17000.0,227991.0,GEST.MEDIO.AMBIENTAL.- RECOGIDA CADAVERES,24183.68,,24183.68
5.0,17000.0,227992.0,GEST.MEDIO AMBIENTAL.- PLAN VIGILANCIA MARJALERIA,43000.0,,43000.0
5.0,17000.0,227993.0,GEST.MEDIO AMBIENTAL.- SERVICO DE AUTOBUSES,2000.0,,2000.0
5.0,17000.0,48100.0,PREMIOS CONCURSO TEMATICO MEDIOAMBIENTAL,5000.0,,5000.0
5.0,17000.0,48900.0,CUOTA RED ESPAÑOLA DE CIUDADES POR EL CLIMA,300.0,,300.0
5.0,17000.0,48901.0,CUOTA AECIPE,1200.0,,1200.0
5.0,17000.0,78900.0,CONVENIO CDAD.REGANTES-DESVIO ACE.MAYOR-COSCOLLOSA,69164.03,,69164.03
5.0,17000.0,78901.0,SUBV.CDAD.REGANTES COTO ARROCERO OBRAS INFRAESTRUCTURAS RIEGOS,75000.0,,75000.0
5.0,17100.0,227060.0,PARQUES.- ESTUDIOS RESISTIVIDAD PARQUE RIBALTA,60000.0,,60000.0
5.0,17100.0,227990.0,PARQUES.- MANTENIMIENTO JARDINES,6180362.58,,6180362.58
5.0,17100.0,227991.0,PARQUES.- CAMPAÑA CONTRA EL PICUDO ROJO,25753.5,,25753.5
5.0,17100.0,227992.0,PARQUES.- MANT. ZONAS ESPARCIMIENTO CANINO (3.1),46685.0,,46685.0
5.0,17100.0,227993.0,PARQUES.-  CAMPAÑA CONTRA EL TOMICUS DESTRUENS,30000.0,,30000.0
5.0,17100.0,48900.0,CUOTA ASOC.ESPAÑOLA PARQUES Y JARDINES PUBLICOS,300.0,,300.0
5.0,17100.0,61900.0,MEJORAS PARQUES Y JARDINES,95000.0,,95000.0
5.0,17100.0,61901.0,PARAJE MOLI LA FONT,15000.0,,15000.0
5.0,17100.0,61902.0,AMPLIACIÓN Y ADECUACIÓN ZONAS DE ESPARCIMIENTO CANINO,50000.0,,50000.0
5.0,17100.0,61903.0,PLAN MEJORA PARQUE PINAR,100000.0,,100000.0
5.0,17210.0,21300.0,PROT.CONT. ACUSTICA.- CALIBRACIÓN SONÓMETROS,3600.0,,3600.0
5.0,17210.0,227060.0,PROT.CONT. ACUSTICA.- PLAN ACUSTICO MUNICIPAL,100000.0,,100000.0
5.0,17210.0,227061.0,PROT.CONT. ACUSTICA.- AUDITORÍAS ACÚSTICAS,35000.0,,35000.0
5.0,17220.0,226990.0,PYTOS.EUROPEOS SOSTENIBI.- GASTOS PROYECT. EUROPEO,50000.0,,50000.0
5.0,17220.0,48900.0,TASA ADHESION CLIMATE-KIC,22687.5,,22687.5
5.0,17220.0,62900.0,INVERSIONES TRANSITION CITIES,50000.0,,50000.0
3.0,22100.0,161040.0,PRESTACIONES.- INDEMNIZACIÓN JUBILACIÓN ANTICIPADA,44326.9,,44326.9
3.0,22100.0,16202.0,PRESTACIONES.- TRANSPORTE PERSONAL,30000.0,,30000.0
3.0,22100.0,162060.0,PRESTACIONES.- AYUDA SOCIAL Y ESTUDIOS,110250.0,,110250.0
3.0,22100.0,162090.0,PRESTACIONES.- GTOS.SOCIALES (PREMIO CONSTANCIA),12369.01,,12369.01
3.0,22100.0,162091.0,PRESTACIONES.- GTOS.SOCIALES (REN.PERM.CONDUC.),10800.0,,10800.0
3.0,22100.0,162092.0,PRESTACIONES.- AYUDA SEPELIO E INCINERACION,1760.74,,1760.74
3.0,22100.0,164000.0,PRESTACIONES.- COMPLEMENTO FAMILIAR,50000.0,,50000.0
3.0,22100.0,83000.0,PRESTACIONES.- ANTICIPOS REINTEGRABLES,175000.0,,175000.0
5.0,23100.0,12000.0,SERV.SOC Y CULT.- SUELDOS DEL GRUPO A1,29648.18,,29648.18
5.0,23100.0,12004.0,SERV.SOC Y CULT.- SUELDOS DEL GRUPO C2,8462.37,,8462.37
5.0,23100.0,12006.0,SERV.SOC Y CULT.- TRIENIOS,9284.57,,9284.57
5.0,23100.0,12009.0,SERV.SOC Y CULT.- I.T.BASICAS,100.0,,100.0
5.0,23100.0,12100.0,SERV.SOC Y CULT.- COMPLEMENTO DE DESTINO,25594.96,,25594.96
5.0,23100.0,12101.0,SERV.SOC Y CULT.- COMPLEMENTO ESPECÍFICO,81094.3,,81094.3
5.0,23100.0,12103.0,SERV.SOC Y CULT.- I.T.COMPLEM.,100.0,,100.0
5.0,23100.0,12104.0,SERV.SOC Y CULT.- 49.73% EXTRA 2012,4978.38,,4978.38
5.0,23100.0,15000.0,SERV.SOC Y CULT.- PRODUCTIVIDADES,1163.88,,1163.88
5.0,23100.0,15100.0,SERV.SOC Y CULT.- GRATIFICACIONES,100.0,,100.0
5.0,23100.0,16000.0,SERV.SOC Y CULT.- SEGURIDAD SOCIAL,37396.45,,37396.45
5.0,23100.0,20200.0,CONTRAT.SERV.SOC.- ARRENDAMIENTO INMUEBLES,553693.1,,553693.1
5.0,23101.0,12000.0,CONTRAT.SERV.SOC.- SUELDOS DEL GRUPO A1,29648.18,,29648.18
5.0,23101.0,12003.0,CONTRAT.SERV.SOC.- SUELDOS DEL GRUPO C1,9983.69,,9983.69
5.0,23101.0,12004.0,CONTRAT.SERV.SOC.- SUELDOS DEL GRUPO C2,8462.37,,8462.37
5.0,23101.0,12006.0,CONTRAT.SERV.SOC.- TRIENIOS,4584.12,,4584.12
5.0,23101.0,12009.0,CONTRAT.SERV.SOC.- I.T.BASICAS,100.0,,100.0
5.0,23101.0,12100.0,CONTRAT.SERV.SOC.- COMPLEMENTO DE DESTINO,26417.62,,26417.62
5.0,23101.0,12101.0,CONTRAT.SERV.SOC.- COMPLEMENTO ESPECÍFICO,51783.19,,51783.19
5.0,23101.0,12103.0,CONTRAT.SERV.SOC.- I.T.COMPLEM.,100.0,,100.0
5.0,23101.0,12104.0,CONTRAT.SERV.SOC.- 49.73% EXTRA 2012,3061.96,,3061.96
5.0,23101.0,15000.0,CONTRAT.SERV.SOC.- PRODUCTIVIDADES,100.0,,100.0
5.0,23101.0,15100.0,CONTRAT.SERV.SOC.- GRATIFICACIONES,100.0,,100.0
5.0,23101.0,16000.0,CONTRAT.SERV.SOC.- SEGURIDAD SOCIAL,39817.78,,39817.78
5.0,23101.0,22799.0,CONTRAT.SERV.SOC.- REVISIONES PRECIOS CONTRATOS,25000.0,,25000.0
5.0,23102.0,12000.0,SIO.- SUELDOS DEL GRUPO A1,29648.18,,29648.18
5.0,23102.0,12001.0,SIO.- SUELDOS DEL GRUPO A2,26071.18,,26071.18
5.0,23102.0,12004.0,SIO.- SUELDOS DEL GRUPO C2,8462.37,,8462.37
5.0,23102.0,12006.0,SIO.- TRIENIOS,11853.09,,11853.09
5.0,23102.0,12009.0,SIO.- I.T.BASICAS,100.0,,100.0
5.0,23102.0,12100.0,SIO.- COMPLEMENTO DE DESTINO,32952.42,,32952.42
5.0,23102.0,12101.0,SIO.- COMPLEMENTO ESPECÍFICO,69618.69,,69618.69
5.0,23102.0,12103.0,SIO.- I.T.COMPLEM.,100.0,,100.0
5.0,23102.0,12104.0,SIO.- 49.73% EXTRA 2012,5576.23,,5576.23
5.0,23102.0,15000.0,SIO.- PRODUCTIVIDADES,2798.59,,2798.59
5.0,23102.0,15100.0,SIO.- GRATIFICACIONES,100.0,,100.0
5.0,23102.0,16000.0,SIO.- SEGURIDAD SOCIAL,54305.15,,54305.15
5.0,23102.0,22000.0,SIO.- MATERIAL DE OFICINA (1.1),400.0,,400.0
5.0,23102.0,226990.0,SIO.- CAMPAÑAS SENSIBILIZACION VIOLENCIA DE GENERO (5.2),10000.0,,10000.0
5.0,23102.0,226992.0,SIO.- CAMPAÑAS PROGRAMA DE SENSIBILIZACION (3.1),42000.0,,42000.0
5.0,23102.0,226993.0,SIO.- CASAL DE LA DONA,25000.0,,25000.0
5.0,23102.0,227060.0,SIO.- EDICION REVISTA (0.8.1),3000.0,,3000.0
5.0,23102.0,227990.0,SIO.- SERVICIOS PROGRAMA DE SENSIBILIZACION,6000.0,,6000.0
5.0,23102.0,227991.0,SIO.- SERVICIOS FORMACION Y DESARROLLO PERSONAL,16000.0,,16000.0
5.0,23102.0,227994.0,SIO.- FORMACION SOBRE VIOLENCIA DE GENERO,20000.0,,20000.0
5.0,23102.0,227996.0,SIO.- ESCOLA DE MATI I VESPRADA (O.6.1),151058.37,,151058.37
5.0,23102.0,227997.0,SIO.- SERVICIOS PARA LA EJECUCION DEL PIO (0.7.1),5000.0,,5000.0
5.0,23102.0,48100.0,PREMIOS PROGRAMA DE SENSIBILIZACION,3000.0,,3000.0
5.0,23102.0,48900.0,SUBVENCIONES PROMOCION  DE LA IGUALDAD,23050.0,,23050.0
5.0,23102.0,48901.0,PROMOCION IGUALDAD. FUNDACION ISONOMIA,6000.0,,6000.0
5.0,23103.0,12000.0,GPTA.- SUELDOS DEL GRUPO A1,14824.09,,14824.09
5.0,23103.0,12001.0,GPTA.- SUELDOS DEL GRUPO A2,13035.59,,13035.59
5.0,23103.0,12004.0,GPTA.- SUELDOS DEL GRUPO C2,8462.37,,8462.37
5.0,23103.0,12006.0,GPTA.- TRIENIOS,6586.6,,6586.6
5.0,23103.0,12009.0,GPTA.- I.T.BASICAS,100.0,,100.0
5.0,23103.0,12100.0,GPTA.- COMPLEMENTO DE DESTINO,19525.93,,19525.93
5.0,23103.0,12101.0,GPTA.- COMPLEMENTO ESPECÍFICO,41213.56,,41213.56
5.0,23103.0,12103.0,GPTA.- I.T.COMPLEMEN.,100.0,,100.0
5.0,23103.0,12104.0,GPTA.- 49.73% EXTRA 2012,3310.99,,3310.99
5.0,23103.0,15000.0,GPTA.- PRODUCTIVIDADES,100.0,,100.0
5.0,23103.0,15100.0,GPTA.- GRATIFICACIONES,100.0,,100.0
5.0,23103.0,16000.0,GPTA.- SEGURIDAD SOCIAL,34307.73,,34307.73
5.0,23103.0,226990.0,GPTA/PIO.- CAMPAÑA PREVENCIO VIH (01.06),485.0,,485.0
5.0,23103.0,226991.0,GPTA.- PREVENCION ESCOLAR BASADO EN EL CINE,48160.64,,48160.64
5.0,23103.0,48900.0,SUBVENCIONES ONG'S (PROGRAMA DROGODEPENDENCIA),100000.0,,100000.0
5.0,23104.0,12001.0,COORD.PROGRAM.- SUELDOS DEL GRUPO A2,299818.57,,299818.57
5.0,23104.0,12003.0,COORD.PROGRAM.- SUELDOS DEL GRUPO C1,9983.69,,9983.69
5.0,23104.0,12004.0,COORD.PROGRAM.- SUELDOS DEL GRUPO C2,16924.74,,16924.74
5.0,23104.0,12006.0,COORD.PROGRAM.- TRIENIOS,45671.24,,45671.24
5.0,23104.0,12009.0,COORD.PROGRAM.- I.T.BASICAS,100.0,,100.0
5.0,23104.0,12100.0,COORD.PROGRAM.- COMPLEMENTO DE DESTINO,161572.69,,161572.69
5.0,23104.0,12101.0,COORD.PROGRAM.- COMPLEMENTO ESPECÍFICO,327944.12,,327944.12
5.0,23104.0,12103.0,COORD.PROGRAM.- I.T.COMPLEM.,100.0,,100.0
5.0,23104.0,12104.0,COORD.PROGRAM.- 49.73% EXTRA 2012,28083.27,,28083.27
5.0,23104.0,15000.0,COORD.PROGRAM.- PRODUCTIVIDADES,2030.13,,2030.13
5.0,23104.0,15100.0,COORD.PROGRAM.- GRATIFICACIONES,59.51,,59.51
5.0,23104.0,16000.0,COORD.PROGRAM.- SEGURIDAD SOCIAL,279097.37,,279097.37
5.0,23104.0,21200.0,COORD.PROGRAM.- VIVIENDAS SOCIALES,847.0,,847.0
5.0,23104.0,227990.0,COORD.PROGRAM.- SERVICIO MUNIC TRANSP. ADAPTADO,522240.0,,522240.0
5.0,23104.0,227991.0,COORD.PROGRAM.- MEDIACION RECLAMACIONES,2910.0,,2910.0
5.0,23104.0,48100.0,BECA TRABAJO SOCIAL,20697.8,,20697.8
5.0,23104.0,48901.0,CTRO.SOCIOCUL.SAN AGUSTIN(FUND.PUNJAB),38988.0,,38988.0
5.0,23104.0,48902.0,ALBERGUE MUN.TRANS.(CARITAS DIOCESANA DE SEGORBE),544496.44,,544496.44
5.0,23104.0,48903.0,COMEDOR SOCIAL  (OSIM),24863.88,,24863.88
5.0,23104.0,48904.0,CONVENIO ASOC.FAMILIARES DE ENFERMOS MENTALES,12000.0,,12000.0
5.0,23104.0,48905.0,SUBV.BANCO ALIMENTOS DE CRUZ ROJA,15000.0,,15000.0
5.0,23104.0,48906.0,HOGAR VIRGEN DE LIDON(HNAS.ANCIANOS DESAMPARADOS),50000.0,,50000.0
5.0,23104.0,48907.0,ASOC.BANCO DE ALIMENTOS,15000.0,,15000.0
5.0,23104.0,48908.0,COMEDOR PADRE RICARDO (OSIM),30000.0,,30000.0
5.0,23104.0,48909.0,CTRO.DIA LA PINEDA(AS.FAM.EMFER.ALZEIMER),8717.95,,8717.95
5.0,23104.0,48910.0,ACTIVID.DE OCIO (ASPROPACE),8426.28,,8426.28
5.0,23104.0,48911.0,PROY.RESPIRO FAMIL.(AS.PADRES NIÑOS AUTISTAS),20299.13,,20299.13
5.0,23104.0,48912.0,ALOJAMIENTO ALTERN.PUEN (CONG.HIJAS CARIDAD S.VTE.,38890.48,,38890.48
5.0,23104.0,48915.0,PROY.SOCIOSANITARIO CTRO.S.MARILLACH(CIA.HIJAS CAR,6790.41,,6790.41
5.0,23105.0,12001.0,UNIDAD DEL MAYOR.- SUELDOS DEL GRUPO A2,13035.59,,13035.59
5.0,23105.0,12003.0,UNIDAD DEL MAYOR.- SUELDOS DEL GRUPO C1,9983.69,,9983.69
5.0,23105.0,12006.0,UNIDAD DEL MAYOR.- TRIENIOS,4848.0,,4848.0
5.0,23105.0,12009.0,UNIDAD DEL MAYOR.- I.T.BASICAS,100.0,,100.0
5.0,23105.0,12100.0,UNIDAD DEL MAYOR.- COMPLEMENTO DE DESTINO,12117.27,,12117.27
5.0,23105.0,12101.0,UNIDAD DEL MAYOR.- COMPLEMENTO ESPECÍFICO,25485.11,,25485.11
5.0,23105.0,12103.0,UNIDAD DEL MAYOR.- I.T.COMPLEM.,100.0,,100.0
5.0,23105.0,12104.0,UNIDAD DEL MAYOR..- 49.73% EXTRA 2012,2129.49,,2129.49
5.0,23105.0,15000.0,UNIDAD DEL MAYOR.- PRODUCTIVIDADES,1432.17,,1432.17
5.0,23105.0,15100.0,UNIDAD DEL MAYOR.- GRATIFICACIONES,100.0,,100.0
5.0,23105.0,16000.0,UNIDAD DEL MAYOR.- SEGURIDAD SOCIAL,23072.91,,23072.91
5.0,23105.0,22000.0,UNIDAD DEL MAYOR.- MATERIAL PARA LABORES VOLUNTARIADO,500.0,,500.0
5.0,23105.0,221990.0,UNIDAD DEL MAYOR.- SUMINISTROS HUERTOS URBANOS,850.0,,850.0
5.0,23105.0,22400.0,UNIDAD DEL MAYOR.- SEGURO ACCIDENTES,300.0,,300.0
5.0,23105.0,226060.0,UNIDAD DEL MAYOR.- PROYECTOS VOLUNTARIADO,1000.0,,1000.0
5.0,23105.0,226990.0,UNIDAD DEL MAYOR.- ACTIVIDADES DE SENSIBILIZACION (4.1),8450.0,,8450.0
5.0,23105.0,226991.0,UNIDAD DEL MAYOR.- ACTIVIDADES PROMOCION VOLUNTARIADO,5500.0,,5500.0
5.0,23105.0,226992.0,UNIDAD DEL MAYOR.- ACTIVIDADES OCIO Y TIEMPO LIBRE,5490.0,,5490.0
5.0,23105.0,226993.0,UNIDAD DEL MAYOR.- RED CIUDAD AMIGABLES,1500.0,,1500.0
5.0,23105.0,227991.0,UNIDAD DEL MAYOR.- CAMPAÑAS DEPORTIVAS Y TALLERES SOCIOC,189990.2,,189990.2
5.0,23105.0,227992.0,UNIDAD DEL MAYOR.- AULAS DE MAYORES,86528.0,,86528.0
5.0,23105.0,227993.0,UNIDAD DEL MAYOR.- ASESORAMIENTO JURÍDICO,2103.03,,2103.03
5.0,23105.0,227995.0,UNIDAD DEL MAYOR.- GESTION CENTRO MAYORES COLUMBRETES (6.4),213067.8,,213067.8
5.0,23105.0,48900.0,SUBVENCIONES MUNICIPALES ASOC. GENTE MAYOR,27550.0,,27550.0
5.0,23105.0,48901.0,CUOTA FED.VALENCIA AULAS DE MAYORES,80.0,,80.0
5.0,23106.0,12001.0,COOP.SOCIAL.- SUELDOS DEL GRUPO A2,26071.18,,26071.18
5.0,23106.0,12003.0,COOP.SOCIAL.- SUELDOS DEL GRUPO C1,9983.69,,9983.69
5.0,23106.0,12006.0,COOP.SOCIAL.- TRIENIOS,12000.62,,12000.62
5.0,23106.0,12009.0,COOP.SOCIAL.- I.T.BASICAS,100.0,,100.0
5.0,23106.0,12100.0,COOP.SOCIAL.- COMPLEMENTO DE DESTINO,19326.41,,19326.41
5.0,23106.0,12101.0,COOP.SOCIAL.- COMPLEMENTO ESPECÍFICO,40354.55,,40354.55
5.0,23106.0,12103.0,COOP.SOCIAL.- I.T.COMPLEM.,100.0,,100.0
5.0,23106.0,12104.0,COOP. SOCIAL.- 49.73% EXTRA 2012,3311.02,,3311.02
5.0,23106.0,15000.0,COOP.SOCIAL.- PRODUCTIVIDADES,100.0,,100.0
5.0,23106.0,15100.0,COOP.SOCIAL.- GRATIFICACIONES,100.0,,100.0
5.0,23106.0,16000.0,COOP.SOCIAL.- SEGURIDAD SOCIAL,32915.02,,32915.02
5.0,23106.0,22400.0,COOP.SOCIAL.- SEGURO VOLUNTARIOS,1000.0,,1000.0
5.0,23106.0,226990.0,COOP.SOCIAL.- SENSIBILIZACIÓN PARA LA SOLIDARIDAD,10000.0,,10000.0
5.0,23106.0,226991.0,COOP.SOCIAL.- PROGR MUNICIPAL VOLUNTARIADO SOCIAL,5000.0,,5000.0
5.0,23106.0,48100.0,PREMIOS SENSIBILIZACION SOLIDARIDAD,2140.0,,2140.0
5.0,23106.0,48900.0,SUBV.ONG's CARACTER SOCIAL,180000.0,,180000.0
5.0,23106.0,48901.0,SUBV.ONG's COOPERACION AL DESARROLLO,100000.0,,100000.0
5.0,23106.0,48902.0,AYUDA HUMANITARIA,9500.0,,9500.0
5.0,23106.0,48903.0,SUBVENCION SMARA,5605.0,,5605.0
5.0,23106.0,48904.0,SUBVENCION ANIUKCAS,1995.0,,1995.0
5.0,23107.0,12001.0,DEPENDENCIA.- SUELDOS DEL GRUPO A2,13035.59,,13035.59
5.0,23107.0,12003.0,DEPENDENCIA.- SUELDOS DEL GRUPO C1,9983.69,,9983.69
5.0,23107.0,12004.0,DEPENDENCIA.- SUELDOS DEL GRUPO C2,8462.37,,8462.37
5.0,23107.0,12006.0,DEPENDENCIA.- TRIENIOS,6736.72,,6736.72
5.0,23107.0,12009.0,DEPENDENCIA.- I.T.BASICAS,100.0,,100.0
5.0,23107.0,12100.0,DEPENDENCIA.- COMPLEMENTO DE DESTINO,18691.38,,18691.38
5.0,23107.0,12101.0,DEPENDENCIA.- COMPLEMENTO ESPECÍFICO,37051.53,,37051.53
5.0,23107.0,12103.0,DEPENDENCIA.- I.T.COMPLEM.,100.0,,100.0
5.0,23107.0,12104.0,DEPENDENCIA.- 49.73% EXTRA 2012,9573.9,,9573.9
5.0,23107.0,13100.0,DEPENDENCIA.- RETRIBUCIONES,188838.72,,188838.72
5.0,23107.0,13101.0,DEPENDENCIA.- INDEMNIZACIÓN,26687.06,,26687.06
5.0,23107.0,15000.0,DEPENDENCIA.- PRODUCTIVIDADES,100.0,,100.0
5.0,23107.0,15100.0,DEPENDENCIA.- GRATIFICACIONES,100.0,,100.0
5.0,23107.0,16000.0,DEPENDENCIA.- SEGURIDAD SOCIAL,112173.46,,112173.46
5.0,23107.0,22112.0,DEPENDENCIA.- SERVICIO TELEAYUDA DOMICILIARIA,50900.0,,50900.0
5.0,23107.0,227990.0,DEPENDENCIA.- SERVICIO MAJOR A CASA,53244.23,,53244.23
5.0,23107.0,227991.0,DEPENDENCIA.- SERVICIO MENJAR A CASA,30109.61,,30109.61
5.0,23107.0,227992.0,DEPENDENCIA.- SERVICIO AYUDA DOMICILIO POLIVALENTE,1289418.0,,1289418.0
5.0,23108.0,12001.0,EMERG.SOCIAL.- SUELDOS DEL GRUPO A2,13035.59,,13035.59
5.0,23108.0,12003.0,EMERG.SOCIAL.- SUELDOS DEL GRUPO C1,9983.69,,9983.69
5.0,23108.0,12004.0,EMERG.SOCIAL.- SUELDOS DEL GRUPO C2,50774.22,,50774.22
5.0,23108.0,12006.0,EMERG.SOCIAL.- TRIENIOS,2105.09,,2105.09
5.0,23108.0,12009.0,EMERG.SOCIAL.- I.T.BASICAS,100.0,,100.0
5.0,23108.0,12100.0,EMERG.SOCIAL.- COMPLEMENTO DE DESTINO,46603.04,,46603.04
5.0,23108.0,12101.0,EMERG.SOCIAL.- COMPLEMENTO ESPECÍFICO,84093.24,,84093.24
5.0,23108.0,12103.0,EMERG.SOCIAL.- I.T.COMPLEM.,100.0,,100.0
