#Número registro,Nombre tercero,Descripción,Fecha contable,Importe bruto,Orgánica,Programa,Económica
2013.0000092,"ACUSTICA Y TELECOMUNICACIONES, S.L.","10/12/12. SERVICIO ""ESTUDIO DE EVALUACION AMBIENTAL EN ZONA TASCAS DE CASTELLON""",25/04/2013,"3.630,00 €",6,15125,227060
2013.0002542,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,15/04/13. ACTUACIÓN JAZZ TRIO DENTRO DE LA CAMPAÑA LOS LUNES CONCIERTO.,18/06/2013,"700,00 €",5,33400,226090
2013.0002543,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,MAYO/13. INSERCIÓN DE PUBLICIDAD INSTITUCIONAL EN LA REVISTA CASTELLÓ.,18/06/2013,"749,99 €",5,33400,226020
2013.0002544,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,MAYO/13. EDICIÓN E IMPRESIÓN DE 1700 AGENDAS CULTURALES.,18/06/2013,"508,20 €",5,33400,226020
2013.0002546,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ORGANIZACIÓN DE EXCURSIONES ESTUDIOS DE ARTISTAS DE CASTELLÓN Y VISITAS GUIADAS A VILAFAMÉS.,18/06/2013,"580,80 €",5,33400,226094
2013.0002547,IMPRENTA ROSELL SL,"EDICIÓN, IMPRESIÓN Y ENCUADERNACIÓN DE 350 EJEMPLARES DE LA PUBLICACIÓN ""LAS OBRAS DE LA CONCATEDRAL. UNA AVENTURA APASIONANTE"".",18/06/2013,"3.536,00 €",5,33400,227063
2013.0002548,"HORMA QUALITY SERVICE, S.L.",10/05/13. ORGANIZACIÓN DE LA VII NIT DE L'ART.,18/06/2013,"6.258,62 €",5,33400,226090
2013.0002550,ASOC. MUSICAL VIRGEN DE LA ERMITANA,21/04/13. CONCIERTO DENTRO DE LA 11ª CAMPAÑA CONCERTS AL TEMPLET DE CASTELLO. DEC 18/04/13,12/06/2013,"1.100,00 €",5,33400,226090
2013.0002558,ALQUILER TEXTIL CASTELLON SL,"ALQUILER, TRANSPORTE Y MONTAJE DE LA CARPA GIGANTE DE LA XIX FIRA DEL LLIBRE.",18/06/2013,"7.450,01 €",5,33400,226090
2013.0002576,"ESBOZOS TOT EN ART, S.L.","SUMINISTRO DE PLASTICOS, ACRILICOS Y LOS SPRAYS DE PINTURA NECESARIOS PARA LA CONFECCIÓN DEL MURAL EFÍMERO PARA LA NIT DE L'ART.",21/06/2013,"222,19 €",5,33400,226090
2013.0002577,FORMAT G 10  SL,"IMPRESIÓN DE FOTOGRAFÍAS, UN BLISTER DE COLGADORES ADHESIVOS Y UN VINILO DE CORTE PARA LA EXPOSICIÓN ""TRES MIRADAS DE MUJER"".",21/06/2013,"443,56 €",5,33400,227062
2013.0002578,ZONA LIMITE CASTELLON SL,ELABORACIÓN DEL BANNER Y SOPORTE PARA LA CASETA DE LA FERIA DEL LIBRO 2013.,21/06/2013,"66,55 €",5,33400,226090
2013.0002612,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"MAYO/13,  DESARROLLOS LOGOS, EXPO MANOLO CRUZADO, FESTIVAL MAGIA, EXPO BANDERAS. DEC. 05-09-12",18/06/2013,"2.222,84 €",5,33400,227990
2013.0002634,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,14 Y 21/04/13. ALQUILER SILLAS DENTRO DE LA 11ª CAMPAÑA CONCERTS AL TEMPLET DE CASTELLO. DEC 18/04/13,27/06/2013,"968,00 €",5,33400,226090
2013.0002635,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,24/03/13. GRABACIÓN DEL ORATORIO POÉTICO MUSICAL TENEBRES DE MIQUEL PERIS I SEGARRA.,27/06/2013,"332,75 €",5,33400,226090
2013.0002636,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DEL 22/04 AL 07/05/13. ALQUILER MESAS Y SILLAS PARA LA XIX FIRA DEL LLIBRE.,27/06/2013,"1.500,40 €",5,33400,226090
2013.0002637,"APLISON, S.L.",ELABORACIÓN DE TRANSPARENCIAS PARA LA PROCLAMACIÓN DE LOS PREMIOS CIUDAD DE CASTELLÓN 2013.,27/06/2013,"1.234,20 €",5,33400,226990
2013.0002639,"BERENGUER Y DIAZ, S.L",OCTUBRE/12. AFINACIÓN DEL ÓRGANO PARA LA CELEBRACIÓN DEL APLEC DE CORALS 2012 EN EL AUDITORIO.,07/11/2013,"157,90 €",5,33400,226090
2013.0002641,IMPRENTA ROSELL SL,"IMPRESIÓN DE MUPIS DE LA CAMPAÑA ""CASTELLÓ NEGRE 2013"" EN LAS MARQUESINAS DE AUTOBÚS DE CASTELLÓN.",27/06/2013,"575,96 €",5,33400,226090
2013.0002642,ZONA LIMITE CASTELLON SL,ELABORACIÓN DEL BANNER PARA LA INAUGURACIÓN Y DIFUSIÓN EN LA FACHADA DEL MUSEU D'ETNOLOGÍA DE LA EXPOSICIÓN DE BANDERAS DE ESPAÑA.,27/06/2013,"24,20 €",5,33400,226090
2013.0002687,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,12/05/13. COMIDA CON MOTIVO DE LA CELEBRACIÓN DEL 30é FESTIVAL DE DANSES DE L'ANTIGA CORONA D'ARAGO. DEC 5/08/13,27/06/2013,"1.500,00 €",5,33400,226090
2013.0002688,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,PARTICIPACIÓN DENTRO DEL 30é FESTIVAL DE DANSES DE L'ANTIGA CORONA D'ARAGO.  DEC 8/05/13,11/07/2013,"80,00 €",5,33400,226090
2013.0002690,AUTOCARES Y MICROBUSES AZAHAR 2 SL,10 Y 13/05/13. SERVICIO DISCRECIONAL DE AUTOBUS PARA EL TRASLADO DE LOS PARTICIPANTES DENTRO DEL 30é FESTIVAL DE DANSES DE L'ANTIGA CORONA D'ARAGO. DEC 8/05/13,27/06/2013,"529,63 €",5,33400,226090
2013.0002692,AUTOCARES Y MICROBUSES AZAHAR 2 SL,"8, 10, 12 Y 13/05/13. SERVICIO DISCRECIONAL DE AUTOBUS DE LOS PARTICIPANTES EN EL 30é FESTIVAL DE DANSES DE L'ANTIGA CORONA D'ARAGO. DEC 8/05/13",27/06/2013,"1.059,26 €",5,33400,226090
2013.0002693,AUTOCARES Y MICROBUSES AZAHAR 2 SL,DEL 9 AL 12/05/13. SERVICIO DISCRECIONAL DE AUTOBUS DE LOS PARTICIPANTES EN EL 30é FESTIVAL DE DANSES DE L'ANTIGA CORONA D'ARAGO. DEC 8/05/13,27/06/2013,"2.328,59 €",5,33400,226090
2013.0002733,"COMUNICACION Y MEDIOS DE LEVANTE, S.L. /GRUPO ZETA","MAYO/13, REDACCION, EDICION, IMPRESION Y REPARTO DE UN PERIODICO DE INFORMACION LOCAL. DEC.31-05-12",27/06/2013,"6.151,85 €",5,33400,227060
2013.0002837,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,PONENCIA Y PRESENTACIÓN SOBRE LA NOVELA ANTIRRESURRECCIÓN DENTRO DE CASTELLÓ NEGRE.,11/07/2013,"380,00 €",5,33400,226090
2013.0002838,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"PONENCIA Y PRESENTACIÓN SOBRE LA NOVELA DON DE LENGUAS DENTRO DE LA CAMPAÑA CASTELLO, NEGRE.",11/07/2013,"380,00 €",5,33400,226090
2013.0002840,INNOVACIO DIGITAL CASTELLO SL,IMPRESIÓN PROGRAMAS DE MANO E INVITACIONES PARA LA CAMPAÑA LOS LUNES CONCIERTO 1ª PARTE CICLO DE PRIMAVERA.,11/07/2013,"1.323,74 €",5,33400,226090
2013.0002851,COLLA DOLÇAINERS I TABALETERS DE CASTELLO,"ACTUACIÓN DENTRO DEL 30é FESTIVAL DE DANSES DE L'ANTIGA CORONA D'ARAGO 10, 11 Y 12 MAYO 2013. DEC 8/05/13",04/07/2013,"550,00 €",5,33400,226090
2013.0002852,"BOXI CASTELLON, S.L.","DEL 11 AL 13/05/13. ALQUILER WC PARA LA CELEBRACIÓN DEL 30é FESTIVAL DE DANSES DE L'ANTIGA CORONA D'ARAGO 10, 11 Y 12 MAYO 2013. DEC 8/05/13",04/07/2013,"417,45 €",5,33400,226090
2013.0002854,INMOBILIARIA COSTA DE AZAHAR SA,"DEL 9 AL 13/05/13. ALOJAMIENTO PARTICIPANTESGRUPO DANZAS EN EL 30é FESTIVAL DE DANSES DE L'ANTIGA CORONA D'ARAGO 10, 11 Y 12 MAYO 2013. DEC 8/05/13",04/07/2013,"2.768,08 €",5,33400,226090
2013.0002855,INMOBILIARIA COSTA DE AZAHAR SA,"DEL 11 AL 12/05/13. ALOJAMIENTO DE LA AS. CULTURAL C. AMANTES PARTICIPANTES EN EL 30é FESTIVAL DE DANSES DE L'ANTIGA CORONA D'ARAGO 10, 11 Y 12 MAYO 2013.ALOJAMIENTO, DESAYUNO Y PENSION GRUPOS . DEC 8/05/13",04/07/2013,"1.632,00 €",5,33400,226090
2013.0002856,AUTOCARES Y MICROBUSES AZAHAR 2 SL,"12/05/13. SERVICIO DISCRECIONAL DE AUTOBUS DE LOS PARTICIPANTES AL 30é FESTIVAL DANSES L'ANTIGA CORONA D'ARAGO.10,11 Y 12 DE MAYO'2013. DEC 8/05/13",04/07/2013,"264,00 €",5,33400,226090
2013.0002857,INMOBILIARIA COSTA DE AZAHAR SA,"DEL 10 AL 12/05/13. ALOJAMIENTO PARTICIPANTES REBOST DE MAÓ EN EL 30é FESTIVAL DE DANSES DE L'ANTIGA CORONA D'ARAGO 10, 11 Y 12 MAYO 2013. DEC 8/05/13",04/07/2013,"1.496,00 €",5,33400,226090
2013.0002858,INMOBILIARIA COSTA DE AZAHAR SA,"DEL 11 AL 12/05/13. ALOJAMIENTO PARTICIPANTES GRUP PARACOTA EN EL 30é FESTIVAL DE DANSES DE L'ANTIGA CORONA D'ARAGO 10, 11 Y 12 MAYO 2013. DEC 8/05/13",04/07/2013,"876,00 €",5,33400,226090
2013.0002859,INMOBILIARIA COSTA DE AZAHAR SA,"DEL 10 AL 13/05/13. ALOJAMIENTO PARTICIPANTES GRUPO ETNOGRAFICO EN EL 30é FESTIVAL DE DANSES DE L'ANTIGA CORONA D'ARAGO 10, 11 Y 12 MAYO 2013. DEC 8/05/13",04/07/2013,"2.388,00 €",5,33400,226090
2013.0002861,INMOBILIARIA COSTA DE AZAHAR SA,"DEL 10 AL 12/05/13. ALOJAMIENTO PARTICIPANTES GRUPO DANZAS MANALTIAL EN EL 30é FESTIVAL DE DANSES DE L'ANTIGA CORONA D'ARAGO 10, 11 Y 12 MAYO 2013. DEC 8/05/13",04/07/2013,"1.632,00 €",5,33400,226090
2013.0002862,INMOBILIARIA COSTA DE AZAHAR SA,"DEL 9 AL 13/05/13. ALOJAMIENTO PARTICIPANTES GRUPO DANZAS GRECIA EN EL 30é FESTIVAL DE DANSES DE L'ANTIGA CORONA D'ARAGO 10, 11 Y 12 MAYO 2013. DEC 8/05/13",04/07/2013,"599,94 €",5,33400,226090
2013.0002864,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"12/05/13. COMIDA CON PARTICIPANTES EN EL 30é FESTIVAL DANSES L'ANTIGA CORONA D'ARAGO.10,11 Y 12 DE MAYO'2013. DEC 8/05/13",04/07/2013,"300,00 €",5,33400,226090
2013.0002881,"GORKA HOSTELERIA CASTELLON, SLV","11/05/13. REFRIGERIO CON MOTIVO DEL 30é FESTIVAL DE DANSES DE L'ANTIGA CORONA D'ARAGO 10, 11 Y 12 MAYO 2013. DEC 8/05/13",04/07/2013,"250,00 €",5,33400,226090
2013.0002882,"GORKA HOSTELERIA CASTELLON, SLV",11/05/13. REFRIGERIO CON MOTIVO DE LA CELEBRACIÓN DEL APLEC DE DOLÇAINERS. DEC 8/05/13,04/07/2013,"900,00 €",5,33400,226090
2013.0002883,LEVANTE ESPECTACULOS SL,"11 Y 12/05/13. ALQUILER ESCENARIO, MESAS Y SILLAS CON MOTIVO DE LA CELEBRACIÓN DEL 30é FESTIVAL DE DANSES DE L'ANTIGA CORONA D'ARAGO 10, 11 Y 12 MAYO 2013. DEC 8/05/13",04/07/2013,"2.057,00 €",5,33400,226090
2013.0002888,"AS.CULT. I GATRONOMICA GRUP TEATRE ""L'ENFILAT""","19 Y 20/01/13. ACTUACIÓN DENTRO DE LA 2ª PARTE DE 21º CAMPAÑA CULTURAL TEATRO AMATEUR ""CASTELLO A ESCENA, INVIERNO'13"". DEC 17/01/13",04/07/2013,"960,00 €",5,33400,226090
2013.0002889,INSTALACIONES TURISTICAS COSTERAS SA,DEL 23 AL 24/04/13. ALOJAMIENTO DE LOS GANADORES DEL PREMIO LITERATURA INFANTIL ILUSTRADA.,11/07/2013,"180,00 €",5,33400,226990
2013.0002899,"PROYECTO CULTURAL CASTELLON, S.A.","10/05/13. ALQUILER DEL TEATRO PRINCIPAL CON MOTIVO DEL ACTO INAUGURAL DEL 30é FESTIVAL DE DANSES DE L'ANTIGA CORONA D'ARAGO 10, 11 Y 12 MAYO 2013. DEC 8/05/13",04/07/2013,"2.180,00 €",5,33400,20201
2013.0002900,CIVIS HOTELES SA,08/05/13. ALOJAMIENTO FERNANDO ANTONIO MARIAS AMONDO DENTRO DE LA  SEMANA DEL GENERO NEGRO Y POLICIACO EN CASTELLON.,11/07/2013,"185,01 €",5,33400,226090
2013.0002901,CIVIS HOTELES SA,16 Y 17/05/13. CENA Y ALMUERZO DE J. RAMÓN BIEDMA DENTRO DE LA  SEMANA DEL GENERO NEGRO Y POLICIACO EN CASTELLON.,11/07/2013,"147,41 €",5,33400,226090
2013.0002902,CIVIS HOTELES SA,16 A 18/05/13. ALOJAMIENTO JUAN RAMON BIEDMA GARCIA DENTRO DE LA  SEMANA DEL GENERO NEGRO Y POLICIACO EN CASTELLON.,11/07/2013,"45,00 €",5,33400,226090
2013.0002903,CIVIS HOTELES SA,17 Y 18/05/13. ALOJAMIENTO MARIA RODA RIBAS MOLINE DENTRO DE LA  SEMANA DEL GENERO NEGRO Y POLICIACO EN CASTELLON.,11/07/2013,"45,00 €",5,33400,226090
2013.0002905,INSTALACIONES TURISTICAS COSTERAS SA,23 Y 24/04/13. SERVICIO DE PARKING PARA LOS PREMIADOS DURANTE LA GALA DE LOS PREMIOS CIUDAD DE CASTELLÓN.,11/07/2013,"20,00 €",5,33400,226090
2013.0002906,"COLOR IMPRES, S.L.U.","EDICION,IMPRESION Y ENCUADERNACION 350 EJEMPLARES DE LA PUBLICACION ""JOAN BAPTISTA VALLS.OBRA LITERARIA""",11/07/2013,"2.939,04 €",5,33400,227063
2013.0002908,"COLOR IMPRES, S.L.U.",EDICION LIBRO COLEC.MUNIC.COLUMNA Nº 45 PREMIO RELATOS DE MUJERES 2013.,11/07/2013,"1.350,96 €",5,33400,227063
2013.0002909,"COLOR IMPRES, S.L.U.",PUBLICIDAD IMPRESA PARA LA 17ª CONVOCATORIA NACIONAL DE DANZA CIUDAD DE CASTELLON.,11/07/2013,"814,20 €",5,33400,226090
2013.0002911,"COLOR IMPRES, S.L.U.",IMPRESIÓN DE 500 FOLLETOS PARA LA PROCLAMACIÓN DE LOS PREMIOS CIUDAD DE CASTELLÓN 2013.,11/07/2013,"216,59 €",5,33400,226990
2013.0002912,"COLOR IMPRES, S.L.U.",IMPRESIÓN 500 TARJETONES INVITACIÓN DE LA EXPOSICIÓN HÀBITAT ARTÍSTIC 2013.,11/07/2013,"95,59 €",5,33400,226094
2013.0002913,ABACUS SOCIEDAD COPP CATALANA LIMITADA,"MATERIAL PARA SU USO EN LA INTERVENCIÓN Y RECITAL POÉTICO NIT DE POESÍA DENTRO DE LA NIT DE L'ART, COMPENSACION SEGUN DECRETO FECHA 07-08-2013.",11/07/2013,"70,29 €",5,33400,226090
2013.0002914,CLEMENTE PIANOS SL,29/04 Y 06/05/13. AFINACIONES DEL PIANO DE COLA DEL CASINO ANTIGUO PARA LA CAMPAÑA LOS LUNES CONCIERTO.,11/07/2013,"260,00 €",5,33400,226090
2013.0002915,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,JUNIO/13. EDICION E IMPRESION DE 1700 AGENDAS CULTURALES,11/07/2013,"508,20 €",5,33400,226020
2013.0002916,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,30/04/13. TALLERES DE ARTE Y RECICLAJE PARA NIÑOS EN EL MUSEU DE LA MAR DEL GRAO.,11/07/2013,"225,00 €",5,33400,226090
2013.0002942,SOLUCIONES ESTRATEGICAS SLU,"GASTOS DE PROMOCIÓN SOCIOCULTURAL, GESTIÓN DE REDES SOCIALES Y WEB, PLANIFICACIÓN Y GESTIÓN DE LA PROGRAMACIÓN DE CASTELLÓ NEGRE 2013.",11/07/2013,"1.566,95 €",5,33400,226090
2013.0002943,"CANOS IMPRESSORS, S.L.",IMPRESIÓN CARTELES Y DÍPTICOS PUBLICITARIOS PARA LA TROBADA DE BÉSTIES DE FOC.,11/07/2013,"744,15 €",5,33400,226090
2013.0002944,GENERADORES INDUSTRIALES ELECTRICOS SL,"25 Y 26/05/13. ALQUILER DE UN GRUPO ELECTRÓGENO PARA EL VII FESTIVAL CELTA ROCK, COMPENSACION SEGUN DECRETO FECHA 07-08-2013.",11/07/2013,"364,82 €",5,33400,226090
2013.0002945,POLY-KLYN SL,25/05/13. ALQUILER DE UNA CABINA SANITARIA PARA EL VII FESTIVAL CELTA ROCK.,11/07/2013,"151,25 €",5,33400,226090
2013.0002946,"GORKA HOSTELERIA CASTELLON, SLV",10/05/13. VINO DE HONOR CON MOTIVO DE LA EXPOSICIÓN DE LA NIT DE L'ART EN EL CENTRE MUNICIPAL DE CULTURA.,11/07/2013,"200,00 €",5,33400,226090
2013.0002947,TELECSO SL,25/05/13. INSTALACIÓN DE CUADRO DE LUZ PARA LA CELEBRACIÓN DE LAS JORNADAS DE ENERGÍAS RENOVABLES DENTRO DE LA CAMPAÑA XXI SEMANA CULTURAL ALTERNATIVA.,11/07/2013,"110,74 €",5,33400,226090
2013.0002948,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,JUNIO/13. PUBLICACIÓN Y PROMOCIÓN DE LAS ACTIVIDADES CULTURALES DEL AYUNTAMIENTO EN LA REVISTA CASTELLÓ.,11/07/2013,"749,99 €",5,33400,226020
2013.0002950,"GORKA HOSTELERIA CASTELLON, SLV",17/01/13. APERITIVO DE INAUGURACIÓN DE LA EXPOSICIÓN DE PINTURA SABORIT I ROC.,11/07/2013,"100,00 €",5,33400,227061
2013.0002951,"GORKA HOSTELERIA CASTELLON, SLV",07/02/13. APERITIVO DE INAUGURACIÓN DE LA EXPOSICIÓN DE PINTURAS DE ARTISTAS DEL ATENEO SOBRE LA PANDEROLA.,11/07/2013,"100,00 €",5,33400,227061
2013.0002952,"GORKA HOSTELERIA CASTELLON, SLV","14/03/13. APERITIVO DE LA INAUGURACIÓN DE LA EXPOSICIÓN ""TRES MIRADAS DE MUJER"".",11/07/2013,"100,00 €",5,33400,227062
2013.0002953,"GORKA HOSTELERIA CASTELLON, SLV",18/05/2013. APERITIVO DE LA DANSADA PARTICIPATIVA BALL PERDUT.,11/07/2013,"300,00 €",5,33400,226092
2013.0002954,"GORKA HOSTELERIA CASTELLON, SLV",23/04/13. VINO DE HONOR CON MOTIVO DE LA PROCLAMACIÓN DE LOS PREMIOS CIUDAD DE CASTELLÓN.,11/07/2013,"400,00 €",5,33400,226990
2013.0002955,"GORKA HOSTELERIA CASTELLON, SLV",25/04/13. APERITIVO DE LA INAUGURACIÓN DE LA EXPOSICIÓN HÀBITAT ARTÍSTIC 2013.,11/07/2013,"150,00 €",5,33400,226094
2013.0002956,"SAGALS,CB","ALQUILER DE SISTEMA DE LUZ Y SONIDO, ACCESORIOS, IMPRESIÓN POEMAS PARA LA CELEBRACIÓN DE LA NIT DE LA POESÍA DENTRO DE LA NIT DE L'ART.",11/07/2013,"355,74 €",5,33400,226090
2013.0002957,"GORKA HOSTELERIA CASTELLON, SLV",15/05/13. APERITIVO DE INAUGURACIÓN DE LA EXPOSICIÓN BANDERAS DE ESPAÑA.,11/07/2013,"100,00 €",5,33400,226092
2013.0002958,INNOVACIO DIGITAL CASTELLO SL,"IMPRESIÓN DE PUBLICIDAD PARA LA DIFUSIÓN DE LA CAMPAÑA LOS LUNES CONCIERTO, INVITACIONES Y PROGRAMACIÓN.",11/07/2013,"914,76 €",5,33400,226090
2013.0002959,"GORKA HOSTELERIA CASTELLON, SLV","06/07/12. APERITIVO DE INAUGURACIÓN DE LA EXPOSICIÓN PARAULES, TINTA I PAPER, COMPENSACION SEGUN DECRETO FECHA 20-11-2013.",07/11/2013,"150,00 €",5,33400,227061
2013.0002980,IMPRENTA ROSELL SL,"IMPRESIÓN TACOS ENTRADA CICLO DE CINE EN VERSION ORIGINAL ""UN RAVAL DE CINE""",11/07/2013,"435,60 €",5,33400,226090
2013.0003000,"COLOR IMPRES, S.L.U.",IMPRESIÓN DE 250 BOLSAS ACREDITACIONES PARA LOS PARTICIPANTES EN EL XXX FESTIVAL DE DANSES DE L'ANTIGA CORONA D'ARAGO,30/09/2013,"67,46 €",5,33400,226090
2013.0003000,"COLOR IMPRES, S.L.U.",IMPRESIÓN DE 250 BOLSAS ACREDITACIONES PARA LOS PARTICIPANTES EN EL XXX FESTIVAL DE DANSES DE L'ANTIGA CORONA D'ARAGO,30/09/2013,"67,46 €",5,33400,226090
2013.0003022,PUBLICIDAD CASTELLON SL,10/06/13. DISTRIBUCIÓN CARTELERIA DE LAS DISTINTAS CAMPAÑAS MUNICIPALES.,19/07/2013,"345,58 €",5,33400,226090
2013.0003023,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ADQUISICIÓN DE SELLOS Y ALMOHADILLAS PARA LOS POEMAS QUE SE EXPONDRÁN EN LA INTERVENCIÓN Y RECITAL POÉTICO NIT DE POESÍA DENTRO DE LA NIT DE L'ART.,19/07/2013,"32,07 €",5,33400,226090
2013.0003024,IMPRENTA ROSELL SL,IMPRESIÓN MATERIAL PUBLICITARIO PARA EL FESTIVAL DEL PASODOBLE TAURINO.,07/11/2013,"1.452,00 €",5,33400,226090
2013.0003025,IMPRENTA ROSELL SL,IMPRESIÓN DE SEIS TALONARIOS DE ENTRADAS CORPORATIVAS PARA EL CICLO UN RAVAL DE CINE.,19/07/2013,"435,60 €",5,33400,226090
2013.0003026,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,02/06/13. ACTUACIÓN DENTRO DEL XVIII FESTIVAL DE MAGIA.,19/07/2013,"260,00 €",5,33400,226090
2013.0003027,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,02/06/13. ACTUACIÓN EN EL XVIII FESTIVAL DE MAGIA.,19/07/2013,"260,00 €",5,33400,226090
2013.0003028,IMPRENTA ROSELL SL,IMPRESIÓN 300 TRÍPTICOS PARA LA EXPOSICIÓN DE MANUEL CRUZADO CAZADOR.,19/07/2013,"169,40 €",5,33400,227061
2013.0003029,IMPRENTA ROSELL SL,IMPRESIÓN 300 TRÍPTICOS PARA DIFUNDIR LAS PROYECCIONES DE UN RAVAL DE CINE.,19/07/2013,"169,40 €",5,33400,226090
2013.0003030,IMPRENTA ROSELL SL,IMPRESIÓN TALONARIOS DE ENTRADAS CORPORATIVAS PARA ACTUACIONES DE LA TEMPORADA FOLKLÓRICA DEL TEATRE DEL RAVAL.,19/07/2013,"290,40 €",5,33400,226090
2013.0003031,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,02/06/13. ACTUACIÓN EN EL XVIII FESTIVAL DE MAGIA.,19/07/2013,"260,00 €",5,33400,226090
2013.0003032,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,02/06/13. ACTUACIÓN EN EL XVIII FESTIVAL DE MAGIA.,19/07/2013,"260,00 €",5,33400,226090
2013.0003033,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,02/06/13. ACTUACIÓN EN EL XVIII FESTIVAL DE MAGIA.,19/07/2013,"390,00 €",5,33400,226090
2013.0003035,"GORKA HOSTELERIA CASTELLON, SLV",23/05/13. VINO DE HONOR PARA LA INAUGURACIÓN DE LA II MUESTRA DE CINE NEGRO.,19/07/2013,"100,00 €",5,33400,226090
2013.0003036,UNIO MUSICAL MESTRE GARGORI,26/05/13. CONCIERTO DENTRO DE LA 11ª CAMPAÑA CONCERTS AL TEMPLET DE CASTELLO. DEC 18/04/13,11/07/2013,"800,00 €",5,33400,226090
2013.0003037,"COLOR IMPRES, S.L.U.",IMPRESIÓN 250 BOLSAS ACREDITACIONES PARA LOS PARTICIPANTES EN EL 30ª FESTIVAL DE DANSES DE L'ANTIGUA CORONA DE ARAGÓ. DEC 8/05/13,11/09/2013,"383,87 €",5,33400,226090
2013.0003039,"DISTRIBUCION DE AGUAS MINEROMEDICINALES, S.L.",SUMINISTRO AGUA PARA LOS PARTICIPANTES DEL 30é FESTIVAL DANSES L'ANTIGA CORONA D'ARAGO. DEC 8/05/13,11/07/2013,"302,50 €",5,33400,226090
2013.0003040,CENTRO CULTURAL ANDALUZ DE CASTELLON,19/02/13. ACTUACIÓN DEL CORO ROCIERO EN EL CENTRO DE LA 3ª EDAD CALLE JOVER.,19/07/2013,"750,00 €",5,33400,226090
2013.0003041,CENTRO CULTURAL ANDALUZ DE CASTELLON,14/05/13. ACTUACIÓN DEL CORO ROCIERO EN EL ANTÍGUO REGIMIENTO TETUÁN XIV.,19/07/2013,"750,00 €",5,33400,226090
2013.0003042,IMPRENTA ROSELL SL,IMPRESIÓN DE DOS JUEGOS DE ENTRADAS DEL TEATRO DEL RAVAL PARA EL FESTIVAL DE MAGIA.,19/07/2013,"145,20 €",5,33400,226090
2013.0003043,MEDITERRANEO HOLIDAYS SL,23/05/13. BILLETE DE TREN MERCEDES CASTRO PONENTE EN CASTELLÓ NEGRE 2013.,19/07/2013,"68,95 €",5,33400,226090
2013.0003044,MEDITERRANEO HOLIDAYS SL,23/05/13. BILLETE DE TREN DAVID PANADERO PONENTE EN CASTELLÓ NEGRE 2013,19/07/2013,"75,40 €",5,33400,226090
2013.0003045,"COLOR IMPRES, S.L.U.",IMPRESIÓN 500 DÍPTICOS PARA LA XX EDICIÓN DE PREMIS DE LA MAR.,19/07/2013,"289,19 €",5,33400,226090
2013.0003046,"COLOR IMPRES, S.L.U.",IMPRESIÓN 600 TRÍPTICOS DE LA FERIA DEL LIBRO.,19/07/2013,"304,92 €",5,33400,226090
2013.0003047,"COLOR IMPRES, S.L.U.",IMPRESIÓN 200 DÍPTICOS PARA LA NIT DE L'ART.,19/07/2013,"135,52 €",5,33400,226090
2013.0003048,"COLOR IMPRES, S.L.U.",IMPRESIÓN 300 TARJETONES DE LA EXPOSICIÓN DEL PREMIO NACIONAL DE PINTURA CIUDAD DE CASTELLÓN.,19/07/2013,"71,39 €",5,33400,226090
2013.0003049,CEBE MUNTATGES TEATRALS SLU,"ABRIL/13, SERVICIO DE SALA DEL TEATRE DEL RAVAL. DEC. 20-09-12",18/07/2013,"7.353,12 €",5,33400,227994
