Número registro,Nombre tercero,Descripción,Fecha contable,Importe bruto,Orgánica,Programa,Económica
2017.0001732,MAQUIVER SL,MARZO/17.  SERVICIO PRESTAMO DE BICICLETAS DE USO PUBLICO EN EL TERMINO MUNICIPAL DE CASTELLON. JGL 05-12-14,28/04/17,"43.293,18 €",5,44120,227990
2017.0001856,ACCSA,MARZO/17. SERVICIO DE TRANSPORTE PUBLICO URBANO DE VIAJEROS. JGL 22-03-13 (FORMALIZADO 22-04-13) ACTA INICIO 23-09-13 Y REVISION PRECIOS JGL 14-10-16.,05/05/17,"265.742,48 €",5,44110,227992
2017.0001858,ACCSA,MARZO/17. BONO ACTIVAT TUCS TRANSPORTE PUBLICO URBANO DE VIAJEROS. JGL 22-03-13 (FORMALIZADO 22-04-13) ACTA INICIO 23-09-13 Y REVISION PRECIOS JGL 14-10-16.,05/05/17,"20.586,76 €",5,44110,227992
2017.0001837,"CORPORACION EUROPEA DE SERVICIOS Y CAPITALES, SAU","MARZO 17. SERVICIOS EXTRAORD. E INMEDIACIONES, GEST.ABANDONO Y SANCIONES CONCESION SERVICIO DE RETIRADA, DEPOSITO Y CUSTODIA VEHICULOS EN VIAS PUBLICAS.JGL 12-7-13(FORMALIZ. 22-7-13). REV. PREC. DEC. 11-03-15 Y JGL 21-10-16*",05/05/17,"13.580,04 €",5,13300,227990
2017.0001888,UTE MANTEN.SEÑALIZ.VERTICAL CS (TELECSO/ACEINSA),MARZO 2017. SUMINISTRO Y EXPLOTACION INTEGRAL DE LA SEÑALIZACION VERTICAL Y BALIZAMIENTO EN TERMINO MUNICIPAL DE CASTELLON. JGL 15-05-15 (FORMALIZACIÓN 04-06-15) ,05/05/17,"53.388,31 €",5,13300,227995
2017.0001953,UTE SEMAFOROS CASTELLON (TELVENT SA COVOP),MARZO 17. SERVICIO DE MANTENIMIENTO DE INSTALACIONES SEMAFORICAS Y CENTRO DE CONTROL DE MOVILIDAD DE CASTELLON. JGL 13/07/12 (FORMALIZADO 1/10/12) PRORROGA JGL 04/08/16.,12/05/17,"121.539,19 €",5,13300,227991
2017.0002492,ACCSA,ABRIL 2017. SERVICIO DE TRANSPORTE PUBLICO URBANO DE VIAJEROS. BONO ACTIVAT. JGL 22-03-13 (FORMALIZADO 22-04-13) ACTA INICIO 23-09-13 Y REVISION PRECIOS JGL 14-10-16.,19/05/17,"17.820,73 €",5,44110,227992
2017.0002493,ACCSA,ABRIL 17. SERVICIO DE TRANSPORTE PUBLICO URBANO DE VIAJEROS. JGL 22-03-13 (FORMALIZADO 22-04-13) ACTA INICIO 23-09-13 Y REVISION PRECIOS JGL 14-10-16.,19/05/17,"265.742,48 €",5,44110,227992
2017.0002240,MAQUIVER SL,ABRIL 17. SERVICIO PRESTAMO DE BICICLETAS DE USO PUBLICO EN EL TERMINO MUNICIPAL DE CASTELLON. JGL 05-12-14,19/05/17,"43.293,18 €",5,44120,227990
2017.0002207,"AUTOS IGLESIAS,S.L.","ABRIL 17. ARRENDAMIEINTO DE DOS VEHICULOS ELECTRICOS CON DESTINO AL AREA DE GOBIERNO DE DESARROLLO DE LA CIUDAD, MEDIO AMBIENTE Y SERVICIOS PUBLICOS. JGL 04-07-14.(FORMALIZADO 18-7-14) Y ACTA DE RECEPCIÓN 31-7-14.",19/05/17,"1.316,70 €",5,92040,20400
2017.0002282,"CORPORACION EUROPEA DE SERVICIOS Y CAPITALES, SAU","ABRIL 17. SERVICIOS EXTRAORD. E INMEDIACIONES, GEST.ABANDONO Y SANCIONES CONCESION SERVICIO DE RETIRADA, DEPOSITO Y CUSTODIA VEHICULOS EN VIAS PUBLICAS.JGL 12-7-13(FORMALIZ. 22-7-13). REV. PREC. DEC. 11-03-15 Y JGL 21-10-16",02/06/17,"3.337,56 €",5,13300,227990
2017.0002521,UTE MANTEN.SEÑALIZ.VERTICAL CS (TELECSO/ACEINSA),ABRIL 2017. SUMINISTRO Y EXPLOTACION INTEGRAL DE LA SEÑALIZACION VERTICAL Y BALIZAMIENTO EN TERMINO MUNICIPAL DE CASTELLON. JGL 15-05-15 (FORMALIZACIÓN 04-06-15),02/06/17,"7.727,17 €",5,13300,227995
2017.0002742,MAQUIVER SL,MARZO 17. SERVICIO DE REPARTO Y SUMINISTRO DE VALLAS Y SEÑALIZACION PORTATIL EN LA VIA PUBLICA DEL TERMINO MUNICIPAL DE CASTELLON. JGL 04-08-16 (FORMALIZADO 2/09/16).,09/06/17,"31.195,08 €",5,13300,227993
2017.0002723,UTE SEMAFOROS CASTELLON (TELVENT SA COVOP),ABRIL 17. SERVICIO DE MANTENIMIENTO DE INSTALACIONES SEMAFORICAS Y CENTRO DE CONTROL DE MOVILIDAD DE CASTELLON. JGL 13/07/12 (FORMALIZADO 1/10/12) PRORROGA JGL 04/08/16.,09/06/17,"93.278,21 €",5,13300,227991
2017.0001818,AUTOS MEDITERRANEO S A,MARZO/17.  BONO ACTIVAT TTPP CASTELLON,22/06/17,"389,13 €",5,44110,227995
2017.0001819,AUTOS MEDITERRANEO S A,MARZO/17. TRANSPORTE VIAJEROS CASTELLON-VILLAS BENICASIM.,22/06/17,"1.400,71 €",5,44110,227994
2017.0001820,AUTOS MEDITERRANEO S A,MARZO/17.  TRANSPORTE VIAJEROS CS-ROSER-HOSP. MAGDALENA,22/06/17,"1.731,43 €",5,44110,227994
2017.0002435,AUTOS MEDITERRANEO S A,ABRIL/17. TRANSPORTE VIAJEROS CS-ROSER-HOSP. MAGDALENA,22/06/17,"1.626,31 €",5,44110,227994
2017.0002436,AUTOS MEDITERRANEO S A,ABRIL/17. TRANSPORTE VIAJEROS CASTELLON-VILLAS BENICASIM.,22/06/17,"1.751,98 €",5,44110,227994
2017.0002437,AUTOS MEDITERRANEO S A,ABRIL 2017 . BONO ACTIVAT TTPP CASTELLON,22/06/17,"360,57 €",5,44110,227995
2017.0001859,LA HISPANO DEL CID SA,MARZO 2017. BONO ACTIVAT TTPP HICID CASTELLON,22/06/17,"5.122,24 €",5,44110,227995
2017.0001860,LA HISPANO DEL CID SA,MARZO/17. SERVICIO TRANSPORTE VIAJEROS CASTELLON- GRAO-PLAYA,22/06/17,"25.627,53 €",5,44110,227993
2017.0001861,LA HISPANO DEL CID SA,MARZO/17. TRANSPORTE URBANO LINEA CASTELLON- GPO PERPETUO SOCORRO,22/06/17,"11.304,62 €",5,44110,227993
2017.0001862,LA HISPANO DEL CID SA,MARZO/17. SERVICIO TRANSPORTE DE VIAJEROS CASTELLON URBANIZACIONES - MONTAÑA,22/06/17,"839,06 €",5,44110,227993
2017.0001893,LA HISPANO DEL CID SA,MARZO/17. TRANSPORTE VIAJEROS LINEA CASTELLON - LA RALLA,22/06/17,"5.987,79 €",5,44110,227993
2017.0001948,LA HISPANO DEL CID SA,FEBRERO/17. SERVICIO TRANSPORTE DE VIAJEROS CASTELLON-GPO PERPETUO SOCORRO,22/06/17,"20.310,19 €",5,44110,227993
2017.0002494,LA HISPANO DEL CID SA,ABRIL/17. BONO ACTIVAT TTPP HICID CASTELLON,22/06/17,"4.526,05 €",5,44110,227995
2017.0002495,LA HISPANO DEL CID SA,ABRIL 17. SERVICIO TRANSPORTE VIAJEROS CASTELLON- GRAO-PLAYA,22/06/17,"22.528,00 €",5,44110,227993
2017.0002496,LA HISPANO DEL CID SA,ABRIL 17. TRANSPORTE URBANO LINEA CASTELLON- GPO PERPETUO SOCORRO,22/06/17,"9.184,33 €",5,44110,227993
2017.0002497,LA HISPANO DEL CID SA,ABRIL/17. TRANSPORTE VIAJEROS LINEA CASTELLON - LA RALLA,22/06/17,"4.268,49 €",5,44110,227993
2017.0002499,LA HISPANO DEL CID SA,ABRIL/17. SERVICIO TRANSPORTE DE VIAJEROS CASTELLON URBANIZACIONES - MONTAÑA,22/06/17,"712,64 €",5,44110,227993
2017.0001857,ACCSA,MARZO/17. AMPLIACION SERVICIOS TRANSPORTE COLECTIVO URBANO TUCS.,22/06/17,"50.479,51 €",5,44110,227992
2017.0001810,"VIA RESERVADA, S.A","MARZO/17.  BONO ACTIVA TRANSPORTE DE VIAJEROS AREA METROPOLITANA CASTELLON, LINEA 1 DEL TRAM CS.",22/06/17,"14.712,68 €",5,44110,227995
2017.0001811,"VIA RESERVADA, S.A","MARZO/17.  SERVICIO TRANSPORTE DE VIAJEROS AREA METROPOLITANA CASTELLON, LINEA 1 DEL TRAM CS.",22/06/17,"53.100,07 €",5,44110,227991
2017.0002433,"VIA RESERVADA, S.A","ABRIL 17. SERVICIO TRANSPORTE DE VIAJEROS AREA METROPOLITANA CASTELLON, LINEA 1 DEL TRAM CS.",22/06/17,"40.961,54 €",5,44110,227991
2017.0002434,"VIA RESERVADA, S.A","ABRIL 17. BONO ACTIVA TRANSPORTE DE VIAJEROS AREA METROPOLITANA CASTELLON, LINEA 1 DEL TRAM CS.",22/06/17,"11.996,63 €",5,44110,227995
2017.0001850,API MOVILIDAD SA,MARZO/17. TRABAJOS SEÑALIZACIÓN HORIZONTAL EN VIAS PÚBLICAS TERMINO DE CASTELLÓN.,22/06/17,"9.068,72 €",5,13300,227994
2017.0002409,API MOVILIDAD SA,ABRIL 17. TRABAJOS SEÑALIZACIÓN HORIZONTAL EN VIAS PÚBLICAS TERMINO DE CASTELLÓN.,22/06/17,"10.309,59 €",5,13300,227994
2017.0001954,UTE SEMAFOROS CASTELLON (TELVENT SA COVOP),MARZO 17. SERVICIO DE MANTENIMIENTO DE INSTALACIONES SEMAFORICAS Y CENTRO DE CONTROL DE MOVILIDAD DE CASTELLON. (TRAM),22/06/17,"14.905,14 €",5,13300,227991
2017.0002806,ACCSA,ABRIL 17.  SERVICIO DE TRANSPORTE PUBLICO URBANO DE VIAJEROS. JGL 22-03-13 (FORMALIZADO 22-04-13) ACTA INICIO 23-09-13 Y REVISION PRECIOS JGL 14-10-16. MODIFICACION JGL 31/3/17.,23/06/17,"50.479,51 €",5,44110,227992
2017.0002879,MAQUIVER SL,MAYO/17. CONTRATO SERVICIO PRESTAMO DE BICICLETAS DE USO PUBLICO EN EL TERMINO MUNICIPAL DE CASTELLON. JGL 05-12-14,23/06/17,"35.770,59 €",5,44120,227990
2017.0003032,ACCSA,MAYO/17. SERVICIO DE TRANSPORTE PUBLICO URBANO DE VIAJEROS. JGL 22-03-13 (FORMALIZADO 22-04-13) ACTA INICIO 23-09-13 Y REVISION PRECIOS JGL 14-10-16.,30/06/17,"265.742,48 €",5,44110,227992
2017.0003033,ACCSA,MAYO/17. SERVICIO DE TRANSPORTE PUBLICO URBANO DE VIAJEROS. JGL 22-03-13 (FORMALIZADO 22-04-13) ACTA INICIO 23-09-13 Y REVISION PRECIOS JGL 14-10-16. MODIFICACION JGL 31/3/17.(AMPLIACION),30/06/17,"50.479,51 €",5,44110,227992
2017.0002975,"CORPORACION EUROPEA DE SERVICIOS Y CAPITALES, SAU","MAYO/17.  APORT. MUNIC.SERVICIOS EXTRAORD. E INMEDIACIONES, GEST.ABANDONO Y SANCIONES SERV. RETIRADA, DEPOSITO Y CUSTODIA VEHICULOS VIAS PUBL.JGL 12-7-13(FORMALIZ. 22-7-13). REV. PREC. DEC. 11-3-15 Y JGL 21-10-16 PRORR JGL 28/04/17.",30/06/17,"3.513,19 €",5,13300,227990
2017.0003044,MAQUIVER SL,ABRIL/17. SERVICIO DE REPARTO Y SUMINISTRO DE VALLAS Y SEÑALIZACION PORTATIL EN LA VIA PUBLICA DEL TERMINO MUNICIPAL DE CASTELLON. JGL 04-08-16 (FORMALIZADO 2/09/16).,30/06/17,"9.674,76 €",5,13300,227993
2017.0003039,UTE MANTEN.SEÑALIZ.VERTICAL CS (TELECSO/ACEINSA),MAYO/17. SUMINISTRO Y EXPLOTACION INTEGRAL DE LA SEÑALIZACION VERTICAL Y BALIZAMIENTO EN TERMINO MUNICIPAL DE CASTELLON. JGL 15-05-15 (FORMALIZACIÓN 04-06-15),30/06/17,"6.358,03 €",5,13300,227995
2017.0003040,UTE MANTEN.SEÑALIZ.VERTICAL CS (TELECSO/ACEINSA),DEL 1 AL 4/06/17. CONTRATACION DEL SUMINISTRO Y EXPLOTACION INTEGRAL DE LA SEÑALIZACION VERTICAL Y BALIZAMIENTO EN TERMINO MUNICIPAL DE CASTELLON. JGL 15-05-15 (FORMALIZACIÓN 04-06-15),30/06/17,"247,35 €",5,13300,227995
2017.0003057,ACCSA,MAYO/17. BONO ACTIVAT TUCS TRANSPORTE PUBLICO URBANO DE VIAJEROS. JGL 22-03-13 (FORMALIZADO 22-04-13) ACTA INICIO 23-09-13 Y REVISION PRECIOS JGL 14-10-16.,07/07/17,"24.742,24 €",5,44110,227992
2017.0003122,UTE SEMAFOROS CASTELLON (TELVENT SA COVOP),MAYO/17. CONTRATO DEL SERVICIO DE MANTENIMIENTO DE INSTALACIONES SEMAFORICAS Y CENTRO DE CONTROL DE MOVILIDAD DE CASTELLON. JGL 13/07/12 (FORMALIZADO 1/10/12) PRORROGA JGL 04/08/16.,07/07/17,"79.291,05 €",5,13300,227991
2017.0003584,ACCSA,JUNIO 2017. SERVICIO DE TRANSPORTE PUBLICO URBANO DE VIAJEROS. JGL 22-03-13 (FORMALIZADO 22-04-13) ACTA INICIO 23-09-13 Y REVISION PRECIOS JGL 14-10-16.,21/07/17,"24.253,15 €",5,44110,227992
2017.0003564,"VIA RESERVADA, S.A","DEL 13 AL 30 JUNIO 17. CONVENIO A SUSCRIBIR ENTRE EL AYUNTAMIENTO DE CASTELLON Y VIA RESERVADA, S.A. RELATIVO A LA LINEA 1 DEL TRAM DE CASTELLON (BONO ACTIVAT). JGL 09/06/17 (FORMALIZADO 12/06/17).",21/07/17,"8.811,47 €",5,44110,227991
2017.0003565,"VIA RESERVADA, S.A","DEL 13 AL 30 DE JUNIO 17. CONVENIO A SUSCRIBIR ENTRE EL AYUNTAMIENTO DE CASTELLON Y VIA RESERVADA, S.A. RELATIVO A LA LINEA 1 DEL TRAM DE CASTELLON (BONO JOVEN Y TARIFA MAYORES). JGL 09/06/17 (FORMALIZADO 12/06/17).",21/07/17,"28.381,28 €",5,44110,227991
2017.0003539,MAQUIVER SL,JUNIO 17. SERVICIO PRESTAMO DE BICICLETAS DE USO PUBLICO EN EL TERMINO MUNICIPAL DE CASTELLON. JGL 05-12-14,21/07/17,"43.293,18 €",5,44120,227990
2017.0002951,AUTOS MEDITERRANEO S A,MAYO/17. TRANSPORTE VIAJEROS CS-ROSER-HOSP. MAGDALENA,27/07/17,"2.006,45 €",5,44110,227994
2017.0002952,AUTOS MEDITERRANEO S A,MAYO/17. TRANSPORTE VIAJEROS CASTELLON-VILLAS BENICASIM.,27/07/17,"2.000,97 €",5,44110,227994
2017.0002953,AUTOS MEDITERRANEO S A,MAYO/17 . BONO ACTIVAT TTPP CASTELLON,27/07/17,"501,94 €",5,44110,227995
2017.0003615,AUTOS MEDITERRANEO S A,JUNIO 2017. MPORTE DE LOS BILLETES EXPEDIDOS LINEAS CASTELLON-ROSER-HOSPITAL MAGDALENA,27/07/17,"1.616,51 €",5,44110,227994
2017.0003616,AUTOS MEDITERRANEO S A,JUNIO 2017 BILLETES EXPEDIDOS LINEAS CASTELLON-BENICASIM VILLAS-SERRADAL,27/07/17,"4.226,51 €",5,44110,227994
2017.0003617,AUTOS MEDITERRANEO S A,JUNIO 2017. BILLETES EXPEDIDOS LINEAS CASTELLON-BORRIOL-HOSPITAL MAGDALENA- CASTELLON-BENICASIM VILLAS -SERRADAL  ACTIVA'T-ACTIVA'T ARGENT,27/07/17,"631,89 €",5,44110,227995
2017.0003012,LA HISPANO DEL CID SA,MAYO/17. BONO ACTIVAT TTPP HICID CASTELLON,27/07/17,"5.956,90 €",5,44110,227995
2017.0003013,LA HISPANO DEL CID SA,MAYO/17. SERVICIO TRANSPORTE VIAJEROS CASTELLON- GRAO-PLAYA,27/07/17,"26.785,66 €",5,44110,227993
2017.0003017,LA HISPANO DEL CID SA,MAYO/17. TRANSPORTE URBANO LINEA CASTELLON- GPO PERPETUO SOCORRO,27/07/17,"10.521,26 €",5,44110,227993
2017.0003018,LA HISPANO DEL CID SA,MAYO/17. TRANSPORTE VIAJEROS LINEA CASTELLON - LA RALLA,27/07/17,"5.637,18 €",5,44110,227993
2017.0003019,LA HISPANO DEL CID SA,MAYO/17. SERVICIO TRANSPORTE DE VIAJEROS CASTELLON URBANIZACIONES - MONTAÑA,27/07/17,"825,57 €",5,44110,227993
2017.0003577,LA HISPANO DEL CID SA,JUNIO 2017. BONO ACTIVAT TTPP HICID CASTELLON,27/07/17,"6.439,57 €",5,44110,227995
2017.0003578,LA HISPANO DEL CID SA,JUNIO 2017. TRANSPORTE VIAJEROS  LINEA CASTELLON-GRAO-PLAYA,27/07/17,"34.158,53 €",5,44110,227993
2017.0003579,LA HISPANO DEL CID SA,JUNIO 17. TRANSPORTE VIAJERIOS LINEA CASTELLON-GPO PERPETUO SOCORRO,27/07/17,"9.648,53 €",5,44110,227993
2017.0003580,LA HISPANO DEL CID SA,JUNIO 2017. TRANSPORTE VIAJEROS LINEA CASTELLON-LA RALLA,27/07/17,"5.213,15 €",5,44110,227993
2017.0003581,LA HISPANO DEL CID SA,JUNIO 17.TRANSPORTE URBANIZACIONES MONTAÑA,27/07/17,"840,26 €",5,44110,227993
2017.0002949,"VIA RESERVADA, S.A","MAYO/17. SERVICIO TRANSPORTE DE VIAJEROS AREA METROPOLITANA CASTELLON, LINEA 1 DEL TRAM CS.",27/07/17,"48.777,54 €",5,44110,227991
2017.0002950,"VIA RESERVADA, S.A","MAYO/17. BONO ACTIVA TRANSPORTE DE VIAJEROS AREA METROPOLITANA CASTELLON, LINEA 1 DEL TRAM CS.",27/07/17,"15.728,71 €",5,44110,227995
2017.0003563,"VIA RESERVADA, S.A","DEL 1 AL 12 DE JUNIO 2017 SERVICIO TRANSPORTE DE VIAJEROS AREA METROPOLITANA CASTELLON, LINEA 1 DEL TRAM CS.",27/07/17,"18.403,22 €",5,44110,227991
2017.0003566,"VIA RESERVADA, S.A","DEL 1 AL 12 DE JUNIO 2017. BONO ACTIVA TRANSPORTE DE VIAJEROS AREA METROPOLITANA CASTELLON, LINEA 1 DEL TRAM CS.",27/07/17,"5.725,57 €",5,44110,227995
2017.0002896,API MOVILIDAD SA,MAYO 17. SERVICIO SEÑALIZACION HORIZONTAL,27/07/17,"14.866,18 €",5,13300,227994
2017.0002724,UTE SEMAFOROS CASTELLON (TELVENT SA COVOP),ABRIL 17. CONTRATO DEL SERVICIO DE MANTENIMIENTO DE INSTALACIONES SEMAFORICAS Y CENTRO DE CONTROL DE MOVILIDAD DE CASTELLON (TRAM).,27/07/17,"14.905,75 €",5,13300,227991
2017.0003123,UTE SEMAFOROS CASTELLON (TELVENT SA COVOP),MAYO/17. CONTRATO DEL SERVICIO DE MANTENIMIENTO DE INSTALACIONES SEMAFORICAS Y CENTRO DE CONTROL DE MOVILIDAD DE CASTELLON (TRAM).,27/07/17,"14.896,52 €",5,13300,227991
2017.0003525,UTE MANTEN.SEÑALIZ.VERTICAL CS (TELECSO/ACEINSA),DEL 5 AL 30 DE JUNIO 2017. SUMINISTRO Y EXPLOTACION INTEGRAL DE LA SEÑALIZACION VERTICAL Y BALIZAMIENTO. ,27/07/17,"40.083,54 €",5,13300,227995
2017.0003585,ACCSA,JUNIO 17. SERVICIO DE TRANSPORTE PUBLICO URBANO DE VIAJEROS. JGL 22-03-13 (FORMALIZADO 22-04-13) ACTA INICIO 23-09-13 Y REVISION PRECIOS JGL 14-10-16.,28/07/17,"316.221,99 €",5,44110,227992
2017.0003560,"CORPORACION EUROPEA DE SERVICIOS Y CAPITALES, SAU","JUNIO 2017. APORT. MUNIC.SERVICIOS EXTRAORD. E INMEDIACIONES, GEST.ABANDONO Y SANCIONES SERV. RETIRADA, DEPOSITO Y CUSTODIA VEHICULOS VIAS PUBL.JGL 12-7-13(FORMALIZ. 22-7-13). REV. PREC. DEC. 11-3-15 Y JGL 21-10-16 PRORR JGL 28/04/17.",03/08/17,"4.715,85 €",5,13300,227990
2017.0004216,"CORPORACION EUROPEA DE SERVICIOS Y CAPITALES, SAU","JULIO 17. APORT. MUNIC.SERVICIOS EXTRAORD. E INMEDIACIONES, GEST.ABANDONO Y SANCIONES SERV. RETIRADA, DEPOSITO Y CUSTODIA VEHICULOS VIAS PUBL.JGL 12-7-13(FORMALIZ. 22-7-13). REV. PREC. DEC. 11-3-15 Y JGL 21-10-16 PRORR JGL 28/04/17.",08/09/17,"2.229,55 €",5,13300,227990
2017.0003966,UTE SEMAFOROS CASTELLON (TELVENT SA COVOP),JUNIO/17. SERVICIO DE MANTENIMIENTO DE INSTALACIONES SEMAFORICAS Y CENTRO DE CONTROL DE MOVILIDAD DE CASTELLON. JGL 13/07/12 (FORMALIZADO 1/10/12) PRORROGA JGL 04/08/16.,08/09/17,"68.438,27 €",5,13300,227991
2017.0004221,UTE SEMAFOROS CASTELLON (TELVENT SA COVOP),JULIO 17. SERVICIO DE MANTENIMIENTO DE INSTALACIONES SEMAFORICAS Y CENTRO DE CONTROL DE MOVILIDAD DE CASTELLON. JGL 13/07/12 (FORMALIZADO 1/10/12) PRORROGA JGL 04/08/16.,08/09/17,"64.809,26 €",5,13300,227991
2017.0004291,LA HISPANO DEL CID SA,"DEL 25 AL 31/07/31. BONO ACTIVAT TTPP HICID SERVICIO TRANSPORTE VIAJEROS AREA METROPOLITANA (CS-GRAO, ALMAZORA, VILLARREAL...) CONCESION Nº CVCS-107. JGL 21/07/17 (FORMALIZADO 24/07/17).",15/09/17,"1.580,80 €",5,44110,227995
2017.0004292,LA HISPANO DEL CID SA,DEL 25 AL 31/07/17. TRANSPORTE VIAJEROS  LINEA CASTELLON-GRAO-PLAYA  SERVICIO TRANSPORTE VIAJEROS AREA METROPOLITANA  CONCESION Nº CVCS-107. JGL 21/07/17 (FORMALIZADO 24/07/17).,15/09/17,"9.059,51 €",5,44110,227993
2017.0004293,LA HISPANO DEL CID SA,DEL 25 AL 31/07/17. TRANSPORTE VIAJERIOS LINEA CASTELLON-GPO PERPETUO SOCORRO SERVICIO TRANSPORTE VIAJEROS AREA METROPOLITANA CONCESION Nº CVCS-107. JGL 21/07/17 (FORMALIZADO 24/07/17).,15/09/17,"1.889,98 €",5,44110,227993
2017.0004294,LA HISPANO DEL CID SA,DEL 25 AL 31/07/17. TRANSPORTE VIAJEROS LINEA CASTELLON-LA RALLA SERVICIO TRANSPORTE VIAJEROS AREA METROPOLITANA CONCESION Nº CVCS-107. JGL 21/07/17 (FORMALIZADO 24/07/17).,15/09/17,"966,50 €",5,44110,227993
2017.0004295,LA HISPANO DEL CID SA,DEL 25 AL 31/07/17. TRANSPORTE URBANIZACIONES MONTAÑA  SERVICIO TRANSPORTE VIAJEROS AREA METROPOLITANA  CONCESION Nº CVCS-107. JGL 21/07/17 (FORMALIZADO 24/07/17).,15/09/17,"214,52 €",5,44110,227993
2017.0004253,ACCSA,JULIO/17. BONO ACTIVAT TUCS TRANSPORTE PUBLICO URBANO DE VIAJEROS. JGL 22-03-13 (FORMALIZADO 22-04-13) ACTA INICIO 23-09-13 Y REVISION PRECIOS JGL 14-10-16.,15/09/17,"21.799,85 €",5,44110,227992
2017.0004254,ACCSA,JULIO/17.  SERVICIO DE TRANSPORTE PUBLICO URBANO DE VIAJEROS. JGL 22-03-13 (FORMALIZADO 22-04-13) ACTA INICIO 23-09-13 Y REVISION PRECIOS JGL 14-10-16.,15/09/17,"316.221,99 €",5,44110,227992
2017.0004225,"VIA RESERVADA, S.A","JULIO 17. CONVENIO A SUSCRIBIR ENTRE EL AYUNTAMIENTO DE CASTELLON Y VIA RESERVADA, S.A. RELATIVO A LA LINEA 1 DEL TRAM DE CASTELLON (BONO ACTIVAT. JGL 09/06/17 (FORMALIZADO 12/06/17).",15/09/17,"13.261,84 €",5,44110,227991
2017.0004226,"VIA RESERVADA, S.A","JULIO 17. CONVENIO A SUSCRIBIR ENTRE EL AYUNTAMIENTO DE CASTELLON Y VIA RESERVADA, S.A. RELATIVO A LA LINEA 1 DEL TRAM DE CASTELLON (RESTO BONOS). JGL 09/06/17 (FORMALIZADO 12/06/17).",15/09/17,"40.475,29 €",5,44110,227991
2017.0004224,MAQUIVER SL,JULIO 17. SERVICIO PRESTAMO DE BICICLETAS DE USO PUBLICO EN EL TERMINO MUNICIPAL DE CASTELLON. JGL 05-12-14,15/09/17,"43.293,18 €",5,44120,227990
2017.0004673,MAQUIVER SL,AGOSTO/17. SERVICIO PRESTAMO DE BICICLETAS DE USO PUBLICO EN EL TERMINO MUNICIPAL DE CASTELLON. JGL 05-12-14,22/09/17,"43.293,18 €",5,44120,227990
2017.0004247,LA HISPANO DEL CID SA,DEL 1 AL 24/07/17. BONO ACTIVAT TTPP HICID  CASTELLON,28/09/17,"5.103,67 €",5,44110,227995
2017.0004248,LA HISPANO DEL CID SA,DEL 1 AL 24/07/17. TRANSPORTE VIAJEROS  LINEA CASTELLON-GRAO-PLAYA,28/09/17,"29.803,42 €",5,44110,227993
2017.0004249,LA HISPANO DEL CID SA,DEL 1 AL 24/07/17. TRANSPORTE VIAJERIOS LINEA CASTELLON-GPO PERPETUO SOCORRO,28/09/17,"6.724,24 €",5,44110,227993
2017.0004250,LA HISPANO DEL CID SA,DEL 1 AL 24/07//17. TRANSPORTE VIAJEROS LINEA CASTELLON-LA RALLA,28/09/17,"3.550,80 €",5,44110,227993
2017.0004251,LA HISPANO DEL CID SA,DEL 1 AL 24/07/17. TRANSPORTE URBANIZACIONES MONTAÑA,28/09/17,"706,64 €",5,44110,227993
2017.0003672,API MOVILIDAD SA,JUNIO 17. SEÑALIZACION HORIZONTAL,28/09/17,"8.908,43 €",5,13300,227994
2017.0004456,API MOVILIDAD SA,JULIO 17. SEÑALIZACION HORIZONTAL,28/09/17,"16.130,15 €",5,13300,227994
2017.0003969,MAQUIVER SL,JUNIO/17.SERVICIO DE REPARTO Y SUMINISTRO DE VALLAS Y SEÑALIZACION PORTATIL EN LA VIA PUBLICA DEL TERMINO MUNICIPAL DE CASTELLON. (exceso contrato),28/09/17,"10.558,63 €",5,13300,227993
2017.0003970,MAQUIVER SL,MAYO/17. SERVICIO DE REPARTO Y SUMINISTRO DE VALLAS Y SEÑALIZACION PORTATIL EN LA VIA PUBLICA DEL TERMINO MUNICIPAL DE CASTELLON. (exceso contrato),28/09/17,"6.334,18 €",5,13300,227993
2017.0004697,MAQUIVER SL,JULIO/17.SERVICIO DE REPARTO Y SUMINISTRO DE VALLAS Y SEÑALIZACION PORTATIL EN LA VIA PUBLICA DEL TERMINO MUNICIPAL DE CASTELLON. (exceso contrato),28/09/17,"1.440,87 €",5,13300,227993
2017.0003967,UTE SEMAFOROS CASTELLON (TELVENT SA COVOP),JUNIO/17. SERVICIO DE MANTENIMIENTO DE INSTALACIONES SEMAFORICAS Y CENTRO DE CONTROL DE MOVILIDAD DE CASTELLON (TRAM).,28/09/17,"14.890,53 €",5,13300,227991
2017.0004222,UTE SEMAFOROS CASTELLON (TELVENT SA COVOP),JULIO 17. MANTENIMIENTO INSTALACIONES SEMAFORICAS TRAM.,28/09/17,"14.877,97 €",5,13300,227991
2017.0004227,UTE MANTEN.SEÑALIZ.VERTICAL CS (TELECSO/ACEINSA),JULIO 2017 - SUMINISTRO Y EXPLOTACIÓN INTEGRAL DE LA SEÑALIZACIÓN VERTICAL Y BALIZAMIENTO EN EL TÉRMINO MUNICIPAL DE CASTELLÓN ,28/09/17,"31.768,72 €",5,13300,227995
