#Número registro,Nombre tercero,Descripción,Fecha contable,Importe bruto,Orgánica,Programa,Económica,Unnamed: 4
2015.0004790,CLEMENTE PIANOS SL,25/09/15. ALQUILER PIANO DE COLA CON MOTIVO DE LA ACTUACIÓN EN EL CENTRO CULTURAL LA MARINA.,25/11/2015,"689,70 €",5,33400,226090,
2015.0004535,ADHESIUS CASTELLO SL,25/09/15. IMPRESIÓN LONA PARA ACTO CULTURA.,02/11/2015,"54,45 €",5,33400,226090,
2015.0005554,UNION ARTISTICA MUSICAL DE NAVAJAS,25/10/15. ACTUACIÓN DENTRO DE LA CAMPAÑA 13ª CONCIERTOS AL TEMPLETE.,19/11/2015,"1.100,00 €",5,33400,226090,
2014.0007215,CRISTALERIA EDO ROVIRA SL,25/11/14. JUEGO COLGADORES CUADROS PARA MUSEO ETNOLOGICO.,26/03/2015,"221,43 €",5,33400,226090,
2015.0000952,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"26/01/2015. RESTAURACIÓN DE LOS ""GEGANTS"".",08/04/2015,"365,78 €",5,33400,21500,
2015.0002630,IMPRENTA ROSELL SL,26/05/2015. EDICION E IMPRESION 1600 REVISTAS AGENDA CULTURAL DEL AYUNTAMIENTO.,23/07/2015,"364,00 €",5,33400,226020,
2015.0003439,ASSOCIACIO MUSICAL XARANÇAINA,26/06/2015. CONCIERTO DE LA COLLA XARANÇAINA CON LA COLABORACION DEL GRUP METAL CAMBRA CELEBRADO EN EL TEATRO PRINCIPAL FESTIVIDAD SANT JOAN.,26/09/2015,"2.000,00 €",5,33400,226090,
2015.0004760,ASSOCIACIO TROBADORETS,"26/09/15. AUDICIÓN Y CONCIERTO DENTRO DE LA ACTIVIDAD ""VINE AL PARC AMB LA CULTURA I LA SOSTENIBILITAT""",25/11/2015,"900,00 €",5,33400,226090,
2015.0004503,TELECSO SL,"26/09/15. INSTALACIÓN CUADRO ELECTRICO CON MOTIVO DEL ACTO ""5 TROBADORETS PASSADIS DE LES ARTS""",02/11/2015,"200,11 €",5,33400,226090,
2015.0005320,ASSOCIACIO   ESPAI CLASSIC,"26/10/15. CONCIERTO DENTRO DE LA CAMPAÑA ""LOS LUNES CONCIERTO""",03/12/2015,"847,00 €",5,33400,226090,
2015.0005924,ELECTRONICA MARTON SL,"26/11/15. REINSTALAR PROYECTOR REPARADO, EN TEATRO RAVAL",30/12/2015,"176,66 €",5,33400,227994,
2015.0000870,IMPRENTA ROSELL SL,27/02/2015. IMPRESIÓN 500 DÍPTICOS ATENEO.,08/04/2015,"290,40 €",5,33400,226090,
2015.0000876,IMPRENTA ROSELL SL,27/02/2015. IMPRESIÓN 500 DIPTICOS CENTRO INTERPRETACIÓN.,20/04/2015,"290,40 €",5,33400,226090,
2015.0000886,IMPRENTA ROSELL SL,27/02/2015. IMPRESIÓN 500 DIPTICOS EL CORAJE DE UN PUEBLO.,20/04/2015,"290,40 €",5,33400,226090,
2015.0000873,IMPRENTA ROSELL SL,27/02/2015. IMPRESIÓN 500 INVITACIONES CENTRO INTERPRETACIÓN.,20/04/2015,"108,90 €",5,33400,226090,
2015.0000872,IMPRENTA ROSELL SL,27/02/2015. IMPRESIÓN 6 JUEGOS DE ENTRADAS TEATRO RAVAL CAMPAÑA CASTELLO A ESCENA FEBRERO.,20/04/2015,"290,40 €",5,33400,227994,
2015.0000885,IMPRENTA ROSELL SL,27/02/2015. IMPRESIÓN 800 DIPTICOS HABITAT ARTISTIC EN CASTELLANO E INGLES.,20/04/2015,"447,70 €",5,33400,226090,
2015.0000871,IMPRENTA ROSELL SL,27/02/2015. IMPRESIÓN CAMPAÑA FEBRERO UN RAVAL DE CINE.,08/04/2015,"484,00 €",5,33400,227994,
2015.0000882,IMPRENTA ROSELL SL,"27/02/2015. IMPRESIÓN TRÍPTICOS, CARTELES Y DIPLOMAS XXIV CONCURSO FOTOGRAFIA CLUB TAURINO CASTELLÓN.",20/04/2015,"1.452,00 €",5,33400,226090,
2015.0000884,IMPRENTA ROSELL SL,"27/02/2015. MAQUETACIÓN, REDACCIÓN E IMPRESIÓN 500 REVISTAS ""NACIMIENTO Y CREACIÓN HIMNO GERMANDAT DEL CAVALLERS""",20/04/2015,"2.000,00 €",5,33400,227063,
2015.0000883,IMPRENTA ROSELL SL,27/02/2015. REVISTAS AGENDA CULTURAL AYUNTAMIENTO.,20/04/2015,"364,00 €",5,33400,226020,
2015.0001783,"GRAFICAS CASTAÑ, S.L.",27/04/15.  EDICIÓN E IMPRESIÓN LIBROS PREMIOS DE LAS CIENCIAS 2015 PARA CULTURA.,11/06/2015,"3.667,77 €",5,33400,227063,
2015.0004036,INSTITUTO PARA EL DESARROLLO MUSICAL SL,27/04/15. ACTUACION FESTIVAL FORTEA.,05/11/2015,"847,00 €",5,33400,226090,
2015.0002301,"MERCERIA ELIAS, S.L.",27/04/2015. CINTA REGIONAL FESTIVAL DE DANZAS ANTIGUA CORONA DE ARAGON.,23/07/2015,"8,40 €",5,33400,226090,
2015.0002637,ADHESIUS CASTELLO SL,27/05/2015. IMPRESIONES SOBRE CARTON PLUMA TAMAÑO A1 EXPOSICION CORPUS JUNTO CON LONA.,23/07/2015,"2.510,81 €",5,33400,226092,
2015.0003510,CLEMENTE PIANOS SL,27/06/2015. ALQUILER DOS PIANOS DE  COLA Y TRES VERTICALES CON MOTIVO DE LA ACTIVIDAD AULA D'ESTIU MUSICAL.,07/10/2015,"1.815,00 €",5,33400,226090,
2015.0003423,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,27/06/2015. CATERING SERVIDO XV TROBADA DE DIMONIS PER SANT JOAN Y SANT PERE ORGANIZADA POR ASOCIACION BOTAFOCS,23/09/2015,"163,45 €",5,33400,226092,
2015.0003759,ADHESIUS CASTELLO SL,"27/07/15. IMPRESIÓN CARTELES EXPOSICIÓN ARTE-FACTOS, SERRANO-WENCES.",26/09/2015,"30,25 €",5,33400,227061,
2015.0005027,AS.MUSICAL STA.CECILIA DE ALCALA DE CHIVERT,27/09/15. ACTUACIÓN EN EL TEMPLETE.,19/11/2015,"1.100,00 €",5,33400,226090,
2015.0005799,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,27/09/15. ACTUACIÓN HOMENAJE OVIDI,30/12/2015,"260,00 €",5,33400,226090,
2015.0004821,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,27/09/15. ALQUILER Y MONTAJE DE EQUIPO DE SONIDO CON MOTIVO DEL HOMENAJE A OVIDI.,05/11/2015,"605,00 €",5,33400,226090,
2015.0004467,"NELOS'S SERVICIOS GASTRONOMICOS, S.L.",27/09/15. COMIDA CON MOTIVO DE LA CELEBRACIÓN DEL CONCIERTO OVIDI,05/11/2015,"304,00 €",5,33400,226090,
2015.0004635,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,27/09/15. CONFERÉNCIA MUSICAL DENTRO DEL HOMENAJE A OVIDI MONTLLOR.,05/11/2015,"235,29 €",5,33400,226090,
2015.0004871,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,27/09/15. DESPLAZAMIENTO Y PRODUCCIÓN DE VERDCEL DENTRO DEL HOMENAJE VERMUT A OVIDI MONTLLOR.,03/12/2015,"335,00 €",5,33400,226090,
2015.0004904,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"27/09/15. INTERVENCIÓN EN EL RECITAL POÉTICO ""UN VERMUT CON OVIDI""",19/11/2015,"228,50 €",5,33400,226090,
2015.0004466,"AGRUPACIO FOLKLORICA""EL MILLARS""",27/09/15. MONTAGE MEGAFONIA A LA ERMITA DE SANT ROC.,02/11/2015,"150,00 €",6,33430,226991,
2015.0004502,TELECSO SL,"27/09/15. MONTAJE CUADRO ELECTRICO PARA ACTO ""HOMENAJE A OVIDI MONTLLOR""",02/11/2015,"110,74 €",5,33400,226090,
2015.0004454,LA DEPENDENT SL,27/09/15. REPRESENTACIÓN DEL ESPECTÁCULO HOMENATGE,05/11/2015,"4.086,17 €",5,33400,226090,
2014.0007213,ASSOC.MUSICAL DIAPASSO,27/10/14. ACTUACIÓN CAMPAÑA LOS LUNES CONCIERTO.,26/03/2015,"1.000,00 €",5,33400,226090,
2015.0000338,VICENTE MIRAVETE SL,27/11/14. INAGURACION EXPOSICION PREMI CERAMICA EN CASA DE CULTURA,26/03/2015,"200,00 €",5,33400,227061,
2015.0006609,ASSOCIACIÓ PER LA PROMOCIÓ DE LA CULTURA I SOLIDARITAT LAPSUS,"27/11/15. DIA INTERNACIONAL CONTRA LA VIOLENCIA DE GENERO. 27 DE NOVIEMBRE DE 2015. REPRESENTACION ""EL CRIM DELS LLENÇOLS BLANCS""  EN EL PASSADIS DE LES ARTS DEL PARC RIBALTA",30/12/2015,"1.270,50 €",5,33400,226090,
2015.0006195,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"27/9/15. ESPECTACULO MUSICAL ""UN VERMUT AMB L'OVIDI"".",30/12/2015,"273,46 €",5,33400,226090,
2015.0001731,MEDITERRANEO HOLIDAYS SL,28 Y 29/04/15 BILLETE IDA Y VUELTA BARNA-CS-BARNA CONFERENCIANTE BECAS HABITAT CLAUDIO ZULIAN,02/06/2015,"64,45 €",5,33400,226094,
2014.0007294,TEATRO  DE LA RESISTENCIA SL,28-12-2014 REPRESENTACION OBRA PINOCHO EN EL TEATRO RAVAL,08/04/2015,"300,00 €",5,33400,226090,
2015.0001219,INNOVACIO DIGITAL CASTELLO SL,28/01/15. 300 FLYERS 4+4,18/05/2015,"104,06 €",5,33400,226090,
2015.0000312,"COLOR IMPRES, S.L.U.",28/01/15. CATALOGOS EXPOSICION ARTISTAS DE CASTELLON,15/04/2015,"2.620,80 €",5,33400,226090,
2015.0000311,"COLOR IMPRES, S.L.U.",28/01/15. TARJETON INVITACION A EXPOSICION ARTISTAS DE CASTELLON,15/04/2015,"72,60 €",5,33400,226090,
2015.0000313,"COLOR IMPRES, S.L.U.",28/01/15. TRIPTICOS PARA PREMIO NARRATIVA ESCOLAR VICENT MARÇA,15/04/2015,"344,85 €",5,32000,227062,
2015.0001224,CLEMENTE PIANOS SL,28/02 Y 02/03/15. AFINACION CONCIERTO PIANO COLA YAMAHA C2.,18/05/2015,"260,00 €",5,33400,226090,
2015.0001754,GRUP DE TEATRE TRAGAPINYOLS,"28/02/14.  2 ACTUACIONES ""DEL MATEIX RAVAL"" CAMPAÑA CASTELLÓ A ESCENA",24/09/2015,"960,00 €",5,33400,226090,
2015.0001363,LEVANTE ESPECTACULOS SL,28/03/15. ALQUILER Y TRANSPORTE DE 850 SILLAS Y 106 MESAS PARA LA ACTUACION DE PROESO,22/05/2015,"544,50 €",5,33400,226090,
2015.0001533,CULTURARTS GENERALITAT,"28/03/2015. GASTOS TEATRO ""ENTREGA PREMIOS ASOC. GREGAL""",24/09/2015,"2.200,00 €",5,33400,20201,
2015.0002084,"OROAGRO,SL",28/04/2015. ARREGLO ROSA DIA DEL LIBRO.,23/07/2015,"330,00 €",5,33400,226090,
2015.0001729,INSTALACIONES TURISTICAS COSTERAS SA,28/04/2015. HABITACION A FAVOR DE ZULIAN CLAUDIO.,02/06/2015,"61,00 €",5,33400,226094,
2015.0002011,ACTEON SCCL,28/04/2015. SEMINARIO IMPARTIDO POR CLAUDIO ZULIAN EN EL SPAI D´ART CONTEMPORRANI DE CASTELLON.,23/07/2015,"302,50 €",5,33400,226094,
2015.0003513,UNION MUSICAL SANTA CECILIA DE XILXES,28/06/2015. PARTICIPACION EN LOS CONCIERTOS DEL TEMPLETE.,26/09/2015,"1.100,00 €",5,33400,226090,
2015.0003699,"COLOR IMPRES, S.L.U.",28/07/15. IMPRESIÓN 500 DIPTICOS A LA LLUNA D'ESTIU.,26/09/2015,"260,15 €",5,33400,226090,
2015.0004588,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"28/09/15. IMPRESIÓN LONA, ADHESIVOS E IMPRESIÓN BANNER FIRA CULTURAL AL GRAU",25/11/2015,"217,80 €",5,33400,226090,
2015.0000536,IMPRENTA ROSELL SL,29/01/2015. IMPRESIÓN REVISTAS AGENDA CULTURAL.,16/04/2015,"364,00 €",5,33400,226020,
2015.0001245,CENTRO CULTURAL ANDALUZ DE CASTELLON,29/03/15. ACTUACION DEL CORO ROCIERO EN EL TEATRO EL RAVAL,11/06/2015,"750,00 €",5,33400,226090,
2015.0001858,AS.CULT. ELS LLAURADORS,29/03/15. ACTUACIÓN DOMINGO DE RAMOS EN IGLESIA SANGRE 11:00 H. MAÑANA,11/06/2015,"500,00 €",5,33400,226090,
2015.0001234,TELECSO SL,"29/03/15. MONTAJE CUADRO PARA ACTOS ""PRUEBA DE LITRO""",18/05/2015,"110,74 €",5,33400,226090,
2015.0002631,IMPRENTA ROSELL SL,29/05/2015. JUEGO DE ENTRADAS ESCUELA MUNICIPAL TATRO DEL RAVAL.,23/07/2015,"48,40 €",5,33400,226090,
2015.0003408,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,29/06/15. ALQUILER Y TRANSPORTE DE SILLAS PARA EL TEMPLETE DEL GRAO.,26/09/2015,"272,25 €",5,33400,226090,
2015.0004900,ADHESIUS CASTELLO SL,29/09/15. IMPRESIÓN LONA CON LA PROGRAMACIÓN DE LA BANDA MUNICIPAL.,19/11/2015,"207,52 €",5,33420,22602,
2015.0001438,ASOCIACION DE CULTURA TRADICIONAL EL FADRINS DE LA CENSAL,29/09/2013. ACTUACION FESTA DE L´ERMITA SANT ROC.,30/04/2015,"800,00 €",6,33430,226991,
2015.0006250,ROCK & COOPER SL,29/11/15. ACTUACIÓN GRUPO SIMAGO LEMONS EN ACTIVIDAD CULTURAL CELEBRADA EN PARQUE RIO NILO.,30/12/2015,"605,00 €",5,33400,226090,
2015.0005917,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,29/11/15. EQUIPO DE SONIDO EN EL PARC RIU NIL CON MOTIVO DE LA CAMPAÑA DE CONCIERTOS EN DISTINTOS EMPLAZAMIENTOS URBANOS,30/12/2015,"484,00 €",5,33400,226090,
2015.0002383,CEBE MUNTATGES TEATRALS SLU,2A PARTE ABRIL/15.  PRORROGA DEL CONTRATO DE LOS SERVICIOS DE SALA DEL TEATRO DEL RAVAL.  DEC. 14-04-14,24/09/2015,"5.581,44 €",5,33400,227994,
2015.0006300,"GRUAS TOMAS, S.L.",3/12/15. TRANSPORTE ESPECIAL DE CUADRO  CATEDRAL SANTA MARIA,30/12/2015,"2.266,33 €",5,33400,227996,
2015.0000538,IMPRENTA ROSELL SL,30/01/2015. IMPRESIÓN CAMPAÑA UN RAVAL DE CINE MES DE ENERO,16/04/2015,"484,00 €",5,33400,226090,
2015.0000539,IMPRENTA ROSELL SL,30/01/2015. IMPRESIÓN ENTRADAS CASTELLO A ESCENA.,16/04/2015,"387,20 €",5,33400,226090,
2015.0000541,IMPRENTA ROSELL SL,30/01/2015. IMPRESIÓN ENTRADAS GALA ASOCIACIÓN CONTRA EL CANCER.,16/04/2015,"121,00 €",5,33400,226090,
2015.0000537,IMPRENTA ROSELL SL,30/01/2015. IMPRESIÓN REVISTAS AGENDA CULTURAL ENERO 2015.,16/04/2015,"364,00 €",5,33400,226020,
2015.0000540,IMPRENTA ROSELL SL,30/01/2015. IMPRESIÓN TRÍPTICOS FOTOLATERAS.,16/04/2015,"72,60 €",5,33400,227061,
2015.0001777,IMPRENTA ROSELL SL,30/04/15. 1600 REVISTAS AGENDA CULTURAL,11/06/2015,"364,00 €",5,33400,226020,
2015.0002434,ADHESIUS CASTELLO SL,"30/04/2015. ""NIT DEL ART. ""  ROLL UP, GRAFICA",23/07/2015,"96,80 €",5,33400,226090,
2015.0001938,SEGUROS ANPA CB,30/04/2015. CARNETS DE SOCIO DIA MOTO Y SEGUROS RESPONSABILIDAD CIVIL,13/10/2015,"1.748,00 €",5,33400,226090,
2015.0002431,ADHESIUS CASTELLO SL,"30/04/2015. MUSSEU D´ETNOLOGIA, COLGADOR PARA CARTELES",23/07/2015,"209,03 €",5,33400,226090,
2015.0002710,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,30/05/15. ALQUILER HINCHABLE PARA EL FESTIVAL CELTA - ROCK.,23/07/2015,"175,00 €",5,33400,226090,
2015.0002862,PRODUCCIONES ARTISTICAS APOLO SL,30/05/2015. ALQUILER DE ESCENARIO Y EQUIPO DE SONIDO E ILUMINACION PARA  IX EDICION FESTIVAL CELTA-ROCK.,23/09/2015,"3.267,00 €",5,33400,226090,
2015.0002689,GENERADORES INDUSTRIALES ELECTRICOS SL,30/05/2015. ALQUILER GRUPO ELECTROGENO PARA FESTIVAL CELTA ROCK.,23/07/2015,"376,92 €",5,33400,226090,
2015.0003422,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,30/05/2015. CATERING SERVIDO XVI TROBADA BESTIES DE FOC ORGANIZADA POR ASOCIACION BOTAFOCS,23/09/2015,"653,80 €",5,33400,226092,
2015.0002686,PLACIDO GOMEZ SL,"30/05/2015. LOTE DE MATERIAL DE PAPELERIA CONCURSO DIBUJO AL AIRE LIBRE ""VEN A PINTAR A LLEDO"".",23/07/2015,"760,00 €",5,33400,226090,
2015.0002626,TELECSO SL,30/05/2015. MONTAJE CUADRO TRIFASICO PARA ACTO 5ª JORNADA TECNOLOGIA DE ENERGIAS RENOVABLES.,23/07/2015,"110,74 €",5,33400,226090,
2015.0002976,MUSICAL PORTOLES CB,"30/05/2015. NIT DE BOTA FOCS, PLAZA SANT CLARA . AUDIO VISUAL (FUTBOL).",23/09/2015,"907,50 €",5,33400,226092,
2015.0003361,TELECSO SL,"30/06/15 MONTAJE CUADRO PARA ACTO ""CONCERT ADAIKO PERCUSSION GROUP"" EN PLANETARIO CS",26/09/2015,"45,53 €",5,33400,226090,
2015.0003143,IMPRENTA ROSELL SL,30/06/2015. IMPRESION CARTELES DIA DEL VECINO Y REPARTO DE CARTELES.,23/09/2015,"266,20 €",5,33400,226090,
2015.0003144,IMPRENTA ROSELL SL,30/06/2015. IMPRESION ENTRADAS III TEMPORADA FOLKLORICA DE CASTELLON.,26/09/2015,"242,00 €",5,33400,226090,
2015.0003148,IMPRENTA ROSELL SL,30/06/2015. IMPRESION FOLLETOS Y CARTELES CONCURSO DE CERAMICA TAURINA Y CICLO DE CONFERENCIAS,26/09/2015,"745,90 €",5,33400,226090,
2015.0003145,IMPRENTA ROSELL SL,30/06/2015. IMPRESION PUBLICIDAD UN RAVAL DE CINE MES DE JUNIO.,26/09/2015,"484,00 €",5,33400,227994,
2015.0003147,IMPRENTA ROSELL SL,"30/06/2015. IMPRESION, REPARTO DE CARTELES Y CUARTILLAS CONCIERTO BANDA MUNICIPAL.",26/09/2015,"205,70 €",5,33400,226090,
2015.0000370,AS.CULT. ELS LLAURADORS,30/11/14. MISA PALIERS LLEDO CASTELLO,26/03/2015,"300,00 €",5,33400,226090,
2015.0006000,ASSOC.MUSICAL DIAPASSO,30/11/15. CONCIERTO CASINO ANTIGUO CICLO LUNES CONCIERTO,30/12/2015,"1.200,00 €",5,33400,226090,
2014.0007296,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,30/12/14 ACTUACIÓN ESPECTACULO TRAGEDIAS Y COMEDIAS DE DON ABILI A L'OLIMP DEL TEATRE DEL RAVAL,08/04/2015,"300,00 €",5,33400,227994,
2015.0003974,LEVANTE ESPECTACULOS SL,30/8/15.ALQUILER Y TRANSPORTE SILLAS Y MESAS ERMITA FADRELL,02/11/2015,"193,60 €",6,33430,226991,
2015.0002878,UNIO MUSICAL MESTRE GARGORI,31/05/2015. ACTUACION EN EL TEMPLETE DE RIBALTA.,23/09/2015,"800,00 €",5,33400,226090,
2015.0004049,PLACIDO GOMEZ SL,31/07/14. SUMINISTRO LOTES CONCURSO DE DIBUJO AL AIRE LIBRE VEN A PINTAR A LLEDO,17/12/2015,"760,00 €",5,32000,226991,
2015.0005819,ASOCIACIÓN EL CHAMUYO,31/10/15 CONCIERTO EL CHAMUYO,30/12/2015,"968,00 €",5,33700,226090,
2015.0005588,"PRODUCCIONES SCURA, S.L.",31/10/15. ESPECTACULO,18/12/2015,"1.815,00 €",5,33400,226090,
2015.0005356,TELECSO SL,"31/10/15. MONTAJE CUADRO ELÉCTRICO PARA LA ACTIVIDAD CULTURAL ""NOU CIRC PASSADIS DE LES ARTS"" CELEBRADO EN EL PARQUE RIBALTA.",18/12/2015,"200,11 €",5,33400,226090,
2015.0005909,UNION MUSICAL DEL GRAO,31/7/15. CONCERT AL TEMPLET MOLL DE COSTA,30/12/2015,"800,00 €",5,33400,226090,
2015.0005908,"JN OCIO IMAGEN Y SONIDO, S.L.",4 Y 5 SEPTIEMBRE 2015.  EQUIPO SONIDO I FESTIVAL FLAMENCO DE CASTELLON EN LA PERGOLA,30/12/2015,"5.559,95 €",5,33400,226090,
2015.0005009,FUNDACION PUNJAB,4 Y 5/09/15. ORGANIZACION Y GESTION ARTISTICA DE LA JORNADA CULTURAL FLAMENCA DE LA CIUTAT DE CASTELLO,09/12/2015,"6.560,00 €",5,33400,226090,
2015.0006600,FEDERACION DE SOCIEDADES MUSICALES DE LA CV,4/12/15. ACTUACIONES BANDAS MUSICA CONCIERTOS TEMPLETE,30/12/2015,"700,00 €",5,33400,226090,
2015.0006485,PINTURAS ALFONSO CADROY SL,4/12/15. COMPRA DE MOQUETA PARA ACTOS AL AIRE LIBRE.,30/12/2015,"377,52 €",5,33400,22199,
2015.0006449,INNOVACIO DIGITAL CASTELLO SL,"4/12/15. IMPRESIÓN Y DISEÑO DIPTICOS ""HOMENAJE A SANCHIS""",30/12/2015,"397,49 €",5,33400,226090,
2015.0006286,"JOAQUIN BORRAS, S.L.",4/12/15.CORTINAS LA PERGOLA,30/12/2015,"4.918,65 €",5,33400,22199,
2015.0005817,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,4/5/2015. BOLSAS CON GOMINOLAS PARA ACTIVIDAD VII CONCURSO VEN A PINTAR A LLEDO.,30/12/2015,"313,64 €",5,33400,226090,
2015.0006360,GRUP CASTELLO ASSOCIACIO D'ESTUDIS TRADICIONALS,5/12/15. BUREO DE SAN NICOLAS,30/12/2015,"250,00 €",6,33430,226991,
2015.0003869,EVENBLAS SL,"5/8/15. PREPARACION Y COORDINACION DEL CALENDARIO DE VISITAS, PRIMERA EXPOSICION Y PERFIL DE CONTENIDOS DE LA RED SOCIAL DEL MUSEO D'ETNOLOGIA DE CASTELLO",13/10/2015,"2.117,50 €",5,33400,226090,
2015.0002507,"COLOR IMPRES, S.L.U.","500 DIPTICOS, PREMIS DE LA MAR",23/07/2015,"289,19 €",5,33400,226090,
2015.0005845,IMPRENTA ROSELL SL,6 JUEGOS ENTRADAS TEATRO DEL RAVAL,30/12/2015,"217,80 €",5,33400,227994,
2015.0006474,AS. CULT. LA ROCA BANDA DE MUSICA LA LIRA,"6/12/15. CONCIERTO HOMENAJE POR  BANDA DE MUSICA ""LA LIRA""",30/12/2015,"1.100,00 €",5,33400,226090,
2015.0000852,ASOC CULTURAL AMIGOS DEL TEATRO,7 Y 8 DE FEBRERO 2015. REPRESENTACIÓN TEATRO DEL RAVAL CICLO CASTELLÓ A ESCENA.,20/04/2015,"960,00 €",5,33400,226090,
2015.0002302,GRUP DE DANCES EL FORCAT,"8, 9 Y 10 DE MAYO 2015. PARTICIPACION FESTIVAL DANZAS CORONA DE ARAGON.",23/07/2015,"550,00 €",5,33400,226090,
2015.0002303,ASOC CULTURAL ESCOLA DE DANSA CASTELLO,"8, 9 Y 10 DE MAYO 2015. PARTICIPACION FESTIVAL DANZAS CORONA DE ARAGON.",23/07/2015,"550,00 €",5,33400,226090,
2015.0002086,PROTELCAS CB,"8,9 Y 10 DE MAYO 2015. SONORIZACION PARA EL FESTIVAL DE DANZAS ANTIGUA CORONA DE ARAGON.",23/07/2015,"4.815,80 €",5,33400,226090,
2015.0002865,PLACIDO GOMEZ SL,8/06/2015 MATERIAL ESCOLAR XX DIBUJO Y PINTURA IES VICENT CASTELL.,26/09/2015,"190,00 €",5,32000,48102,
2015.0002083,TELECSO SL,9 Y 10 DE MAYO DE 2015. MONTAJE CUADRO DE LUCES PARA FESTIVAL CORONA EN PLAZA MAYOR.,23/07/2015,"110,74 €",5,33400,226090,
2015.0005790,CLEMENTE PIANOS SL,"9, 16 Y 30/11/15. AFINACIÓN PIANO DE COLA CON MOTIVO DE LA CAMPAÑA LOS LUNES CONCIERTO.",30/12/2015,"390,01 €",5,33400,226090,
2015.0002879,ALQUILER TEXTIL CASTELLON SL,"ABRIL - MAYO 2015. MONTAJE, DESMONTAJE Y MANTENIMIENTO CARPAS PARA LA FERIA DEL LIBRO.",23/09/2015,"3.747,33 €",5,33400,226090,
2015.0001712,UM PROYECTOS SOCIOCULTURALES Y COMUNICACION SL,ABRIL 2015.  CONCIERTOS GARDEN MUSIC CLUB,02/06/2015,"2.420,00 €",5,33400,226090,
2015.0001339,IMPRENTA ROSELL SL,ABRIL 2015. 1 RAVAL DE CINE,22/05/2015,"484,00 €",5,33400,226090,
2015.0003019,"JN OCIO IMAGEN Y SONIDO, S.L.",ABRIL 2015. PROYECCIONES CINEMATOGRAFICAS TEATRE DEL RAVAL.,26/09/2015,"4.767,40 €",5,33400,227994,
2015.0001882,CEBE MUNTATGES TEATRALS SLU,ABRIL/15. PRORROGA DEL CONTRATO DE LOS SERVICIOS DE SALA DEL TEATRO DEL RAVAL.  DEC. 14-04-14,09/06/2015,"4.860,69 €",5,33400,227994,
2015.0002010,"COMUNICACION Y MEDIOS DE LEVANTE, S.L. /GRUPO ZETA","ABRIL/15. SERVICIO DE REDACCION, EDICION, IMPRESION Y REPARTO DE UN PERIODICO DE INFORMACIÓN LOCAL DECRETO 30-06-2014",28/07/2015,"6.151,85 €",5,33400,227060,
2015.0001922,"LA AGENCIA PLANIFICACION PUBLICITARIA,SL",ABRIL/15. TRABAJOS DE DISEÑO GRAFICO DE  ACTIVIDADES DE LA CONCEJALIA DE CULTURA.  DEC 22-09-14,09/06/2015,"3.740,11 €",5,33400,227990,
2015.0002038,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ABRIL/15.SERVICIO DE GESTION Y DIRECCION DE LA ESCUELA MUNICIPAL DE TEATRO, CURSOS 2014/2015 Y 2015/2016 JGL 31/10/2014",09/06/2015,"3.975,78 €",5,33400,227991,
2015.0004621,"JANKOVIC ESTUDIO DE ARTES VISUALES,SL",ACTIVIDADES PARA EL PUBLICO FAMILIAR.,25/11/2015,"4.436,67 €",5,33400,226090,
2015.0001662,CEBE MUNTATGES TEATRALS SLU,"ACTO ENTREGA PREMIOS CIUDAD CASTELLON, ORGANIZACION DEL ESPECTACULO, DIRECCION ESCENICA, COORDINACION REGIDORES DE ESCENARIO, ETC.",11/06/2015,"3.630,00 €",5,33400,226990,
2015.0004927,"LA TROUPE MALABO, C.B.",ACTUACIÓN DENTRO DEL ACTO CORRELLENGUA.,19/11/2015,"726,00 €",5,33400,226090,
